col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District,,Representative In The General Assembly 191st District,All
,Dwight Evans,James A Jones,Joanna Mcclinton,All
Dwight Evans,30,0,948,All
James A Jones,,9,7,All
Joanna Mcclinton,,,11,All
Total,978,16,966,All
,Representative In Congress 2nd District,,Representative In The General Assembly 191st District,7
,Dwight Evans,James A Jones,Joanna Mcclinton,7
Dwight Evans,9,0,326,7
James A Jones,,3,4,7
Joanna Mcclinton,,,2,7
Total,335,7,332,7
,Representative In Congress 2nd District,,Representative In The General Assembly 191st District,19
,Dwight Evans,James A Jones,Joanna Mcclinton,19
Dwight Evans,13,0,326,19
James A Jones,,5,1,19
Joanna Mcclinton,,,6,19
Total,339,6,333,19
,Representative In Congress 2nd District,,Representative In The General Assembly 191st District,22
,Dwight Evans,James A Jones,Joanna Mcclinton,22
Dwight Evans,8,0,296,22
James A Jones,,1,2,22
Joanna Mcclinton,,,3,22
Total,304,3,301,22
