col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District,,Attorney General,,All
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,All
Robert A Brady,104,0,"5,353",476,All
Deborah Williams,,40,315,"2,528",All
Josh Shapiro,,,140,0,All
John Rafferty,,,,78,All
Total,"5,933","2,883","5,808","3,082",All
,Attorney General,,Representative In Congress 1st District,,1
,John Rafferty,Josh Shapiro,Deborah Williams,Robert A Brady,1
John Rafferty,4,0,257,43,1
Josh Shapiro,,12,28,205,1
Deborah Williams,,,4,0,1
Robert A Brady,,,,6,1
Total,304,245,289,254,1
,Representative In Congress 1st District,,Attorney General,,2
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,2
Robert A Brady,11,0,238,50,2
Deborah Williams,,3,15,174,2
Josh Shapiro,,,9,0,2
John Rafferty,,,,5,2
Total,299,192,262,229,2
,Representative In Congress 1st District,,Attorney General,,3
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,3
Robert A Brady,2,0,206,12,3
Deborah Williams,,1,8,73,3
Josh Shapiro,,,2,0,3
John Rafferty,,,,2,3
Total,220,82,216,87,3
,Attorney General,,Representative In Congress 1st District,,4
,Josh Shapiro,John Rafferty,Robert A Brady,Deborah Williams,4
Josh Shapiro,17,0,337,20,4
John Rafferty,,2,26,144,4
Robert A Brady,,,6,0,4
Deborah Williams,,,,2,4
Total,374,172,369,166,4
,Representative In Congress 1st District,,Attorney General,,5
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,5
Robert A Brady,3,0,190,11,5
Deborah Williams,,1,7,74,5
Josh Shapiro,,,4,0,5
John Rafferty,,,,0,5
Total,204,82,201,85,5
,Representative In Congress 1st District,,Attorney General,,6
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,6
Robert A Brady,0,0,153,8,6
Deborah Williams,,0,5,34,6
Josh Shapiro,,,1,0,6
John Rafferty,,,,0,6
Total,161,39,159,42,6
,Representative In Congress 1st District,,Attorney General,,7
,Robert A Brady,Deborah Williams,John Rafferty,Josh Shapiro,7
Robert A Brady,10,0,52,288,7
Deborah Williams,,2,271,29,7
John Rafferty,,,8,0,7
Josh Shapiro,,,,6,7
Total,350,302,331,323,7
,Attorney General,,Representative In Congress 1st District,,8
,Josh Shapiro,John Rafferty,Robert A Brady,Deborah Williams,8
Josh Shapiro,4,0,202,9,8
John Rafferty,,3,11,98,8
Robert A Brady,,,2,0,8
Deborah Williams,,,,3,8
Total,215,112,215,110,8
,Representative In Congress 1st District,,Attorney General,,9
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,9
Robert A Brady,4,0,264,31,9
Deborah Williams,,3,23,139,9
Josh Shapiro,,,1,0,9
John Rafferty,,,,4,9
Total,299,165,288,174,9
,Attorney General,,Representative In Congress 1st District,,10
,Josh Shapiro,John Rafferty,Robert A Brady,Deborah Williams,10
Josh Shapiro,12,0,283,24,10
John Rafferty,,5,30,237,10
Robert A Brady,,,4,0,10
Deborah Williams,,,,4,10
Total,319,272,317,265,10
,Representative In Congress 1st District,,Attorney General,,11
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,11
Robert A Brady,3,0,283,22,11
Deborah Williams,,2,17,87,11
Josh Shapiro,,,3,0,11
John Rafferty,,,,3,11
Total,308,106,303,112,11
,Attorney General,,Representative In Congress 1st District,,12
,Josh Shapiro,John Rafferty,Robert A Brady,Deborah Williams,12
Josh Shapiro,2,0,144,2,12
John Rafferty,,7,4,21,12
Robert A Brady,,,0,0,12
Deborah Williams,,,,0,12
Total,148,32,148,23,12
,Representative In Congress 1st District,,Attorney General,,13
,Robert A Brady,Deborah Williams,Josh Shapiro,John Rafferty,13
Robert A Brady,1,0,99,9,13
Deborah Williams,,1,6,35,13
Josh Shapiro,,,3,0,13
John Rafferty,,,,2,13
Total,109,42,108,46,13
,Attorney General,,Representative In Congress 1st District,,14
,Josh Shapiro,John Rafferty,Robert A Brady,Deborah Williams,14
Josh Shapiro,9,0,191,4,14
John Rafferty,,1,9,24,14
Robert A Brady,,,3,0,14
Deborah Williams,,,,1,14
Total,204,34,203,29,14
