col_1,col_2,col_3,division
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,All
,Jared Solomon,Brendan F Boyle,All
Jared Solomon,59,"3,174",All
Brendan F Boyle,,44,All
Total,"3,233","3,218",All
,Representative In Congress 13th District,Representative In The General Assembly 202nd District,2
,Brendan F Boyle,Jared Solomon,2
Brendan F Boyle,8,360,2
Jared Solomon,,1,2
Total,368,361,2
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,4
,Jared Solomon,Brendan F Boyle,4
Jared Solomon,3,299,4
Brendan F Boyle,,0,4
Total,302,299,4
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,5
,Jared Solomon,Brendan F Boyle,5
Jared Solomon,2,267,5
Brendan F Boyle,,1,5
Total,269,268,5
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,6
,Jared Solomon,Brendan F Boyle,6
Jared Solomon,12,253,6
Brendan F Boyle,,7,6
Total,265,260,6
,Representative In Congress 13th District,Representative In The General Assembly 202nd District,7
,Brendan F Boyle,Jared Solomon,7
Brendan F Boyle,4,247,7
Jared Solomon,,4,7
Total,251,251,7
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,8
,Jared Solomon,Brendan F Boyle,8
Jared Solomon,4,216,8
Brendan F Boyle,,2,8
Total,220,218,8
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,9
,Jared Solomon,Brendan F Boyle,9
Jared Solomon,12,315,9
Brendan F Boyle,,7,9
Total,327,322,9
,Representative In Congress 13th District,Representative In The General Assembly 202nd District,11
,Brendan F Boyle,Jared Solomon,11
Brendan F Boyle,0,210,11
Jared Solomon,,0,11
Total,210,210,11
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,12
,Jared Solomon,Brendan F Boyle,12
Jared Solomon,5,281,12
Brendan F Boyle,,3,12
Total,286,284,12
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,13
,Jared Solomon,Brendan F Boyle,13
Jared Solomon,4,238,13
Brendan F Boyle,,3,13
Total,242,241,13
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,17
,Jared Solomon,Brendan F Boyle,17
Jared Solomon,8,233,17
Brendan F Boyle,,6,17
Total,241,239,17
,Representative In The General Assembly 202nd District,Representative In Congress 13th District,18
,Jared Solomon,Brendan F Boyle,18
Jared Solomon,4,255,18
Brendan F Boyle,,3,18
Total,259,258,18
