col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,All
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,All
Brian Sims,54,"7,496",431,79,83,5,All
Hillary Clinton,,435,0,0,0,0,All
Donald J Trump,,,834,0,0,0,All
Gary Johnson,,,,53,0,0,All
Jill Stein,,,,,23,0,All
Darrell L Castle,,,,,,4,All
Total,"8,148","7,931","1,265",132,106,9,All
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,2
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,2
Brian Sims,2,262,20,3,3,0,2
Hillary Clinton,,19,0,0,0,0,2
Donald J Trump,,,35,0,0,0,2
Gary Johnson,,,,1,0,0,2
Jill Stein,,,,,0,0,2
Darrell L Castle,,,,,,0,2
Total,290,281,55,4,3,0,2
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,3
,Brian Sims,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,3
Brian Sims,2,255,18,4,2,0,3
Hillary Clinton,,18,0,0,0,0,3
Donald J Trump,,,38,0,0,0,3
Jill Stein,,,,1,0,0,3
Gary Johnson,,,,,1,0,3
Darrell L Castle,,,,,,0,3
Total,281,273,56,5,3,0,3
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,4
,Brian Sims,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,4
Brian Sims,3,319,22,9,3,1,4
Hillary Clinton,,19,0,0,0,0,4
Donald J Trump,,,56,0,0,0,4
Jill Stein,,,,0,0,0,4
Gary Johnson,,,,,3,0,4
Darrell L Castle,,,,,,0,4
Total,357,338,78,9,6,1,4
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,5
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,5
Brian Sims,4,285,32,3,5,0,5
Hillary Clinton,,20,0,0,0,0,5
Donald J Trump,,,52,0,0,0,5
Gary Johnson,,,,3,0,0,5
Jill Stein,,,,,1,0,5
Darrell L Castle,,,,,,0,5
Total,329,305,84,6,6,0,5
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,6
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,6
Brian Sims,6,353,28,4,3,1,6
Hillary Clinton,,20,0,0,0,0,6
Donald J Trump,,,68,0,0,0,6
Gary Johnson,,,,1,0,0,6
Jill Stein,,,,,1,0,6
Darrell L Castle,,,,,,0,6
Total,395,373,96,5,4,1,6
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,7
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,7
Brian Sims,2,430,21,8,6,1,7
Hillary Clinton,,24,0,0,0,0,7
Donald J Trump,,,62,0,0,0,7
Gary Johnson,,,,4,0,0,7
Jill Stein,,,,,0,0,7
Darrell L Castle,,,,,,1,7
Total,468,454,83,12,6,2,7
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,8
,Brian Sims,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,8
Brian Sims,4,278,18,7,3,0,8
Hillary Clinton,,25,0,0,0,0,8
Donald J Trump,,,49,0,0,0,8
Jill Stein,,,,0,0,0,8
Gary Johnson,,,,,1,0,8
Darrell L Castle,,,,,,1,8
Total,310,303,67,7,4,1,8
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,9
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,9
Brian Sims,2,382,23,4,3,0,9
Hillary Clinton,,26,0,0,0,0,9
Donald J Trump,,,12,0,0,0,9
Gary Johnson,,,,4,0,0,9
Jill Stein,,,,,0,0,9
Darrell L Castle,,,,,,0,9
Total,414,408,35,8,3,0,9
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,10
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,10
Brian Sims,0,363,32,3,4,0,10
Hillary Clinton,,25,0,0,0,0,10
Donald J Trump,,,50,0,0,0,10
Gary Johnson,,,,1,0,0,10
Jill Stein,,,,,0,0,10
Darrell L Castle,,,,,,1,10
Total,402,388,82,4,4,1,10
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,11
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,11
Brian Sims,2,385,29,7,5,1,11
Hillary Clinton,,18,0,0,0,0,11
Donald J Trump,,,60,0,0,0,11
Gary Johnson,,,,1,0,0,11
Jill Stein,,,,,3,0,11
Darrell L Castle,,,,,,1,11
Total,429,403,89,8,8,2,11
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,12
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,12
Brian Sims,1,411,29,6,4,1,12
Hillary Clinton,,22,0,0,0,0,12
Donald J Trump,,,44,0,0,0,12
Gary Johnson,,,,1,0,0,12
Jill Stein,,,,,0,0,12
Darrell L Castle,,,,,,0,12
Total,452,433,73,7,4,1,12
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,13
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,13
Brian Sims,2,200,9,1,0,0,13
Hillary Clinton,,11,0,0,0,0,13
Donald J Trump,,,14,0,0,0,13
Gary Johnson,,,,4,0,0,13
Jill Stein,,,,,2,0,13
Darrell L Castle,,,,,,0,13
Total,212,211,23,5,2,0,13
,President And Vice President Of The United States,,,,,Representative In The General Assembly 182nd District,14
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Brian Sims,14
Hillary Clinton,27,0,0,0,0,437,14
Donald J Trump,,35,0,0,0,14,14
Jill Stein,,,3,0,0,3,14
Gary Johnson,,,,1,0,4,14
Darrell L Castle,,,,,0,0,14
Brian Sims,,,,,,1,14
Total,464,49,6,5,0,459,14
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,17
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,17
Brian Sims,5,381,17,4,5,0,17
Hillary Clinton,,26,0,0,0,0,17
Donald J Trump,,,24,0,0,0,17
Gary Johnson,,,,5,0,0,17
Jill Stein,,,,,0,0,17
Darrell L Castle,,,,,,0,17
Total,412,407,41,9,5,0,17
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,18
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,18
Brian Sims,2,344,19,6,2,0,18
Hillary Clinton,,13,0,0,0,0,18
Donald J Trump,,,54,0,0,0,18
Gary Johnson,,,,3,0,0,18
Jill Stein,,,,,1,0,18
Darrell L Castle,,,,,,0,18
Total,373,357,73,9,3,0,18
,President And Vice President Of The United States,,,,,Representative In The General Assembly 182nd District,19
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Brian Sims,19
Hillary Clinton,26,0,0,0,0,405,19
Donald J Trump,,29,0,0,0,14,19
Gary Johnson,,,3,0,0,4,19
Jill Stein,,,,3,0,2,19
Darrell L Castle,,,,,0,0,19
Brian Sims,,,,,,3,19
Total,431,43,7,5,0,428,19
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,20
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,20
Brian Sims,2,265,8,1,1,0,20
Hillary Clinton,,9,0,0,0,0,20
Donald J Trump,,,27,0,0,0,20
Gary Johnson,,,,5,0,0,20
Jill Stein,,,,,0,0,20
Darrell L Castle,,,,,,0,20
Total,277,274,35,6,1,0,20
,President And Vice President Of The United States,,,,,Representative In The General Assembly 182nd District,21
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Brian Sims,21
Hillary Clinton,21,0,0,0,0,352,21
Donald J Trump,,19,0,0,0,13,21
Gary Johnson,,,1,0,0,2,21
Jill Stein,,,,1,0,2,21
Darrell L Castle,,,,,0,0,21
Brian Sims,,,,,,1,21
Total,373,32,3,3,0,370,21
,President And Vice President Of The United States,,,,,Representative In The General Assembly 182nd District,22
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Brian Sims,22
Hillary Clinton,35,0,0,0,0,483,22
Donald J Trump,,31,0,0,0,17,22
Gary Johnson,,,5,0,0,4,22
Jill Stein,,,,2,0,2,22
Darrell L Castle,,,,,0,0,22
Brian Sims,,,,,,2,22
Total,518,48,9,4,0,508,22
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,23
,Brian Sims,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,23
Brian Sims,2,470,23,8,4,0,23
Hillary Clinton,,16,0,0,0,0,23
Donald J Trump,,,40,0,0,0,23
Jill Stein,,,,3,0,0,23
Gary Johnson,,,,,1,0,23
Darrell L Castle,,,,,,0,23
Total,507,486,63,11,5,0,23
,Representative In The General Assembly 182nd District,President And Vice President Of The United States,,,,,24
,Brian Sims,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,24
Brian Sims,6,436,25,3,5,0,24
Hillary Clinton,,15,0,0,0,0,24
Donald J Trump,,,35,0,0,0,24
Gary Johnson,,,,4,0,0,24
Jill Stein,,,,,2,0,24
Darrell L Castle,,,,,,0,24
Total,475,451,60,7,7,0,24
