col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 202nd District,Auditor General,,,,All
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Jared Solomon,60,"3,415",218,41,11,All
Eugene A Depasquale,,42,0,0,0,All
John Brown,,,326,0,0,All
John J Sweeney,,,,18,0,All
Roy A Minet,,,,,6,All
Total,"3,745","3,457",544,59,17,All
,Representative In The General Assembly 202nd District,Auditor General,,,,2
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,2
Jared Solomon,1,339,16,5,0,2
Eugene A Depasquale,,6,0,0,0,2
John Brown,,,17,0,0,2
John J Sweeney,,,,2,0,2
Roy A Minet,,,,,0,2
Total,361,345,33,7,0,2
,Representative In The General Assembly 202nd District,Auditor General,,,,3
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,3
Jared Solomon,8,279,11,2,0,3
Eugene A Depasquale,,0,0,0,0,3
John Brown,,,12,0,0,3
John J Sweeney,,,,1,0,3
Roy A Minet,,,,,1,3
Total,300,279,23,3,1,3
,Representative In The General Assembly 202nd District,Auditor General,,,,4
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,4
Jared Solomon,6,280,12,2,2,4
Eugene A Depasquale,,2,0,0,0,4
John Brown,,,23,0,0,4
John J Sweeney,,,,1,0,4
Roy A Minet,,,,,0,4
Total,302,282,35,3,2,4
,Representative In The General Assembly 202nd District,Auditor General,,,,5
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,5
Jared Solomon,3,247,14,5,0,5
Eugene A Depasquale,,3,0,0,0,5
John Brown,,,25,0,0,5
John J Sweeney,,,,4,0,5
Roy A Minet,,,,,0,5
Total,269,250,39,9,0,5
,Representative In The General Assembly 202nd District,Auditor General,,,,6
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,6
Jared Solomon,9,240,16,0,0,6
Eugene A Depasquale,,6,0,0,0,6
John Brown,,,19,0,0,6
John J Sweeney,,,,1,0,6
Roy A Minet,,,,,1,6
Total,265,246,35,1,1,6
,Representative In The General Assembly 202nd District,Auditor General,,,,7
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,7
Jared Solomon,5,217,19,8,2,7
Eugene A Depasquale,,0,0,0,0,7
John Brown,,,25,0,0,7
John J Sweeney,,,,0,0,7
Roy A Minet,,,,,2,7
Total,251,217,44,8,4,7
,Representative In The General Assembly 202nd District,Auditor General,,,,8
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,8
Jared Solomon,5,202,11,1,1,8
Eugene A Depasquale,,3,0,0,0,8
John Brown,,,34,0,0,8
John J Sweeney,,,,0,0,8
Roy A Minet,,,,,0,8
Total,220,205,45,1,1,8
,Representative In The General Assembly 202nd District,Auditor General,,,,9
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,9
Jared Solomon,4,299,20,3,1,9
Eugene A Depasquale,,7,0,0,0,9
John Brown,,,24,0,0,9
John J Sweeney,,,,0,0,9
Roy A Minet,,,,,2,9
Total,327,306,44,3,3,9
,Representative In The General Assembly 202nd District,Auditor General,,,,11
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,11
Jared Solomon,1,199,7,3,0,11
Eugene A Depasquale,,0,0,0,0,11
John Brown,,,22,0,0,11
John J Sweeney,,,,0,0,11
Roy A Minet,,,,,0,11
Total,210,199,29,3,0,11
,Representative In The General Assembly 202nd District,Auditor General,,,,12
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,12
Jared Solomon,3,259,17,4,3,12
Eugene A Depasquale,,4,0,0,0,12
John Brown,,,16,0,0,12
John J Sweeney,,,,3,0,12
Roy A Minet,,,,,0,12
Total,286,263,33,7,3,12
,Representative In The General Assembly 202nd District,Auditor General,,,,13
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,13
Jared Solomon,3,218,18,3,0,13
Eugene A Depasquale,,2,0,0,0,13
John Brown,,,29,0,0,13
John J Sweeney,,,,0,0,13
Roy A Minet,,,,,0,13
Total,242,220,47,3,0,13
,Representative In The General Assembly 202nd District,Auditor General,,,,16
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,16
Jared Solomon,4,190,16,1,1,16
Eugene A Depasquale,,5,0,0,0,16
John Brown,,,36,0,0,16
John J Sweeney,,,,3,0,16
Roy A Minet,,,,,0,16
Total,212,195,52,4,1,16
,Representative In The General Assembly 202nd District,Auditor General,,,,17
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,17
Jared Solomon,3,217,19,2,0,17
Eugene A Depasquale,,2,0,0,0,17
John Brown,,,17,0,0,17
John J Sweeney,,,,1,0,17
Roy A Minet,,,,,0,17
Total,241,219,36,3,0,17
,Representative In The General Assembly 202nd District,Auditor General,,,,18
,Jared Solomon,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,18
Jared Solomon,5,229,22,2,1,18
Eugene A Depasquale,,2,0,0,0,18
John Brown,,,27,0,0,18
John J Sweeney,,,,2,0,18
Roy A Minet,,,,,0,18
Total,259,231,49,4,1,18
