col_1,col_2,division
,Representative In The General Assembly 173rd District,All
,Mike Driscoll,All
Mike Driscoll,"4,453",All
Total,"4,453",All
,Representative In The General Assembly 173rd District,4
,Mike Driscoll,4
Mike Driscoll,280,4
Total,280,4
,Representative In The General Assembly 173rd District,6
,Mike Driscoll,6
Mike Driscoll,275,6
Total,275,6
,Representative In The General Assembly 173rd District,8
,Mike Driscoll,8
Mike Driscoll,287,8
Total,287,8
,Representative In The General Assembly 173rd District,9
,Mike Driscoll,9
Mike Driscoll,259,9
Total,259,9
,Representative In The General Assembly 173rd District,10
,Mike Driscoll,10
Mike Driscoll,296,10
Total,296,10
,Representative In The General Assembly 173rd District,11
,Mike Driscoll,11
Mike Driscoll,214,11
Total,214,11
,Representative In The General Assembly 173rd District,12
,Mike Driscoll,12
Mike Driscoll,240,12
Total,240,12
,Representative In The General Assembly 173rd District,13
,Mike Driscoll,13
Mike Driscoll,141,13
Total,141,13
,Representative In The General Assembly 173rd District,14
,Mike Driscoll,14
Mike Driscoll,253,14
Total,253,14
,Representative In The General Assembly 173rd District,15
,Mike Driscoll,15
Mike Driscoll,288,15
Total,288,15
,Representative In The General Assembly 173rd District,16
,Mike Driscoll,16
Mike Driscoll,191,16
Total,191,16
,Representative In The General Assembly 173rd District,17
,Mike Driscoll,17
Mike Driscoll,207,17
Total,207,17
,Representative In The General Assembly 173rd District,18
,Mike Driscoll,18
Mike Driscoll,219,18
Total,219,18
,Representative In The General Assembly 173rd District,20
,Mike Driscoll,20
Mike Driscoll,252,20
Total,252,20
,Representative In The General Assembly 173rd District,21
,Mike Driscoll,21
Mike Driscoll,242,21
Total,242,21
,Representative In The General Assembly 173rd District,22
,Mike Driscoll,22
Mike Driscoll,271,22
Total,271,22
,Representative In The General Assembly 173rd District,25
,Mike Driscoll,25
Mike Driscoll,313,25
Total,313,25
,Representative In The General Assembly 173rd District,26
,Mike Driscoll,26
Mike Driscoll,225,26
Total,225,26
