col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President And Vice President Of The United States,,,,,United States Senator,,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,All
Hillary Clinton,"21,927",0,0,0,0,"524,701","16,652","3,145",All
Donald J Trump,,"5,760",0,0,0,"9,032","90,297","1,350",All
Gary Johnson,,,270,0,0,"1,618","3,051","1,919",All
Jill Stein,,,,868,0,"4,027",752,871,All
Darrell L Castle,,,,,146,266,471,161,All
Katie Mcginty,,,,,,"5,077",0,0,All
Pat Toomey,,,,,,,"2,897",0,All
Edward T Clifford Iii,,,,,,,,205,All
Total,"566,425","106,439","6,858","6,518","1,044","544,721","114,120","7,651",All
