col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,,Senator In The General Assembly 5th District,,All
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,John Sabatina,Ross Feinberg,All
Hillary Clinton,315,0,0,0,0,"4,252",62,All
Donald J Trump,,74,0,0,0,242,626,All
Jill Stein,,,13,0,0,42,7,All
Gary Johnson,,,,5,0,21,11,All
Darrell L Castle,,,,,3,5,5,All
John Sabatina,,,,,,57,0,All
Ross Feinberg,,,,,,,15,All
Total,"4,629",942,62,37,13,"4,619",726,All
,President And Vice President Of The United States,,,,,Senator In The General Assembly 5th District,,3
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,John Sabatina,Ross Feinberg,3
Hillary Clinton,20,0,0,0,0,271,4,3
Donald J Trump,,3,0,0,0,6,18,3
Jill Stein,,,0,0,0,3,1,3
Gary Johnson,,,,1,0,0,0,3
Darrell L Castle,,,,,0,0,0,3
John Sabatina,,,,,,5,0,3
Ross Feinberg,,,,,,,0,3
Total,295,27,4,1,0,285,23,3
,President And Vice President Of The United States,,,,,Senator In The General Assembly 5th District,,4
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,John Sabatina,Ross Feinberg,4
Hillary Clinton,16,0,0,0,0,285,3,4
Donald J Trump,,1,0,0,0,6,23,4
Jill Stein,,,1,0,0,1,2,4
Gary Johnson,,,,0,0,1,0,4
Darrell L Castle,,,,,0,0,0,4
John Sabatina,,,,,,3,0,4
Ross Feinberg,,,,,,,1,4
Total,304,30,4,1,0,296,29,4
,President And Vice President Of The United States,,,,,Senator In The General Assembly 5th District,,5
,Hillary Clinton,Donald J Trump,Jill Stein,Darrell L Castle,Gary Johnson,John Sabatina,Ross Feinberg,5
Hillary Clinton,19,0,0,0,0,248,3,5
Donald J Trump,,5,0,0,0,4,34,5
Jill Stein,,,3,0,0,2,0,5
Darrell L Castle,,,,0,0,0,1,5
Gary Johnson,,,,,0,0,0,5
John Sabatina,,,,,,1,0,5
Ross Feinberg,,,,,,,1,5
Total,270,43,5,1,0,255,39,5
,President And Vice President Of The United States,,,,,Senator In The General Assembly 5th District,,6
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,John Sabatina,Ross Feinberg,6
Hillary Clinton,39,0,0,0,0,238,1,6
Donald J Trump,,1,0,0,0,5,28,6
Jill Stein,,,2,0,0,4,0,6
Gary Johnson,,,,0,0,1,1,6
Darrell L Castle,,,,,0,0,0,6
John Sabatina,,,,,,6,0,6
