col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,All
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,All
Hillary Clinton,"2,254",0,0,0,0,"9,260",88,All
Donald J Trump,,132,0,0,0,51,444,All
Jill Stein,,,40,0,0,61,9,All
Gary Johnson,,,,21,0,24,26,All
Darrell L Castle,,,,,5,4,0,All
Dwight Evans,,,,,,255,0,All
James Jones,,,,,,,19,All
Total,"11,602",627,110,71,9,"9,655",586,All
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,1
,Hillary Clinton,Donald J Trump,Jill Stein,Darrell L Castle,Gary Johnson,Dwight Evans,James Jones,1
Hillary Clinton,31,0,0,0,0,243,0,1
Donald J Trump,,4,0,0,0,0,2,1
Jill Stein,,,0,0,0,2,1,1
Darrell L Castle,,,,0,0,1,0,1
Gary Johnson,,,,,0,0,0,1
Dwight Evans,,,,,,2,0,1
James Jones,,,,,,,0,1
Total,274,6,3,1,0,248,3,1
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,2
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Dwight Evans,James Jones,2
Hillary Clinton,61,0,0,0,0,289,7,2
Donald J Trump,,10,0,0,0,1,21,2
Gary Johnson,,,3,0,0,1,2,2
Jill Stein,,,,1,0,2,0,2
Darrell L Castle,,,,,0,0,0,2
Dwight Evans,,,,,,9,0,2
James Jones,,,,,,,2,2
Total,357,32,6,3,0,302,32,2
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,3
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Dwight Evans,James Jones,3
Hillary Clinton,21,0,0,0,0,76,5,3
Donald J Trump,,7,0,0,0,0,11,3
Gary Johnson,,,0,0,0,1,2,3
Jill Stein,,,,2,0,0,0,3
Darrell L Castle,,,,,0,0,0,3
Dwight Evans,,,,,,0,0,3
James Jones,,,,,,,0,3
Total,102,18,3,2,0,77,18,3
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,4
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Dwight Evans,James Jones,4
Hillary Clinton,47,0,0,0,0,168,0,4
Donald J Trump,,3,0,0,0,1,7,4
Gary Johnson,,,0,0,0,1,0,4
Jill Stein,,,,0,0,0,1,4
Darrell L Castle,,,,,0,0,0,4
Dwight Evans,,,,,,6,0,4
James Jones,,,,,,,1,4
Total,215,11,1,1,0,176,9,4
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,5
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,5
Hillary Clinton,89,0,0,0,0,354,16,5
Donald J Trump,,17,0,0,0,7,114,5
Jill Stein,,,4,0,0,4,1,5
Gary Johnson,,,,2,0,3,3,5
Darrell L Castle,,,,,1,0,0,5
Dwight Evans,,,,,,13,0,5
James Jones,,,,,,,0,5
Total,459,138,9,8,1,381,134,5
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,6
,Hillary Clinton,Donald J Trump,Darrell L Castle,Gary Johnson,Jill Stein,Dwight Evans,James Jones,6
Hillary Clinton,58,0,0,0,0,307,1,6
Donald J Trump,,2,0,0,0,0,11,6
Darrell L Castle,,,0,0,0,1,0,6
Gary Johnson,,,,0,0,1,0,6
Jill Stein,,,,,0,0,0,6
Dwight Evans,,,,,,4,0,6
James Jones,,,,,,,1,6
Total,366,13,1,1,0,313,13,6
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,7
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,7
Hillary Clinton,71,0,0,0,0,300,6,7
Donald J Trump,,4,0,0,0,3,24,7
Jill Stein,,,3,0,0,0,0,7
Gary Johnson,,,,0,0,0,1,7
Darrell L Castle,,,,,0,0,0,7
Dwight Evans,,,,,,13,0,7
James Jones,,,,,,,2,7
Total,377,31,3,1,0,316,33,7
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,8
,Hillary Clinton,Donald J Trump,Jill Stein,Darrell L Castle,Gary Johnson,Dwight Evans,James Jones,8
Hillary Clinton,56,0,0,0,0,343,1,8
Donald J Trump,,6,0,0,0,3,17,8
Jill Stein,,,2,0,0,3,0,8
Darrell L Castle,,,,0,0,0,0,8
Gary Johnson,,,,,0,0,0,8
Dwight Evans,,,,,,11,0,8
James Jones,,,,,,,2,8
Total,400,26,5,0,0,360,20,8
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,9
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Dwight Evans,James Jones,9
Hillary Clinton,80,0,0,0,0,365,5,9
Donald J Trump,,1,0,0,0,2,17,9
Gary Johnson,,,1,0,0,0,3,9
Jill Stein,,,,1,0,2,0,9
Darrell L Castle,,,,,0,0,0,9
Dwight Evans,,,,,,11,0,9
James Jones,,,,,,,1,9
Total,450,20,4,3,0,380,26,9
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,10
,Hillary Clinton,Donald J Trump,Gary Johnson,Darrell L Castle,Jill Stein,Dwight Evans,James Jones,10
Hillary Clinton,38,0,0,0,0,316,2,10
Donald J Trump,,4,0,0,0,4,14,10
Gary Johnson,,,1,0,0,1,2,10
Darrell L Castle,,,,0,0,0,0,10
Jill Stein,,,,,0,0,0,10
Dwight Evans,,,,,,8,0,10
James Jones,,,,,,,0,10
Total,356,22,4,0,0,329,18,10
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,11
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,11
Hillary Clinton,73,0,0,0,0,334,3,11
Donald J Trump,,4,0,0,0,1,19,11
Jill Stein,,,3,0,0,3,0,11
Gary Johnson,,,,1,0,2,2,11
Darrell L Castle,,,,,0,0,0,11
Dwight Evans,,,,,,9,0,11
James Jones,,,,,,,0,11
Total,410,24,6,5,0,349,24,11
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,12
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,12
Hillary Clinton,73,0,0,0,0,384,3,12
Donald J Trump,,4,0,0,0,1,39,12
Jill Stein,,,3,0,0,2,0,12
Gary Johnson,,,,1,0,3,0,12
Darrell L Castle,,,,,1,0,0,12
Dwight Evans,,,,,,5,0,12
James Jones,,,,,,,1,12
Total,460,44,5,4,1,395,43,12
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,13
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Dwight Evans,James Jones,13
Hillary Clinton,79,0,0,0,0,387,6,13
Donald J Trump,,5,0,0,0,3,7,13
Jill Stein,,,3,0,0,4,0,13
Gary Johnson,,,,0,0,0,2,13
Darrell L Castle,,,,,1,0,0,13
Dwight Evans,,,,,,10,0,13
James Jones,,,,,,,1,13
Total,472,15,7,2,1,404,16,13
,President And Vice President Of The United States,,,,,Special Election Representative In Congress 2nd District,,14
