col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 1st District,Attorney General,,All
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,All
Lawrence M Farnese Jr,38,"4,549",631,All
Josh Shapiro,,203,0,All
John Rafferty,,,"1,116",All
Total,"5,218","4,752","1,747",All
,Senator In The General Assembly 1st District,Attorney General,,1
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,1
Lawrence M Farnese Jr,2,168,58,1
Josh Shapiro,,14,0,1
John Rafferty,,,51,1
Total,228,182,109,1
,Senator In The General Assembly 1st District,Attorney General,,2
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,2
Lawrence M Farnese Jr,1,209,14,2
Josh Shapiro,,2,0,2
John Rafferty,,,32,2
Total,224,211,46,2
,Senator In The General Assembly 1st District,Attorney General,,3
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,3
Lawrence M Farnese Jr,2,206,47,3
Josh Shapiro,,29,0,3
John Rafferty,,,84,3
Total,255,235,131,3
,Senator In The General Assembly 1st District,Attorney General,,4
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,4
Lawrence M Farnese Jr,0,181,29,4
Josh Shapiro,,14,0,4
John Rafferty,,,95,4
Total,210,195,124,4
,Senator In The General Assembly 1st District,Attorney General,,5
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,5
Lawrence M Farnese Jr,1,166,57,5
Josh Shapiro,,18,0,5
John Rafferty,,,100,5
Total,224,184,157,5
,Senator In The General Assembly 1st District,Attorney General,,6
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,6
Lawrence M Farnese Jr,3,152,41,6
Josh Shapiro,,8,0,6
John Rafferty,,,68,6
Total,196,160,109,6
,Senator In The General Assembly 1st District,Attorney General,,7
,Lawrence M Farnese Jr,John Rafferty,Josh Shapiro,7
Lawrence M Farnese Jr,4,50,149,7
John Rafferty,,119,0,7
Josh Shapiro,,,9,7
Total,203,169,158,7
,Senator In The General Assembly 1st District,Attorney General,,8
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,8
Lawrence M Farnese Jr,5,189,39,8
Josh Shapiro,,5,0,8
John Rafferty,,,66,8
Total,233,194,105,8
,Senator In The General Assembly 1st District,Attorney General,,9
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,9
Lawrence M Farnese Jr,3,203,11,9
Josh Shapiro,,0,0,9
John Rafferty,,,19,9
Total,217,203,30,9
,Senator In The General Assembly 1st District,Attorney General,,10
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,10
Lawrence M Farnese Jr,3,130,33,10
Josh Shapiro,,9,0,10
John Rafferty,,,70,10
Total,166,139,103,10
,Senator In The General Assembly 1st District,Attorney General,,11
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,11
Lawrence M Farnese Jr,0,196,25,11
Josh Shapiro,,14,0,11
John Rafferty,,,54,11
Total,221,210,79,11
,Senator In The General Assembly 1st District,Attorney General,,12
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,12
Lawrence M Farnese Jr,3,160,43,12
Josh Shapiro,,13,0,12
John Rafferty,,,78,12
Total,206,173,121,12
,Senator In The General Assembly 1st District,Attorney General,,13
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,13
Lawrence M Farnese Jr,0,242,7,13
Josh Shapiro,,0,0,13
John Rafferty,,,11,13
Total,249,242,18,13
,Senator In The General Assembly 1st District,Attorney General,,14
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,14
Lawrence M Farnese Jr,0,162,14,14
Josh Shapiro,,3,0,14
John Rafferty,,,16,14
Total,176,165,30,14
,Senator In The General Assembly 1st District,Attorney General,,15
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,15
Lawrence M Farnese Jr,1,215,13,15
Josh Shapiro,,7,0,15
John Rafferty,,,25,15
Total,229,222,38,15
,Attorney General,,Senator In The General Assembly 1st District,16
,Josh Shapiro,John Rafferty,Lawrence M Farnese Jr,16
Josh Shapiro,4,0,166,16
John Rafferty,,13,3,16
Lawrence M Farnese Jr,,,1,16
Total,170,16,170,16
,Senator In The General Assembly 1st District,Attorney General,,17
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,17
Lawrence M Farnese Jr,2,197,8,17
Josh Shapiro,,8,0,17
John Rafferty,,,7,17
Total,207,205,15,17
,Senator In The General Assembly 1st District,Attorney General,,18
,Lawrence M Farnese Jr,Josh Shapiro,John Rafferty,18
Lawrence M Farnese Jr,1,226,13,18
Josh Shapiro,,2,0,18
John Rafferty,,,22,18
Total,240,228,35,18
,Senator In The General Assembly 1st District,Attorney General,,19
