col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Attorney General,,State Treasurer,,,,All
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Josh Shapiro,205,0,"15,077",440,419,106,All
John Rafferty,,52,387,"2,832",41,110,All
Joe Torsella,,,68,0,0,0,All
Otto Voit,,,,14,0,0,All
Kristin Combs,,,,,27,0,All
James Babb,,,,,,28,All
Total,"16,247","3,422","15,532","3,286",487,244,All
,Attorney General,,State Treasurer,,,,1
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,1
Josh Shapiro,11,0,703,21,15,2,1
John Rafferty,,3,20,180,3,8,1
Joe Torsella,,,4,0,0,0,1
Otto Voit,,,,0,0,0,1
Kristin Combs,,,,,0,0,1
James Babb,,,,,,0,1
Total,752,214,727,201,18,10,1
,Attorney General,,State Treasurer,,,,2
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,James Babb,Kristin Combs,2
Josh Shapiro,5,0,390,26,6,10,2
John Rafferty,,3,18,105,3,0,2
Joe Torsella,,,1,0,0,0,2
Otto Voit,,,,2,0,0,2
James Babb,,,,,1,0,2
Kristin Combs,,,,,,0,2
Total,437,129,409,133,10,10,2
,Attorney General,,State Treasurer,,,,3
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,3
Josh Shapiro,9,0,373,7,5,2,3
John Rafferty,,1,9,80,0,1,3
Joe Torsella,,,3,0,0,0,3
Otto Voit,,,,0,0,0,3
Kristin Combs,,,,,0,0,3
James Babb,,,,,,0,3
Total,396,91,385,87,5,3,3
,Attorney General,,State Treasurer,,,,4
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,4
Josh Shapiro,9,0,577,11,15,2,4
John Rafferty,,1,11,87,0,5,4
Joe Torsella,,,1,0,0,0,4
Otto Voit,,,,0,0,0,4
Kristin Combs,,,,,0,0,4
James Babb,,,,,,2,4
Total,614,104,589,98,15,9,4
,Attorney General,,State Treasurer,,,,5
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,5
Josh Shapiro,8,0,464,8,19,6,5
John Rafferty,,2,15,85,1,2,5
Joe Torsella,,,6,0,0,0,5
Otto Voit,,,,1,0,0,5
Kristin Combs,,,,,2,0,5
James Babb,,,,,,1,5
Total,505,105,485,94,22,9,5
,Attorney General,,State Treasurer,,,,6
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
Josh Shapiro,5,0,568,12,13,2,6
John Rafferty,,1,6,91,2,3,6
Joe Torsella,,,4,0,0,0,6
Otto Voit,,,,0,0,0,6
Kristin Combs,,,,,0,0,6
James Babb,,,,,,0,6
Total,600,103,578,103,15,5,6
,Attorney General,,State Treasurer,,,,7
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
Josh Shapiro,4,0,458,16,17,4,7
John Rafferty,,0,4,59,0,2,7
Joe Torsella,,,1,0,0,0,7
Otto Voit,,,,0,0,0,7
Kristin Combs,,,,,1,0,7
James Babb,,,,,,1,7
Total,499,65,463,75,18,7,7
,Attorney General,,State Treasurer,,,,8
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,8
Josh Shapiro,11,0,571,9,10,2,8
John Rafferty,,2,16,79,1,4,8
Joe Torsella,,,4,0,0,0,8
Otto Voit,,,,1,0,0,8
Kristin Combs,,,,,0,0,8
James Babb,,,,,,1,8
Total,603,102,591,89,11,7,8
,Attorney General,,State Treasurer,,,,9
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
Josh Shapiro,8,0,753,17,19,9,9
John Rafferty,,2,19,94,5,6,9
Joe Torsella,,,1,0,0,0,9
Otto Voit,,,,0,0,0,9
Kristin Combs,,,,,3,0,9
James Babb,,,,,,1,9
Total,806,126,773,111,27,16,9
,Attorney General,,State Treasurer,,,,10
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,10
Josh Shapiro,6,0,211,14,4,0,10
John Rafferty,,4,14,89,1,1,10
Joe Torsella,,,2,0,0,0,10
Otto Voit,,,,1,0,0,10
Kristin Combs,,,,,0,0,10
James Babb,,,,,,1,10
Total,235,109,227,104,5,2,10
