col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President And Vice President Of The United States,,,,,Auditor General,,,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Hillary Clinton,"32,916",0,0,0,0,"511,022","14,296","6,501","1,690",All
Donald J Trump,,"10,907",0,0,0,"11,932","81,367","1,431",802,All
Gary Johnson,,,547,0,0,"1,550","2,500",345,"1,916",All
Jill Stein,,,,440,0,"2,163",529,"3,264",122,All
Darrell L Castle,,,,,189,289,424,88,54,All
Eugene A Depasquale,,,,,,"5,121",0,0,0,All
John Brown,,,,,,,"2,277",0,0,All
John J Sweeney,,,,,,,,279,0,All
Roy A Minet,,,,,,,,,110,All
Total,"566,425","106,439","6,858","6,518","1,044","532,077","101,393","11,908","4,694",All
