col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,All
,Morgan Cephas,Dwight Evans,James Jones,All
Morgan Cephas,"1,299","5,262",143,All
Dwight Evans,,178,0,All
James Jones,,,151,All
Total,"6,704","5,440",294,All
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,5
,Morgan Cephas,Dwight Evans,James Jones,5
Morgan Cephas,85,367,60,5
Dwight Evans,,14,0,5
James Jones,,,74,5
Total,512,381,134,5
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,14
,Morgan Cephas,Dwight Evans,James Jones,14
Morgan Cephas,68,300,21,14
Dwight Evans,,7,0,14
James Jones,,,16,14
Total,389,307,37,14
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,15
,Morgan Cephas,Dwight Evans,James Jones,15
Morgan Cephas,97,370,11,15
Dwight Evans,,12,0,15
James Jones,,,8,15
Total,478,382,19,15
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,16
,Morgan Cephas,Dwight Evans,James Jones,16
Morgan Cephas,94,449,11,16
Dwight Evans,,23,0,16
James Jones,,,11,16
Total,554,472,22,16
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,17
,Morgan Cephas,Dwight Evans,James Jones,17
Morgan Cephas,79,378,8,17
Dwight Evans,,10,0,17
James Jones,,,4,17
Total,465,388,12,17
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,18
,Morgan Cephas,Dwight Evans,James Jones,18
Morgan Cephas,60,358,3,18
Dwight Evans,,17,0,18
James Jones,,,3,18
Total,421,375,6,18
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,19
,Morgan Cephas,Dwight Evans,James Jones,19
Morgan Cephas,79,356,5,19
Dwight Evans,,8,0,19
James Jones,,,7,19
Total,440,364,12,19
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,20
,Morgan Cephas,Dwight Evans,James Jones,20
Morgan Cephas,80,284,9,20
Dwight Evans,,12,0,20
James Jones,,,12,20
Total,373,296,21,20
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,22
,Morgan Cephas,Dwight Evans,James Jones,22
Morgan Cephas,77,380,1,22
Dwight Evans,,11,0,22
James Jones,,,0,22
Total,458,391,1,22
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,23
,Morgan Cephas,Dwight Evans,James Jones,23
Morgan Cephas,80,362,1,23
Dwight Evans,,12,0,23
James Jones,,,4,23
Total,443,374,5,23
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,24
,Morgan Cephas,Dwight Evans,James Jones,24
Morgan Cephas,103,544,5,24
Dwight Evans,,11,0,24
James Jones,,,4,24
Total,652,555,9,24
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,25
,Morgan Cephas,Dwight Evans,James Jones,25
Morgan Cephas,186,343,2,25
Dwight Evans,,10,0,25
James Jones,,,4,25
Total,531,353,6,25
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,26
,Morgan Cephas,Dwight Evans,James Jones,26
Morgan Cephas,93,415,4,26
Dwight Evans,,14,0,26
James Jones,,,2,26
Total,512,429,6,26
,Representative In The General Assembly 192nd District,Special Election Representative In Congress 2nd District,,27
,Morgan Cephas,Dwight Evans,James Jones,27
Morgan Cephas,118,356,2,27
Dwight Evans,,17,0,27
James Jones,,,2,27
Total,476,373,4,27
