col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 3rd District,Attorney General,,All
,Sharif Street,Josh Shapiro,John Rafferty,All
Sharif Street,121,"8,309",269,All
Josh Shapiro,,147,0,All
John Rafferty,,,111,All
Total,"8,699","8,456",380,All
,Senator In The General Assembly 3rd District,Attorney General,,1
,Sharif Street,Josh Shapiro,John Rafferty,1
Sharif Street,5,143,2,1
Josh Shapiro,,1,0,1
John Rafferty,,,0,1
Total,150,144,2,1
,Senator In The General Assembly 3rd District,Attorney General,,2
,Sharif Street,Josh Shapiro,John Rafferty,2
Sharif Street,2,301,3,2
Josh Shapiro,,1,0,2
John Rafferty,,,0,2
Total,306,302,3,2
,Senator In The General Assembly 3rd District,Attorney General,,3
,Sharif Street,Josh Shapiro,John Rafferty,3
Sharif Street,4,240,3,3
Josh Shapiro,,2,0,3
John Rafferty,,,1,3
Total,247,242,4,3
,Senator In The General Assembly 3rd District,Attorney General,,4
,Sharif Street,Josh Shapiro,John Rafferty,4
Sharif Street,6,246,2,4
Josh Shapiro,,1,0,4
John Rafferty,,,1,4
Total,254,247,3,4
,Senator In The General Assembly 3rd District,Attorney General,,5
,Sharif Street,Josh Shapiro,John Rafferty,5
Sharif Street,2,175,32,5
Josh Shapiro,,3,0,5
John Rafferty,,,9,5
Total,209,178,41,5
,Senator In The General Assembly 3rd District,Attorney General,,6
,Sharif Street,Josh Shapiro,John Rafferty,6
Sharif Street,3,246,15,6
Josh Shapiro,,3,0,6
John Rafferty,,,10,6
Total,264,249,25,6
,Senator In The General Assembly 3rd District,Attorney General,,7
,Sharif Street,Josh Shapiro,John Rafferty,7
Sharif Street,5,485,78,7
Josh Shapiro,,9,0,7
John Rafferty,,,24,7
Total,568,494,102,7
,Senator In The General Assembly 3rd District,Attorney General,,8
,Sharif Street,Josh Shapiro,John Rafferty,8
Sharif Street,3,288,36,8
Josh Shapiro,,8,0,8
John Rafferty,,,13,8
Total,327,296,49,8
,Senator In The General Assembly 3rd District,Attorney General,,9
,Sharif Street,Josh Shapiro,John Rafferty,9
Sharif Street,4,368,28,9
Josh Shapiro,,11,0,9
