col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 173rd District,United States Senator,,,All
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,All
Mike Driscoll,35,"1,335",348,38,All
Katie Mcginty,,79,0,0,All
Pat Toomey,,,337,0,All
Edward T Clifford Iii,,,,12,All
Total,"1,756","1,414",685,50,All
,Representative In The General Assembly 173rd District,United States Senator,,,4
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,4
Mike Driscoll,5,230,70,7,4
Katie Mcginty,,19,0,0,4
Pat Toomey,,,70,0,4
Edward T Clifford Iii,,,,4,4
Total,312,249,140,11,4
,Representative In The General Assembly 173rd District,United States Senator,,,5
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,5
Mike Driscoll,11,394,86,10,5
Katie Mcginty,,15,0,0,5
Pat Toomey,,,75,0,5
Edward T Clifford Iii,,,,2,5
Total,501,409,161,12,5
,Representative In The General Assembly 173rd District,United States Senator,,,7
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,7
Mike Driscoll,9,283,70,7,7
Katie Mcginty,,16,0,0,7
Pat Toomey,,,77,0,7
Edward T Clifford Iii,,,,3,7
Total,369,299,147,10,7
,Representative In The General Assembly 173rd District,United States Senator,,,26
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,26
Mike Driscoll,5,256,69,10,26
Katie Mcginty,,18,0,0,26
Pat Toomey,,,47,0,26
Edward T Clifford Iii,,,,1,26
Total,340,274,116,11,26
,Representative In The General Assembly 173rd District,United States Senator,,,28
,Mike Driscoll,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,28
Mike Driscoll,5,172,53,4,28
Katie Mcginty,,11,0,0,28
Pat Toomey,,,68,0,28
Edward T Clifford Iii,,,,2,28
Total,234,183,121,6,28
