col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District,,Attorney General,,All
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,All
Dwight Evans,72,0,"5,071",25,All
James A Jones,,2,17,35,All
Josh Shapiro,,,42,0,All
John Rafferty,,,,2,All
Total,"5,168",54,"5,130",62,All
,Representative In Congress 2nd District,,Attorney General,,1
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,1
Dwight Evans,7,0,235,1,1
James A Jones,,0,0,1,1
Josh Shapiro,,,1,0,1
John Rafferty,,,,0,1
Total,243,1,236,2,1
,Representative In Congress 2nd District,,Attorney General,,2
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,2
Dwight Evans,4,0,252,1,2
James A Jones,,0,1,1,2
Josh Shapiro,,,0,0,2
John Rafferty,,,,0,2
Total,257,2,253,2,2
,Representative In Congress 2nd District,,Attorney General,,3
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,3
Dwight Evans,2,0,301,0,3
James A Jones,,0,0,1,3
Josh Shapiro,,,2,0,3
John Rafferty,,,,1,3
Total,303,1,303,2,3
,Representative In Congress 2nd District,,Attorney General,,4
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,4
Dwight Evans,5,0,272,3,4
James A Jones,,0,1,3,4
Josh Shapiro,,,1,0,4
John Rafferty,,,,0,4
Total,280,4,274,6,4
,Attorney General,,Representative In Congress 2nd District,,5
,Josh Shapiro,John Rafferty,Dwight Evans,James A Jones,5
Josh Shapiro,4,0,340,4,5
John Rafferty,,0,1,2,5
Dwight Evans,,,3,0,5
James A Jones,,,,0,5
Total,348,3,344,6,5
,Representative In Congress 2nd District,,Attorney General,,6
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,6
Dwight Evans,7,0,330,1,6
James A Jones,,0,2,2,6
Josh Shapiro,,,2,0,6
John Rafferty,,,,0,6
Total,338,4,334,3,6
,Representative In Congress 2nd District,,Attorney General,,7
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,7
Dwight Evans,3,0,220,2,7
James A Jones,,1,2,1,7
Josh Shapiro,,,3,0,7
John Rafferty,,,,0,7
Total,225,4,225,3,7
,Representative In Congress 2nd District,,Attorney General,,8
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,8
Dwight Evans,7,0,392,0,8
James A Jones,,1,1,5,8
Josh Shapiro,,,3,0,8
John Rafferty,,,,0,8
Total,399,7,396,5,8
,Attorney General,,Representative In Congress 2nd District,,9
,Josh Shapiro,John Rafferty,Dwight Evans,James A Jones,9
Josh Shapiro,7,0,376,2,9
John Rafferty,,0,1,3,9
Dwight Evans,,,5,0,9
James A Jones,,,,0,9
Total,385,4,382,5,9
,Representative In Congress 2nd District,,Attorney General,,10
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,10
Dwight Evans,5,0,279,3,10
James A Jones,,0,0,2,10
Josh Shapiro,,,0,0,10
John Rafferty,,,,0,10
Total,287,2,279,5,10
,Representative In Congress 2nd District,,Attorney General,,11
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,11
Dwight Evans,3,0,223,1,11
James A Jones,,0,0,0,11
Josh Shapiro,,,3,0,11
John Rafferty,,,,0,11
Total,227,0,226,1,11
,Attorney General,,Representative In Congress 2nd District,,12
,Josh Shapiro,John Rafferty,Dwight Evans,James A Jones,12
Josh Shapiro,3,0,285,0,12
John Rafferty,,0,1,2,12
Dwight Evans,,,1,0,12
James A Jones,,,,0,12
Total,288,3,287,2,12
,Attorney General,,Representative In Congress 2nd District,,13
,Josh Shapiro,John Rafferty,Dwight Evans,James A Jones,13
Josh Shapiro,5,0,303,0,13
John Rafferty,,1,0,2,13
Dwight Evans,,,2,0,13
James A Jones,,,,0,13
Total,308,3,305,2,13
,Representative In Congress 2nd District,,Attorney General,,14
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,14
Dwight Evans,6,0,256,2,14
James A Jones,,0,0,1,14
Josh Shapiro,,,0,0,14
John Rafferty,,,,0,14
Total,264,1,256,3,14
,Representative In Congress 2nd District,,Attorney General,,15
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,15
Dwight Evans,3,0,275,0,15
James A Jones,,0,0,1,15
Josh Shapiro,,,1,0,15
John Rafferty,,,,0,15
Total,278,1,276,1,15
,Representative In Congress 2nd District,,Attorney General,,16
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,16
Dwight Evans,3,0,227,3,16
James A Jones,,0,1,3,16
Josh Shapiro,,,0,0,16
John Rafferty,,,,0,16
Total,233,4,228,6,16
,Representative In Congress 2nd District,,Attorney General,,17
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,17
Dwight Evans,2,0,225,2,17
James A Jones,,0,1,4,17
Josh Shapiro,,,2,0,17
John Rafferty,,,,0,17
Total,229,5,228,6,17
,Representative In Congress 2nd District,,Attorney General,,18
,Dwight Evans,James A Jones,Josh Shapiro,John Rafferty,18
Dwight Evans,4,0,280,3,18
James A Jones,,0,2,1,18
Josh Shapiro,,,5,0,18
John Rafferty,,,,0,18
Total,287,3,287,4,18
