col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 203rd District,State Treasurer,,,,All
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Isabella Fitzgerald,121,"9,094",174,91,30,All
Joe Torsella,,132,0,0,0,All
Otto Voit,,,340,0,0,All
Kristin Combs,,,,24,0,All
James Babb,,,,,19,All
Total,"9,510","9,226",514,115,49,All
,Representative In The General Assembly 203rd District,State Treasurer,,,,4
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,4
Isabella Fitzgerald,1,315,9,5,0,4
Joe Torsella,,7,0,0,0,4
Otto Voit,,,13,0,0,4
Kristin Combs,,,,1,0,4
James Babb,,,,,1,4
Total,330,322,22,6,1,4
,Representative In The General Assembly 203rd District,State Treasurer,,,,5
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,5
Isabella Fitzgerald,5,322,10,1,0,5
Joe Torsella,,4,0,0,0,5
Otto Voit,,,33,0,0,5
Kristin Combs,,,,0,0,5
James Babb,,,,,0,5
Total,338,326,43,1,0,5
,Representative In The General Assembly 203rd District,State Treasurer,,,,6
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
Isabella Fitzgerald,11,625,9,11,4,6
Joe Torsella,,10,0,0,0,6
Otto Voit,,,25,0,0,6
Kristin Combs,,,,2,0,6
James Babb,,,,,0,6
Total,660,635,34,13,4,6
,Representative In The General Assembly 203rd District,State Treasurer,,,,8
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,8
Isabella Fitzgerald,4,378,7,1,1,8
Joe Torsella,,2,0,0,0,8
Otto Voit,,,19,0,0,8
Kristin Combs,,,,2,0,8
James Babb,,,,,1,8
Total,391,380,26,3,2,8
,Representative In The General Assembly 203rd District,State Treasurer,,,,9
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
Isabella Fitzgerald,6,409,9,6,1,9
Joe Torsella,,2,0,0,0,9
Otto Voit,,,14,0,0,9
Kristin Combs,,,,0,0,9
James Babb,,,,,1,9
Total,431,411,23,6,2,9
,Representative In The General Assembly 203rd District,State Treasurer,,,,10
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,10
Isabella Fitzgerald,5,435,12,7,2,10
Joe Torsella,,2,0,0,0,10
Otto Voit,,,24,0,0,10
Kristin Combs,,,,0,0,10
James Babb,,,,,2,10
Total,461,437,36,7,4,10
,Representative In The General Assembly 203rd District,State Treasurer,,,,11
,Isabella Fitzgerald,Joe Torsella,Otto Voit,Kristin Combs,James Babb,11
Isabella Fitzgerald,6,353,7,1,1,11
Joe Torsella,,5,0,0,0,11
Otto Voit,,,7,0,0,11
Kristin Combs,,,,1,0,11
James Babb,,,,,0,11
Total,368,358,14,2,1,11
,Representative In The General Assembly 203rd District,State Treasurer,,,,12
