col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,All
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,All
Robert A Brady,90,0,"2,714",832,All
Deborah Williams,,32,87,"1,592",All
Joe Hohenstein,,,48,0,All
John J Taylor,,,,180,All
Total,"3,636","1,711","2,849","2,604",All
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,1
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,1
Robert A Brady,3,0,196,55,1
Deborah Williams,,1,2,85,1
Joe Hohenstein,,,1,0,1
John J Taylor,,,,11,1
Total,254,88,199,151,1
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,2
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,2
Robert A Brady,11,0,296,65,2
Deborah Williams,,0,7,65,2
Joe Hohenstein,,,3,0,2
John J Taylor,,,,14,2
Total,372,72,306,144,2
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,3
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,3
Robert A Brady,6,0,220,37,3
Deborah Williams,,0,6,97,3
Joe Hohenstein,,,1,0,3
John J Taylor,,,,12,3
Total,263,103,227,146,3
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,6
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,6
Robert A Brady,6,0,215,23,6
Deborah Williams,,0,5,96,6
Joe Hohenstein,,,5,0,6
John J Taylor,,,,8,6
Total,244,101,225,127,6
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,8
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,8
Robert A Brady,5,0,171,49,8
Deborah Williams,,2,5,107,8
Joe Hohenstein,,,3,0,8
John J Taylor,,,,6,8
Total,225,114,179,162,8
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,11
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,11
Robert A Brady,4,0,74,146,11
Deborah Williams,,1,100,7,11
John J Taylor,,,11,0,11
Joe Hohenstein,,,,5,11
Total,224,108,185,158,11
,Representative In The General Assembly 177th District,,Representative In Congress 1st District,,12
,John J Taylor,Joe Hohenstein,Robert A Brady,Deborah Williams,12
John J Taylor,15,0,54,139,12
Joe Hohenstein,,2,136,3,12
Robert A Brady,,,3,0,12
Deborah Williams,,,,2,12
Total,208,141,193,144,12
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,18
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,18
Robert A Brady,5,0,54,140,18
Deborah Williams,,3,107,8,18
John J Taylor,,,10,0,18
Joe Hohenstein,,,,1,18
Total,199,118,171,149,18
,Representative In The General Assembly 177th District,,Representative In Congress 1st District,,19
,John J Taylor,Joe Hohenstein,Robert A Brady,Deborah Williams,19
John J Taylor,16,0,62,115,19
Joe Hohenstein,,5,106,6,19
Robert A Brady,,,5,0,19
Deborah Williams,,,,4,19
Total,193,117,173,125,19
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,20
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,20
Robert A Brady,8,0,68,147,20
Deborah Williams,,2,116,6,20
John J Taylor,,,8,0,20
Joe Hohenstein,,,,0,20
Total,223,124,192,153,20
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,21
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,21
Robert A Brady,6,0,71,159,21
Deborah Williams,,3,130,3,21
John J Taylor,,,15,0,21
Joe Hohenstein,,,,0,21
Total,236,136,216,162,21
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,22
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,22
Robert A Brady,5,0,53,131,22
Deborah Williams,,4,83,6,22
John J Taylor,,,12,0,22
Joe Hohenstein,,,,3,22
Total,189,93,148,140,22
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,23
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,23
Robert A Brady,4,0,40,121,23
Deborah Williams,,4,83,6,23
John J Taylor,,,15,0,23
Joe Hohenstein,,,,3,23
Total,165,93,138,130,23
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,25
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,25
Robert A Brady,7,0,228,41,25
Deborah Williams,,1,3,91,25
Joe Hohenstein,,,7,0,25
John J Taylor,,,,5,25
Total,276,95,238,137,25
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,27
,Robert A Brady,Deborah Williams,Joe Hohenstein,John J Taylor,27
Robert A Brady,5,0,126,28,27
Deborah Williams,,3,6,62,27
Joe Hohenstein,,,7,0,27
John J Taylor,,,,9,27
Total,159,71,139,99,27
,Representative In Congress 1st District,,Representative In The General Assembly 177th District,,29
,Robert A Brady,Deborah Williams,John J Taylor,Joe Hohenstein,29
Robert A Brady,7,0,58,176,29
Deborah Williams,,2,116,8,29
John J Taylor,,,13,0,29
Joe Hohenstein,,,,2,29
Total,241,126,187,186,29
