col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,All
,Sharif Street,Dwight Evans,James Jones,All
Sharif Street,"1,425","7,387",57,All
Dwight Evans,,277,0,All
James Jones,,,85,All
Total,"8,869","7,664",142,All
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,1
,Sharif Street,Dwight Evans,James Jones,1
Sharif Street,74,317,4,1
Dwight Evans,,14,0,1
James Jones,,,1,1
Total,395,331,5,1
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,2
,Sharif Street,Dwight Evans,James Jones,2
Sharif Street,58,245,2,2
Dwight Evans,,7,0,2
James Jones,,,3,2
Total,305,252,5,2
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,3
,Sharif Street,Dwight Evans,James Jones,3
Sharif Street,45,266,2,3
Dwight Evans,,9,0,3
James Jones,,,5,3
Total,313,275,7,3
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,4
,Sharif Street,Dwight Evans,James Jones,4
Sharif Street,65,340,5,4
Dwight Evans,,15,0,4
James Jones,,,10,4
Total,410,355,15,4
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,5
,Sharif Street,Dwight Evans,James Jones,5
Sharif Street,66,320,7,5
Dwight Evans,,12,0,5
James Jones,,,13,5
Total,393,332,20,5
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,6
,Sharif Street,Dwight Evans,James Jones,6
Sharif Street,64,329,1,6
Dwight Evans,,14,0,6
James Jones,,,2,6
Total,394,343,3,6
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,7
,Sharif Street,Dwight Evans,James Jones,7
Sharif Street,41,272,1,7
Dwight Evans,,6,0,7
James Jones,,,3,7
Total,314,278,4,7
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,8
,Sharif Street,Dwight Evans,James Jones,8
Sharif Street,45,272,0,8
Dwight Evans,,5,0,8
James Jones,,,0,8
Total,317,277,0,8
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,9
,Sharif Street,Dwight Evans,James Jones,9
Sharif Street,52,271,0,9
Dwight Evans,,6,0,9
James Jones,,,2,9
Total,323,277,2,9
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,10
,Sharif Street,Dwight Evans,James Jones,10
Sharif Street,48,242,0,10
Dwight Evans,,14,0,10
James Jones,,,3,10
Total,290,256,3,10
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,11
,Sharif Street,Dwight Evans,James Jones,11
Sharif Street,74,268,1,11
Dwight Evans,,12,0,11
James Jones,,,7,11
Total,343,280,8,11
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,12
,Sharif Street,Dwight Evans,James Jones,12
Sharif Street,61,263,5,12
Dwight Evans,,10,0,12
James Jones,,,1,12
Total,329,273,6,12
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,13
,Sharif Street,Dwight Evans,James Jones,13
Sharif Street,42,295,3,13
Dwight Evans,,11,0,13
James Jones,,,4,13
Total,340,306,7,13
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,14
,Sharif Street,Dwight Evans,James Jones,14
Sharif Street,40,363,1,14
Dwight Evans,,12,0,14
James Jones,,,2,14
Total,404,375,3,14
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,15
,Sharif Street,Dwight Evans,James Jones,15
Sharif Street,55,254,1,15
Dwight Evans,,9,0,15
James Jones,,,0,15
Total,310,263,1,15
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,16
,Sharif Street,Dwight Evans,James Jones,16
Sharif Street,64,265,3,16
Dwight Evans,,13,0,16
James Jones,,,2,16
Total,332,278,5,16
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,17
,Sharif Street,Dwight Evans,James Jones,17
Sharif Street,73,300,2,17
Dwight Evans,,17,0,17
James Jones,,,0,17
Total,375,317,2,17
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,18
,Sharif Street,Dwight Evans,James Jones,18
Sharif Street,48,391,1,18
Dwight Evans,,12,0,18
James Jones,,,5,18
Total,440,403,6,18
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,19
,Sharif Street,Dwight Evans,James Jones,19
Sharif Street,58,349,4,19
Dwight Evans,,16,0,19
James Jones,,,12,19
Total,411,365,16,19
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,20
,Sharif Street,Dwight Evans,James Jones,20
Sharif Street,90,467,3,20
Dwight Evans,,7,0,20
James Jones,,,1,20
Total,560,474,4,20
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,21
,Sharif Street,Dwight Evans,James Jones,21
Sharif Street,36,213,4,21
Dwight Evans,,12,0,21
James Jones,,,1,21
Total,253,225,5,21
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,22
,Sharif Street,Dwight Evans,James Jones,22
Sharif Street,79,413,2,22
Dwight Evans,,11,0,22
James Jones,,,5,22
Total,494,424,7,22
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,23
,Sharif Street,Dwight Evans,James Jones,23
Sharif Street,52,238,4,23
Dwight Evans,,12,0,23
James Jones,,,0,23
Total,294,250,4,23
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,24
,Sharif Street,Dwight Evans,James Jones,24
Sharif Street,51,192,1,24
Dwight Evans,,7,0,24
James Jones,,,2,24
Total,244,199,3,24
,Senator In The General Assembly 3rd District,Special Election Representative In Congress 2nd District,,25
,Sharif Street,Dwight Evans,James Jones,25
Sharif Street,44,242,0,25
Dwight Evans,,14,0,25
James Jones,,,1,25
Total,286,256,1,25
