col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,All
,Jordan A Harris,Dwight Evans,James Jones,All
Jordan A Harris,"1,900","9,181",271,All
Dwight Evans,,357,0,All
James Jones,,,381,All
Total,"11,352","9,538",652,All
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,1
,Jordan A Harris,Dwight Evans,James Jones,1
Jordan A Harris,75,258,9,1
Dwight Evans,,9,0,1
James Jones,,,4,1
Total,342,267,13,1
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,2
,Jordan A Harris,Dwight Evans,James Jones,2
Jordan A Harris,64,232,20,2
Dwight Evans,,14,0,2
James Jones,,,4,2
Total,316,246,24,2
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,3
,Jordan A Harris,Dwight Evans,James Jones,3
Jordan A Harris,28,277,9,3
Dwight Evans,,11,0,3
James Jones,,,5,3
Total,314,288,14,3
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,4
,Jordan A Harris,Dwight Evans,James Jones,4
Jordan A Harris,36,195,2,4
Dwight Evans,,5,0,4
James Jones,,,3,4
Total,233,200,5,4
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,5
,Jordan A Harris,Dwight Evans,James Jones,5
Jordan A Harris,44,295,10,5
Dwight Evans,,10,0,5
James Jones,,,10,5
Total,349,305,20,5
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,6
,Jordan A Harris,Dwight Evans,James Jones,6
Jordan A Harris,63,313,8,6
Dwight Evans,,12,0,6
James Jones,,,5,6
Total,384,325,13,6
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,7
,Jordan A Harris,Dwight Evans,James Jones,7
Jordan A Harris,54,263,15,7
Dwight Evans,,18,0,7
James Jones,,,9,7
Total,332,281,24,7
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,8
,Jordan A Harris,Dwight Evans,James Jones,8
Jordan A Harris,40,258,7,8
Dwight Evans,,11,0,8
James Jones,,,5,8
Total,305,269,12,8
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,9
,Jordan A Harris,Dwight Evans,James Jones,9
Jordan A Harris,51,287,5,9
Dwight Evans,,10,0,9
James Jones,,,4,9
Total,343,297,9,9
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,14
,Jordan A Harris,Dwight Evans,James Jones,14
Jordan A Harris,36,191,15,14
Dwight Evans,,8,0,14
James Jones,,,24,14
Total,242,199,39,14
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,16
,Jordan A Harris,Dwight Evans,James Jones,16
Jordan A Harris,43,284,2,16
Dwight Evans,,8,0,16
James Jones,,,4,16
Total,329,292,6,16
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,17
,Jordan A Harris,Dwight Evans,James Jones,17
Jordan A Harris,45,212,3,17
Dwight Evans,,5,0,17
James Jones,,,5,17
Total,260,217,8,17
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,18
,Jordan A Harris,Dwight Evans,James Jones,18
Jordan A Harris,57,218,1,18
Dwight Evans,,9,0,18
James Jones,,,4,18
Total,276,227,5,18
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,19
,Jordan A Harris,Dwight Evans,James Jones,19
Jordan A Harris,67,309,1,19
Dwight Evans,,5,0,19
James Jones,,,3,19
Total,377,314,4,19
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,20
,Jordan A Harris,Dwight Evans,James Jones,20
Jordan A Harris,26,249,8,20
Dwight Evans,,3,0,20
James Jones,,,5,20
Total,283,252,13,20
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,21
,Jordan A Harris,Dwight Evans,James Jones,21
Jordan A Harris,47,223,0,21
Dwight Evans,,14,0,21
James Jones,,,2,21
Total,270,237,2,21
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,22
,Jordan A Harris,Dwight Evans,James Jones,22
Jordan A Harris,36,228,2,22
Dwight Evans,,4,0,22
James Jones,,,1,22
Total,266,232,3,22
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,23
,Jordan A Harris,Dwight Evans,James Jones,23
Jordan A Harris,60,207,4,23
Dwight Evans,,12,0,23
James Jones,,,2,23
Total,271,219,6,23
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,24
,Jordan A Harris,Dwight Evans,James Jones,24
Jordan A Harris,42,204,4,24
Dwight Evans,,7,0,24
James Jones,,,12,24
Total,250,211,16,24
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,25
,Jordan A Harris,Dwight Evans,James Jones,25
Jordan A Harris,52,201,5,25
Dwight Evans,,10,0,25
James Jones,,,19,25
Total,258,211,24,25
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,26
,Jordan A Harris,Dwight Evans,James Jones,26
Jordan A Harris,33,195,8,26
Dwight Evans,,8,0,26
James Jones,,,13,26
Total,236,203,21,26
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,27
,Jordan A Harris,Dwight Evans,James Jones,27
Jordan A Harris,52,208,12,27
Dwight Evans,,8,0,27
James Jones,,,37,27
Total,272,216,49,27
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,28
,Jordan A Harris,Dwight Evans,James Jones,28
Jordan A Harris,69,277,1,28
Dwight Evans,,13,0,28
James Jones,,,8,28
Total,347,290,9,28
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,29
,Jordan A Harris,Dwight Evans,James Jones,29
Jordan A Harris,50,200,9,29
Dwight Evans,,5,0,29
James Jones,,,35,29
Total,259,205,44,29
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,30
,Jordan A Harris,Dwight Evans,James Jones,30
Jordan A Harris,52,161,3,30
Dwight Evans,,11,0,30
James Jones,,,11,30
Total,216,172,14,30
,Representative In The General Assembly 186th District,Special Election Representative In Congress 2nd District,,31
,Jordan A Harris,Dwight Evans,James Jones,31
Jordan A Harris,51,276,5,31
