col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 181st District,Attorney General,,All
,W Curtis Thomas,Josh Shapiro,John Rafferty,All
W Curtis Thomas,33,"2,941",141,All
Josh Shapiro,,53,0,All
John Rafferty,,,197,All
Total,"3,115","2,994",338,All
,Representative In The General Assembly 181st District,Attorney General,,1
,W Curtis Thomas,Josh Shapiro,John Rafferty,1
W Curtis Thomas,8,743,54,1
Josh Shapiro,,17,0,1
John Rafferty,,,71,1
Total,805,760,125,1
,Representative In The General Assembly 181st District,Attorney General,,3
,W Curtis Thomas,Josh Shapiro,John Rafferty,3
W Curtis Thomas,1,220,3,3
Josh Shapiro,,0,0,3
John Rafferty,,,5,3
Total,224,220,8,3
,Representative In The General Assembly 181st District,Attorney General,,8
,W Curtis Thomas,Josh Shapiro,John Rafferty,8
W Curtis Thomas,1,162,1,8
Josh Shapiro,,1,0,8
John Rafferty,,,8,8
Total,164,163,9,8
,Representative In The General Assembly 181st District,Attorney General,,9
,W Curtis Thomas,Josh Shapiro,John Rafferty,9
W Curtis Thomas,8,549,29,9
Josh Shapiro,,16,0,9
John Rafferty,,,39,9
Total,586,565,68,9
,Representative In The General Assembly 181st District,Attorney General,,13
,W Curtis Thomas,Josh Shapiro,John Rafferty,13
W Curtis Thomas,5,248,5,13
Josh Shapiro,,4,0,13
John Rafferty,,,10,13
Total,258,252,15,13
,Representative In The General Assembly 181st District,Attorney General,,14
,W Curtis Thomas,Josh Shapiro,John Rafferty,14
W Curtis Thomas,5,366,19,14
Josh Shapiro,,3,0,14
John Rafferty,,,21,14
Total,390,369,40,14
,Representative In The General Assembly 181st District,Attorney General,,15
,W Curtis Thomas,Josh Shapiro,John Rafferty,15
W Curtis Thomas,3,279,8,15
Josh Shapiro,,3,0,15
John Rafferty,,,6,15
Total,290,282,14,15
,Representative In The General Assembly 181st District,Attorney General,,16
,W Curtis Thomas,Josh Shapiro,John Rafferty,16
W Curtis Thomas,2,374,22,16
Josh Shapiro,,9,0,16
John Rafferty,,,37,16
Total,398,383,59,16
