col_1,col_2,division
,Representative In The General Assembly 180th District,All
,Angel Cruz,All
Angel Cruz,"6,528",All
Total,"6,528",All
,Representative In The General Assembly 180th District,1
,Angel Cruz,1
Angel Cruz,276,1
Total,276,1
,Representative In The General Assembly 180th District,2
,Angel Cruz,2
Angel Cruz,248,2
Total,248,2
,Representative In The General Assembly 180th District,3
,Angel Cruz,3
Angel Cruz,172,3
Total,172,3
,Representative In The General Assembly 180th District,4
,Angel Cruz,4
Angel Cruz,391,4
Total,391,4
,Representative In The General Assembly 180th District,5
,Angel Cruz,5
Angel Cruz,500,5
Total,500,5
,Representative In The General Assembly 180th District,6
,Angel Cruz,6
Angel Cruz,393,6
Total,393,6
,Representative In The General Assembly 180th District,7
,Angel Cruz,7
Angel Cruz,252,7
Total,252,7
,Representative In The General Assembly 180th District,8
,Angel Cruz,8
Angel Cruz,334,8
Total,334,8
,Representative In The General Assembly 180th District,9
,Angel Cruz,9
Angel Cruz,217,9
Total,217,9
,Representative In The General Assembly 180th District,10
,Angel Cruz,10
Angel Cruz,246,10
Total,246,10
,Representative In The General Assembly 180th District,11
,Angel Cruz,11
Angel Cruz,385,11
Total,385,11
,Representative In The General Assembly 180th District,12
,Angel Cruz,12
Angel Cruz,399,12
Total,399,12
,Representative In The General Assembly 180th District,13
,Angel Cruz,13
Angel Cruz,225,13
Total,225,13
,Representative In The General Assembly 180th District,14
,Angel Cruz,14
Angel Cruz,141,14
Total,141,14
,Representative In The General Assembly 180th District,15
,Angel Cruz,15
Angel Cruz,213,15
Total,213,15
,Representative In The General Assembly 180th District,16
,Angel Cruz,16
Angel Cruz,232,16
Total,232,16
,Representative In The General Assembly 180th District,17
,Angel Cruz,17
Angel Cruz,253,17
Total,253,17
,Representative In The General Assembly 180th District,18
,Angel Cruz,18
Angel Cruz,354,18
Total,354,18
,Representative In The General Assembly 180th District,19
,Angel Cruz,19
Angel Cruz,246,19
Total,246,19
,Representative In The General Assembly 180th District,20
,Angel Cruz,20
Angel Cruz,235,20
Total,235,20
,Representative In The General Assembly 180th District,21
,Angel Cruz,21
Angel Cruz,320,21
Total,320,21
,Representative In The General Assembly 180th District,22
,Angel Cruz,22
Angel Cruz,274,22
Total,274,22
,Representative In The General Assembly 180th District,23
,Angel Cruz,23
Angel Cruz,222,23
Total,222,23
