col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 181st District,Auditor General,,,,All
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
W Curtis Thomas,42,"2,819",135,91,28,All
Eugene A Depasquale,,25,0,0,0,All
John Brown,,,186,0,0,All
John J Sweeney,,,,23,0,All
Roy A Minet,,,,,14,All
Total,"3,115","2,844",321,114,42,All
,Representative In The General Assembly 181st District,Auditor General,,,,1
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,1
W Curtis Thomas,11,703,55,26,10,1
Eugene A Depasquale,,13,0,0,0,1
John Brown,,,66,0,0,1
John J Sweeney,,,,7,0,1
Roy A Minet,,,,,5,1
Total,805,716,121,33,15,1
,Representative In The General Assembly 181st District,Auditor General,,,,3
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,3
W Curtis Thomas,2,217,2,3,0,3
Eugene A Depasquale,,0,0,0,0,3
John Brown,,,5,0,0,3
John J Sweeney,,,,1,0,3
Roy A Minet,,,,,1,3
Total,224,217,7,4,1,3
,Representative In The General Assembly 181st District,Auditor General,,,,8
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,8
W Curtis Thomas,1,160,3,0,0,8
Eugene A Depasquale,,0,0,0,0,8
John Brown,,,7,0,0,8
John J Sweeney,,,,1,0,8
Roy A Minet,,,,,0,8
Total,164,160,10,1,0,8
,Representative In The General Assembly 181st District,Auditor General,,,,9
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,9
W Curtis Thomas,9,529,23,17,8,9
Eugene A Depasquale,,3,0,0,0,9
John Brown,,,39,0,0,9
John J Sweeney,,,,4,0,9
Roy A Minet,,,,,1,9
Total,586,532,62,21,9,9
,Representative In The General Assembly 181st District,Auditor General,,,,13
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,13
W Curtis Thomas,4,242,6,4,2,13
Eugene A Depasquale,,1,0,0,0,13
John Brown,,,11,0,0,13
John J Sweeney,,,,3,0,13
Roy A Minet,,,,,1,13
Total,258,243,17,7,3,13
,Representative In The General Assembly 181st District,Auditor General,,,,14
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,14
W Curtis Thomas,8,344,18,15,5,14
Eugene A Depasquale,,3,0,0,0,14
John Brown,,,19,0,0,14
John J Sweeney,,,,2,0,14
Roy A Minet,,,,,2,14
Total,390,347,37,17,7,14
,Representative In The General Assembly 181st District,Auditor General,,,,15
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,15
W Curtis Thomas,5,268,7,9,1,15
Eugene A Depasquale,,1,0,0,0,15
John Brown,,,6,0,0,15
John J Sweeney,,,,3,0,15
Roy A Minet,,,,,1,15
Total,290,269,13,12,2,15
,Representative In The General Assembly 181st District,Auditor General,,,,16
,W Curtis Thomas,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,16
W Curtis Thomas,2,356,21,17,2,16
Eugene A Depasquale,,4,0,0,0,16
John Brown,,,33,0,0,16
John J Sweeney,,,,2,0,16
Roy A Minet,,,,,3,16
Total,398,360,54,19,5,16
