col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,All
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,All
Joe Torsella,929,0,0,0,"4,800",77,All
Otto Voit,,115,0,0,75,358,All
Kristin Combs,,,51,0,130,9,All
James Babb,,,,30,31,25,All
Dwight Evans,,,,,146,0,All
James Jones,,,,,,9,All
Total,"5,806",548,190,86,"5,182",478,All
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,1
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,1
Joe Torsella,48,0,0,0,225,11,1
Otto Voit,,5,0,0,4,36,1
Kristin Combs,,,3,0,11,1,1
James Babb,,,,2,4,5,1
Dwight Evans,,,,,6,0,1
James Jones,,,,,,3,1
Total,284,45,15,11,250,56,1
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,2
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,2
Joe Torsella,55,0,0,0,244,4,2
Otto Voit,,5,0,0,5,17,2
Kristin Combs,,,3,0,12,0,2
James Babb,,,,1,1,0,2
Dwight Evans,,,,,4,0,2
James Jones,,,,,,0,2
Total,303,27,15,2,266,21,2
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,3
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,3
Joe Torsella,58,0,0,0,314,3,3
Otto Voit,,2,0,0,0,9,3
Kristin Combs,,,1,0,5,0,3
James Babb,,,,1,2,1,3
Dwight Evans,,,,,12,0,3
James Jones,,,,,,0,3
Total,375,11,6,4,333,13,3
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,4
,Joe Torsella,Kristin Combs,Otto Voit,James Babb,Dwight Evans,James Jones,4
Joe Torsella,28,0,0,0,282,5,4
Kristin Combs,,2,0,0,9,1,4
Otto Voit,,,2,0,2,6,4
James Babb,,,,0,2,1,4
Dwight Evans,,,,,8,0,4
James Jones,,,,,,0,4
Total,315,12,10,3,303,13,4
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,5
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,5
Joe Torsella,38,0,0,0,297,5,5
Otto Voit,,8,0,0,3,22,5
Kristin Combs,,,9,0,22,1,5
James Babb,,,,3,4,1,5
Dwight Evans,,,,,11,0,5
James Jones,,,,,,0,5
Total,340,33,32,8,337,29,5
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,6
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Dwight Evans,James Jones,6
Joe Torsella,78,0,0,0,550,4,6
Otto Voit,,14,0,0,8,65,6
James Babb,,,8,0,3,4,6
Kristin Combs,,,,5,6,1,6
Dwight Evans,,,,,16,0,6
James Jones,,,,,,0,6
Total,632,87,15,12,583,74,6
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,7
,Joe Torsella,Kristin Combs,Otto Voit,James Babb,Dwight Evans,James Jones,7
Joe Torsella,57,0,0,0,285,3,7
Kristin Combs,,2,0,0,5,0,7
Otto Voit,,,1,0,2,3,7
James Babb,,,,0,0,0,7
Dwight Evans,,,,,5,0,7
James Jones,,,,,,0,7
Total,345,7,6,0,297,6,7
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,8
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,8
Joe Torsella,73,0,0,0,353,7,8
Otto Voit,,4,0,0,6,28,8
Kristin Combs,,,7,0,16,2,8
James Babb,,,,0,2,0,8
Dwight Evans,,,,,10,0,8
James Jones,,,,,,0,8
Total,433,38,25,2,387,37,8
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,9
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Dwight Evans,James Jones,9
Joe Torsella,32,0,0,0,233,1,9
Otto Voit,,1,0,0,0,1,9
James Babb,,,1,0,0,0,9
Kristin Combs,,,,0,0,0,9
Dwight Evans,,,,,6,0,9
James Jones,,,,,,1,9
Total,266,2,1,0,239,3,9
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,10
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Dwight Evans,James Jones,10
Joe Torsella,66,0,0,0,163,9,10
Otto Voit,,23,0,0,15,46,10
James Babb,,,5,0,2,1,10
Kristin Combs,,,,2,4,0,10
Dwight Evans,,,,,4,0,10
James Jones,,,,,,0,10
Total,238,84,8,6,188,56,10
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,11
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,11
Joe Torsella,44,0,0,0,215,0,11
Otto Voit,,3,0,0,2,11,11
Kristin Combs,,,5,0,8,1,11
James Babb,,,,0,3,1,11
Dwight Evans,,,,,9,0,11
James Jones,,,,,,1,11
Total,259,16,14,4,237,14,11
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,12
,Joe Torsella,Kristin Combs,Otto Voit,James Babb,Dwight Evans,James Jones,12
Joe Torsella,36,0,0,0,265,1,12
Kristin Combs,,1,0,0,3,0,12
Otto Voit,,,3,0,0,0,12
James Babb,,,,0,0,0,12
Dwight Evans,,,,,10,0,12
James Jones,,,,,,0,12
Total,302,4,3,0,278,1,12
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,13
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,13
Joe Torsella,48,0,0,0,203,0,13
Otto Voit,,4,0,0,2,1,13
Kristin Combs,,,0,0,1,0,13
James Babb,,,,0,0,0,13
Dwight Evans,,,,,13,0,13
James Jones,,,,,,0,13
Total,251,7,1,0,219,1,13
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,14
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Dwight Evans,James Jones,14
Joe Torsella,36,0,0,0,253,1,14
Otto Voit,,3,0,0,3,3,14
James Babb,,,1,0,0,1,14
Kristin Combs,,,,0,1,0,14
Dwight Evans,,,,,4,0,14
James Jones,,,,,,0,14
Total,290,9,2,1,261,5,14
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,15
,Joe Torsella,James Babb,Kristin Combs,Otto Voit,Dwight Evans,James Jones,15
Joe Torsella,38,0,0,0,168,0,15
James Babb,,0,0,0,1,1,15
Kristin Combs,,,0,0,2,0,15
Otto Voit,,,,0,0,2,15
Dwight Evans,,,,,5,0,15
James Jones,,,,,,0,15
Total,206,2,2,2,176,3,15
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,16
,Joe Torsella,Kristin Combs,Otto Voit,James Babb,Dwight Evans,James Jones,16
Joe Torsella,26,0,0,0,146,1,16
Kristin Combs,,2,0,0,2,0,16
Otto Voit,,,1,0,0,0,16
James Babb,,,,0,0,0,16
Dwight Evans,,,,,5,0,16
James Jones,,,,,,0,16
Total,173,4,1,0,153,1,16
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,17
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,17
Joe Torsella,31,0,0,0,143,2,17
Otto Voit,,2,0,0,2,3,17
Kristin Combs,,,1,0,3,0,17
James Babb,,,,0,0,1,17
Dwight Evans,,,,,5,0,17
James Jones,,,,,,0,17
Total,176,7,4,1,153,6,17
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,18
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Dwight Evans,James Jones,18
Joe Torsella,77,0,0,0,263,11,18
Otto Voit,,12,0,0,13,66,18
James Babb,,,6,0,4,6,18
Kristin Combs,,,,4,9,0,18
Dwight Evans,,,,,4,0,18
James Jones,,,,,,3,18
Total,351,91,16,13,293,86,18
,State Treasurer,,,,Special Election Representative In Congress 2nd District,,19
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Dwight Evans,James Jones,19
Joe Torsella,60,0,0,0,198,9,19
Otto Voit,,22,0,0,8,39,19
Kristin Combs,,,4,0,11,2,19
James Babb,,,,2,3,2,19
Dwight Evans,,,,,9,0,19
James Jones,,,,,,1,19
Total,267,69,17,7,229,53,19
