col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In The General Assembly 172nd District,,State Treasurer,,,,All
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Kevin J Boyle,266,0,"4,143",515,88,33,All
Jim Pio,,137,438,"2,600",42,40,All
Joe Torsella,,,164,0,0,0,All
Otto Voit,,,,124,0,0,All
Kristin Combs,,,,,6,0,All
James Babb,,,,,,9,All
Total,"5,045","3,257","4,745","3,239",136,82,All
,Representative In The General Assembly 172nd District,,State Treasurer,,,,1
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,1
Kevin J Boyle,16,0,193,46,4,3,1
Jim Pio,,8,21,148,4,2,1
Joe Torsella,,,3,0,0,0,1
Otto Voit,,,,6,0,0,1
Kristin Combs,,,,,0,0,1
James Babb,,,,,,0,1
Total,262,183,217,200,8,5,1
,Representative In The General Assembly 172nd District,,State Treasurer,,,,2
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,2
Kevin J Boyle,19,0,194,33,5,1,2
Jim Pio,,4,24,159,3,3,2
Joe Torsella,,,4,0,0,0,2
Otto Voit,,,,5,0,0,2
Kristin Combs,,,,,0,0,2
James Babb,,,,,,0,2
Total,252,193,222,197,8,4,2
,Representative In The General Assembly 172nd District,,State Treasurer,,,,3
,Kevin J Boyle,Jim Pio,Otto Voit,Joe Torsella,Kristin Combs,James Babb,3
Kevin J Boyle,24,0,54,220,6,3,3
Jim Pio,,10,231,39,5,4,3
Otto Voit,,,4,0,0,0,3
Joe Torsella,,,,5,0,0,3
Kristin Combs,,,,,0,0,3
James Babb,,,,,,0,3
Total,307,289,289,264,11,7,3
,Representative In The General Assembly 172nd District,,State Treasurer,,,,4
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,4
Kevin J Boyle,15,0,269,35,7,2,4
Jim Pio,,6,28,153,2,1,4
Joe Torsella,,,9,0,0,0,4
Otto Voit,,,,9,0,0,4
Kristin Combs,,,,,0,0,4
James Babb,,,,,,0,4
Total,328,190,306,197,9,3,4
,Representative In The General Assembly 172nd District,,State Treasurer,,,,5
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,5
Kevin J Boyle,20,0,196,19,6,3,5
Jim Pio,,16,21,113,4,1,5
Joe Torsella,,,5,0,0,0,5
Otto Voit,,,,10,0,0,5
Kristin Combs,,,,,1,0,5
James Babb,,,,,,1,5
Total,244,155,222,142,11,5,5
,State Treasurer,,,,Representative In The General Assembly 172nd District,,6
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Kevin J Boyle,Jim Pio,6
Joe Torsella,11,0,0,0,294,26,6
Otto Voit,,9,0,0,14,121,6
Kristin Combs,,,0,0,8,2,6
James Babb,,,,0,0,2,6
Kevin J Boyle,,,,,12,0,6
Jim Pio,,,,,,8,6
Total,331,144,10,2,328,159,6
,State Treasurer,,,,Representative In The General Assembly 172nd District,,7
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Kevin J Boyle,Jim Pio,7
Joe Torsella,12,0,0,0,119,5,7
Otto Voit,,2,0,0,6,34,7
James Babb,,,2,0,1,0,7
Kristin Combs,,,,0,0,0,7
Kevin J Boyle,,,,,8,0,7
Jim Pio,,,,,,4,7
Total,136,42,3,0,134,43,7
,State Treasurer,,,,Representative In The General Assembly 172nd District,,8
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Kevin J Boyle,Jim Pio,8
Joe Torsella,23,0,0,0,189,21,8
Otto Voit,,10,0,0,22,137,8
James Babb,,,2,0,1,5,8
Kristin Combs,,,,2,3,1,8
Kevin J Boyle,,,,,13,0,8
Jim Pio,,,,,,6,8
Total,233,169,8,6,228,170,8
,Representative In The General Assembly 172nd District,,State Treasurer,,,,9
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
Kevin J Boyle,11,0,208,24,9,3,9
Jim Pio,,6,28,176,4,4,9
Joe Torsella,,,7,0,0,0,9
Otto Voit,,,,2,0,0,9
Kristin Combs,,,,,1,0,9
James Babb,,,,,,0,9
Total,255,218,243,202,14,7,9
,Representative In The General Assembly 172nd District,,State Treasurer,,,,10
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,10
Kevin J Boyle,13,0,225,31,7,2,10
Jim Pio,,6,26,196,6,1,10
Joe Torsella,,,4,0,0,0,10
Otto Voit,,,,9,0,0,10
Kristin Combs,,,,,0,0,10
James Babb,,,,,,0,10
Total,278,235,255,236,13,3,10
,Representative In The General Assembly 172nd District,,State Treasurer,,,,11
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,James Babb,Kristin Combs,11
Kevin J Boyle,18,0,287,28,4,3,11
Jim Pio,,10,36,198,2,0,11
Joe Torsella,,,11,0,0,0,11
Otto Voit,,,,14,0,0,11
James Babb,,,,,2,0,11
Kristin Combs,,,,,,1,11
Total,340,246,334,240,8,4,11
,Representative In The General Assembly 172nd District,,State Treasurer,,,,12
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,Kristin Combs,James Babb,12
Kevin J Boyle,15,0,208,32,5,2,12
Jim Pio,,7,29,127,1,1,12
Joe Torsella,,,9,0,0,0,12
Otto Voit,,,,5,0,0,12
Kristin Combs,,,,,1,0,12
James Babb,,,,,,0,12
Total,262,165,246,164,7,3,12
,Representative In The General Assembly 172nd District,,State Treasurer,,,,13
,Kevin J Boyle,Jim Pio,Joe Torsella,Otto Voit,James Babb,Kristin Combs,13
Kevin J Boyle,24,0,312,37,2,5,13
Jim Pio,,10,20,132,4,1,13
Joe Torsella,,,8,0,0,0,13
Otto Voit,,,,5,0,0,13
James Babb,,,,,1,0,13
Kristin Combs,,,,,,0,13
Total,380,167,340,174,7,6,13
,Representative In The General Assembly 172nd District,,State Treasurer,,,,14
