col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President And Vice President Of The United States,,,,,State Treasurer,,,,All
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Hillary Clinton,523,0,0,0,0,"4,200",99,64,14,All
Donald J Trump,,286,0,0,0,357,"1,293",27,23,All
Jill Stein,,,6,0,0,26,8,47,2,All
Gary Johnson,,,,6,0,25,18,6,31,All
Darrell L Castle,,,,,7,11,6,3,1,All
Joe Torsella,,,,,,73,0,0,0,All
Otto Voit,,,,,,,33,0,0,All
Kristin Combs,,,,,,,,4,0,All
James Babb,,,,,,,,,3,All
Total,"4,900","1,986",89,86,28,"4,692","1,457",151,74,All
,President And Vice President Of The United States,,,,,State Treasurer,,,,1
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,1
Hillary Clinton,22,0,0,0,0,149,5,2,1,1
Donald J Trump,,35,0,0,0,24,76,1,0,1
Gary Johnson,,,2,0,0,1,2,1,2,1
Jill Stein,,,,0,0,2,0,6,0,1
Darrell L Castle,,,,,0,0,0,0,0,1
Joe Torsella,,,,,,3,0,0,0,1
Otto Voit,,,,,,,2,0,0,1
Kristin Combs,,,,,,,,1,0,1
James Babb,,,,,,,,,0,1
Total,179,136,8,8,0,179,85,11,3,1
,President And Vice President Of The United States,,,,,State Treasurer,,,,2
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,2
Hillary Clinton,16,0,0,0,0,193,3,2,0,2
Donald J Trump,,5,0,0,0,10,28,1,0,2
Gary Johnson,,,0,0,0,0,2,1,3,2
Jill Stein,,,,1,0,2,0,2,0,2
Darrell L Castle,,,,,0,0,1,0,0,2
Joe Torsella,,,,,,5,0,0,0,2
Otto Voit,,,,,,,3,0,0,2
Kristin Combs,,,,,,,,0,0,2
James Babb,,,,,,,,,0,2
Total,214,44,6,5,1,210,37,6,3,2
,State Treasurer,,,,President And Vice President Of The United States,,,,,3
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,3
Joe Torsella,2,0,0,0,189,33,2,3,0,3
Otto Voit,,0,0,0,6,105,0,0,0,3
Kristin Combs,,,0,0,5,3,6,1,1,3
James Babb,,,,0,0,2,0,0,1,3
Hillary Clinton,,,,,21,0,0,0,0,3
Donald J Trump,,,,,,16,0,0,0,3
Jill Stein,,,,,,,0,0,0,3
Gary Johnson,,,,,,,,0,0,3
Darrell L Castle,,,,,,,,,1,3
Total,229,111,16,3,221,159,8,4,3,3
,State Treasurer,,,,President And Vice President Of The United States,,,,,4
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,4
Joe Torsella,2,0,0,0,161,20,2,2,1,4
Otto Voit,,3,0,0,2,98,1,0,0,4
Kristin Combs,,,0,0,4,4,0,4,0,4
James Babb,,,,0,0,1,5,1,0,4
Hillary Clinton,,,,,20,0,0,0,0,4
Donald J Trump,,,,,,14,0,0,0,4
Gary Johnson,,,,,,,0,0,0,4
Jill Stein,,,,,,,,1,0,4
Darrell L Castle,,,,,,,,,0,4
Total,188,104,12,7,187,137,8,8,1,4
,State Treasurer,,,,President And Vice President Of The United States,,,,,5
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,5
Joe Torsella,5,0,0,0,141,32,2,3,1,5
Otto Voit,,7,0,0,11,115,1,1,1,5
Kristin Combs,,,0,0,5,2,1,0,0,5
James Babb,,,,0,2,2,0,0,0,5
Hillary Clinton,,,,,21,0,0,0,0,5
Donald J Trump,,,,,,22,0,0,0,5
Gary Johnson,,,,,,,1,0,0,5
Jill Stein,,,,,,,,1,0,5
Darrell L Castle,,,,,,,,,0,5
Total,184,136,8,4,180,173,5,5,2,5
,State Treasurer,,,,President And Vice President Of The United States,,,,,6
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,6
Joe Torsella,4,0,0,0,130,26,4,5,0,6
Otto Voit,,1,0,0,3,74,1,0,0,6
James Babb,,,0,0,1,3,3,0,0,6
Kristin Combs,,,,0,4,0,0,3,0,6
Hillary Clinton,,,,,25,0,0,0,0,6
Donald J Trump,,,,,,21,0,0,0,6
Gary Johnson,,,,,,,2,0,0,6
Jill Stein,,,,,,,,0,0,6
Darrell L Castle,,,,,,,,,0,6
Total,169,79,7,7,163,124,10,8,0,6
,President And Vice President Of The United States,,,,,State Treasurer,,,,7
,Donald J Trump,Hillary Clinton,Gary Johnson,Darrell L Castle,Jill Stein,Joe Torsella,Otto Voit,James Babb,Kristin Combs,7
Donald J Trump,19,0,0,0,0,25,136,4,1,7
Hillary Clinton,,21,0,0,0,131,8,0,3,7
Gary Johnson,,,0,0,0,0,3,2,0,7
Darrell L Castle,,,,1,0,0,1,0,1,7
Jill Stein,,,,,0,0,1,1,1,7
Joe Torsella,,,,,,3,0,0,0,7
Otto Voit,,,,,,,1,0,0,7
James Babb,,,,,,,,0,0,7
Kristin Combs,,,,,,,,,1,7
Total,185,163,5,3,3,159,150,7,7,7
,State Treasurer,,,,President And Vice President Of The United States,,,,,8
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Hillary Clinton,Donald J Trump,Gary Johnson,Darrell L Castle,Jill Stein,8
Joe Torsella,0,0,0,0,167,29,1,2,0,8
Otto Voit,,0,0,0,7,70,1,0,0,8
Kristin Combs,,,0,0,7,1,0,0,1,8
James Babb,,,,1,0,0,1,0,0,8
Hillary Clinton,,,,,16,0,0,0,0,8
Donald J Trump,,,,,,22,0,0,0,8
Gary Johnson,,,,,,,1,0,0,8
Darrell L Castle,,,,,,,,0,0,8
Jill Stein,,,,,,,,,0,8
Total,199,78,9,2,197,122,4,2,1,8
,President And Vice President Of The United States,,,,,State Treasurer,,,,9
,Hillary Clinton,Donald J Trump,Gary Johnson,Darrell L Castle,Jill Stein,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
Hillary Clinton,14,0,0,0,0,190,0,4,0,9
Donald J Trump,,6,0,0,0,13,22,0,0,9
Gary Johnson,,,0,0,0,0,1,0,2,9
Darrell L Castle,,,,0,0,0,0,0,0,9
Jill Stein,,,,,0,0,0,0,0,9
Joe Torsella,,,,,,0,0,0,0,9
Otto Voit,,,,,,,0,0,0,9
Kristin Combs,,,,,,,,0,0,9
James Babb,,,,,,,,,0,9
Total,208,41,3,0,0,203,23,4,2,9
,State Treasurer,,,,President And Vice President Of The United States,,,,,10
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,10
Joe Torsella,2,0,0,0,108,23,2,0,0,10
Otto Voit,,1,0,0,9,78,3,2,0,10
Kristin Combs,,,1,0,2,1,0,2,0,10
James Babb,,,,0,2,1,1,0,0,10
Hillary Clinton,,,,,13,0,0,0,0,10
Donald J Trump,,,,,,17,0,0,0,10
Gary Johnson,,,,,,,0,0,0,10
Jill Stein,,,,,,,,0,0,10
Darrell L Castle,,,,,,,,,2,10
Total,135,93,6,4,134,120,6,4,2,10
,President And Vice President Of The United States,,,,,State Treasurer,,,,11
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,11
Hillary Clinton,32,0,0,0,0,173,6,1,1,11
Donald J Trump,,16,0,0,0,23,60,3,1,11
Jill Stein,,,1,0,0,2,1,1,0,11
Gary Johnson,,,,0,0,1,0,0,2,11
Darrell L Castle,,,,,0,0,1,0,0,11
Joe Torsella,,,,,,0,0,0,0,11
Otto Voit,,,,,,,1,0,0,11
Kristin Combs,,,,,,,,1,0,11
James Babb,,,,,,,,,1,11
Total,213,103,5,3,1,199,69,6,5,11
,President And Vice President Of The United States,,,,,State Treasurer,,,,12
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,12
Hillary Clinton,19,0,0,0,0,137,8,6,1,12
Donald J Trump,,19,0,0,0,21,90,2,2,12
Gary Johnson,,,0,0,0,3,0,1,5,12
Jill Stein,,,,0,0,1,0,2,0,12
Darrell L Castle,,,,,0,1,0,0,0,12
Joe Torsella,,,,,,7,0,0,0,12
Otto Voit,,,,,,,2,0,0,12
Kristin Combs,,,,,,,,0,0,12
James Babb,,,,,,,,,0,12
Total,171,134,9,3,1,170,100,11,8,12
,President And Vice President Of The United States,,,,,State Treasurer,,,,13
,Hillary Clinton,Donald J Trump,Darrell L Castle,Gary Johnson,Jill Stein,Joe Torsella,Otto Voit,James Babb,Kristin Combs,13
Hillary Clinton,29,0,0,0,0,238,2,0,0,13
Donald J Trump,,4,0,0,0,3,11,0,0,13
Darrell L Castle,,,0,0,0,1,0,0,0,13
Gary Johnson,,,,0,0,0,0,0,0,13
Jill Stein,,,,,0,0,0,0,0,13
Joe Torsella,,,,,,2,0,0,0,13
Otto Voit,,,,,,,1,0,0,13
James Babb,,,,,,,,0,0,13
Kristin Combs,,,,,,,,,0,13
Total,269,18,1,0,0,244,14,0,0,13
,President And Vice President Of The United States,,,,,State Treasurer,,,,14
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,14
Hillary Clinton,18,0,0,0,0,153,2,1,2,14
Donald J Trump,,2,0,0,0,5,23,1,0,14
Jill Stein,,,0,0,0,0,0,2,0,14
