col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,All
,W Curtis Thomas,Dwight Evans,James Jones,All
W Curtis Thomas,540,"3,472",24,All
Dwight Evans,,112,0,All
James Jones,,,39,All
Total,"4,036","3,584",63,All
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,1
,W Curtis Thomas,Dwight Evans,James Jones,1
W Curtis Thomas,13,101,0,1
Dwight Evans,,1,0,1
James Jones,,,4,1
Total,114,102,4,1
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,2
,W Curtis Thomas,Dwight Evans,James Jones,2
W Curtis Thomas,61,210,5,2
Dwight Evans,,14,0,2
James Jones,,,1,2
Total,276,224,6,2
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,3
,W Curtis Thomas,Dwight Evans,James Jones,3
W Curtis Thomas,23,185,1,3
Dwight Evans,,6,0,3
James Jones,,,2,3
Total,209,191,3,3
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,4
,W Curtis Thomas,Dwight Evans,James Jones,4
W Curtis Thomas,42,206,0,4
Dwight Evans,,5,0,4
James Jones,,,6,4
Total,248,211,6,4
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,5
,W Curtis Thomas,Dwight Evans,James Jones,5
W Curtis Thomas,34,266,3,5
Dwight Evans,,11,0,5
James Jones,,,2,5
Total,303,277,5,5
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,6
,W Curtis Thomas,Dwight Evans,James Jones,6
W Curtis Thomas,31,154,0,6
Dwight Evans,,2,0,6
James Jones,,,2,6
Total,185,156,2,6
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,7
,W Curtis Thomas,Dwight Evans,James Jones,7
W Curtis Thomas,31,247,1,7
Dwight Evans,,10,0,7
James Jones,,,3,7
Total,279,257,4,7
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,8
,W Curtis Thomas,Dwight Evans,James Jones,8
W Curtis Thomas,65,205,0,8
Dwight Evans,,14,0,8
James Jones,,,2,8
Total,270,219,2,8
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,9
,W Curtis Thomas,Dwight Evans,James Jones,9
W Curtis Thomas,10,245,0,9
Dwight Evans,,3,0,9
James Jones,,,3,9
Total,255,248,3,9
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,10
,W Curtis Thomas,Dwight Evans,James Jones,10
W Curtis Thomas,30,283,1,10
Dwight Evans,,10,0,10
James Jones,,,3,10
Total,314,293,4,10
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,11
,W Curtis Thomas,Dwight Evans,James Jones,11
W Curtis Thomas,44,237,1,11
Dwight Evans,,6,0,11
James Jones,,,0,11
Total,282,243,1,11
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,12
,W Curtis Thomas,Dwight Evans,James Jones,12
W Curtis Thomas,60,187,4,12
Dwight Evans,,6,0,12
James Jones,,,0,12
Total,251,193,4,12
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,13
,W Curtis Thomas,Dwight Evans,James Jones,13
W Curtis Thomas,26,225,3,13
Dwight Evans,,9,0,13
James Jones,,,5,13
Total,254,234,8,13
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,14
,W Curtis Thomas,Dwight Evans,James Jones,14
W Curtis Thomas,43,330,2,14
Dwight Evans,,9,0,14
James Jones,,,0,14
Total,375,339,2,14
,Representative In The General Assembly 181st District,Special Election Representative In Congress 2nd District,,21
,W Curtis Thomas,Dwight Evans,James Jones,21
W Curtis Thomas,27,391,3,21
Dwight Evans,,6,0,21
James Jones,,,6,21
Total,421,397,9,21
