col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,President And Vice President Of The United States,,,,,United States Senator,,,All
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,All
Hillary Clinton,493,0,0,0,0,"9,727",233,77,All
Donald J Trump,,92,0,0,0,137,"1,431",27,All
Jill Stein,,,16,0,0,60,12,21,All
Gary Johnson,,,,5,0,20,41,34,All
Darrell L Castle,,,,,7,3,15,4,All
Katie Mcginty,,,,,,101,0,0,All
Pat Toomey,,,,,,,55,0,All
Edward T Clifford Iii,,,,,,,,0,All
Total,"10,530","1,687",109,100,29,"10,048","1,787",163,All
,President And Vice President Of The United States,,,,,United States Senator,,,1
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,1
Hillary Clinton,16,0,0,0,0,333,6,5,1
Donald J Trump,,3,0,0,0,10,84,4,1
Gary Johnson,,,2,0,0,3,2,4,1
Jill Stein,,,,0,0,3,0,1,1
Darrell L Castle,,,,,0,0,0,0,1
Katie Mcginty,,,,,,3,0,0,1
Pat Toomey,,,,,,,1,0,1
Edward T Clifford Iii,,,,,,,,0,1
Total,360,101,11,4,0,352,93,14,1
,President And Vice President Of The United States,,,,,United States Senator,,,2
,Hillary Clinton,Donald J Trump,Gary Johnson,Darrell L Castle,Jill Stein,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,2
Hillary Clinton,16,0,0,0,0,282,22,5,2
Donald J Trump,,4,0,0,0,13,116,1,2
Gary Johnson,,,1,0,0,5,4,2,2
Darrell L Castle,,,,0,0,0,3,1,2
Jill Stein,,,,,0,1,0,1,2
Katie Mcginty,,,,,,5,0,0,2
Pat Toomey,,,,,,,2,0,2
Edward T Clifford Iii,,,,,,,,0,2
Total,325,134,12,4,2,306,147,10,2
,United States Senator,,,President And Vice President Of The United States,,,,,3
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,3
Katie Mcginty,2,0,0,266,11,4,0,0,3
Pat Toomey,,0,0,6,71,0,0,0,3
Edward T Clifford Iii,,,0,4,3,0,1,0,3
Hillary Clinton,,,,4,0,0,0,0,3
Donald J Trump,,,,,6,0,0,0,3
Jill Stein,,,,,,1,0,0,3
Gary Johnson,,,,,,,0,0,3
Darrell L Castle,,,,,,,,0,3
Total,283,77,8,280,91,5,1,0,3
,President And Vice President Of The United States,,,,,United States Senator,,,4
,Hillary Clinton,Donald J Trump,Jill Stein,Gary Johnson,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,4
Hillary Clinton,12,0,0,0,0,204,10,4,4
Donald J Trump,,7,0,0,0,4,71,2,4
Jill Stein,,,0,0,0,4,1,1,4
Gary Johnson,,,,0,0,0,0,2,4
Darrell L Castle,,,,,0,0,0,0,4
Katie Mcginty,,,,,,4,0,0,4
Pat Toomey,,,,,,,1,0,4
Edward T Clifford Iii,,,,,,,,0,4
Total,230,84,6,2,0,216,83,9,4
,President And Vice President Of The United States,,,,,United States Senator,,,5
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,5
Hillary Clinton,22,0,0,0,0,321,15,0,5
Donald J Trump,,9,0,0,0,12,151,2,5
Gary Johnson,,,0,0,0,0,7,5,5
Jill Stein,,,,0,0,4,2,0,5
Darrell L Castle,,,,,0,0,0,0,5
Katie Mcginty,,,,,,6,0,0,5
Pat Toomey,,,,,,,4,0,5
Edward T Clifford Iii,,,,,,,,0,5
Total,358,174,12,6,0,343,179,7,5
,President And Vice President Of The United States,,,,,United States Senator,,,6
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,6
Hillary Clinton,10,0,0,0,0,361,5,3,6
Donald J Trump,,2,0,0,0,10,70,0,6
