col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 7th District,Attorney General,,All
,Vincent Hughes,Josh Shapiro,John Rafferty,All
Vincent Hughes,195,"11,188",307,All
Josh Shapiro,,142,0,All
John Rafferty,,,400,All
Total,"11,690","11,330",707,All
,Senator In The General Assembly 7th District,Attorney General,,1
,Vincent Hughes,Josh Shapiro,John Rafferty,1
Vincent Hughes,3,276,2,1
Josh Shapiro,,1,0,1
John Rafferty,,,2,1
Total,281,277,4,1
,Senator In The General Assembly 7th District,Attorney General,,2
,Vincent Hughes,Josh Shapiro,John Rafferty,2
Vincent Hughes,7,349,12,2
Josh Shapiro,,9,0,2
John Rafferty,,,22,2
Total,368,358,34,2
,Senator In The General Assembly 7th District,Attorney General,,3
,Vincent Hughes,Josh Shapiro,John Rafferty,3
Vincent Hughes,0,92,13,3
Josh Shapiro,,1,0,3
John Rafferty,,,10,3
Total,105,93,23,3
,Senator In The General Assembly 7th District,Attorney General,,4
,Vincent Hughes,Josh Shapiro,John Rafferty,4
Vincent Hughes,4,209,6,4
Josh Shapiro,,2,0,4
John Rafferty,,,6,4
Total,219,211,12,4
,Senator In The General Assembly 7th District,Attorney General,,5
,Vincent Hughes,Josh Shapiro,John Rafferty,5
Vincent Hughes,6,443,69,5
Josh Shapiro,,8,0,5
John Rafferty,,,83,5
Total,518,451,152,5
,Senator In The General Assembly 7th District,Attorney General,,6
,Vincent Hughes,Josh Shapiro,John Rafferty,6
Vincent Hughes,2,352,10,6
Josh Shapiro,,4,0,6
John Rafferty,,,7,6
Total,364,356,17,6
,Senator In The General Assembly 7th District,Attorney General,,7
,Vincent Hughes,Josh Shapiro,John Rafferty,7
Vincent Hughes,7,355,18,7
Josh Shapiro,,7,0,7
John Rafferty,,,22,7
Total,380,362,40,7
,Senator In The General Assembly 7th District,Attorney General,,8
,Vincent Hughes,Josh Shapiro,John Rafferty,8
Vincent Hughes,11,374,9,8
Josh Shapiro,,6,0,8
John Rafferty,,,22,8
Total,394,380,31,8
,Senator In The General Assembly 7th District,Attorney General,,9
,Vincent Hughes,Josh Shapiro,John Rafferty,9
Vincent Hughes,7,425,10,9
Josh Shapiro,,6,0,9
John Rafferty,,,16,9
Total,442,431,26,9
,Senator In The General Assembly 7th District,Attorney General,,10
,Vincent Hughes,Josh Shapiro,John Rafferty,10
Vincent Hughes,5,350,6,10
Josh Shapiro,,8,0,10
John Rafferty,,,13,10
Total,361,358,19,10
,Senator In The General Assembly 7th District,Attorney General,,11
,Vincent Hughes,Josh Shapiro,John Rafferty,11
Vincent Hughes,7,395,5,11
Josh Shapiro,,3,0,11
John Rafferty,,,23,11
Total,407,398,28,11
,Senator In The General Assembly 7th District,Attorney General,,12
,Vincent Hughes,Josh Shapiro,John Rafferty,12
Vincent Hughes,2,447,10,12
Josh Shapiro,,9,0,12
John Rafferty,,,37,12
Total,459,456,47,12
,Senator In The General Assembly 7th District,Attorney General,,13
,Vincent Hughes,Josh Shapiro,John Rafferty,13
Vincent Hughes,9,467,7,13
Josh Shapiro,,2,0,13
John Rafferty,,,8,13
Total,483,469,15,13
,Senator In The General Assembly 7th District,Attorney General,,14
,Vincent Hughes,Josh Shapiro,John Rafferty,14
Vincent Hughes,1,373,23,14
Josh Shapiro,,4,0,14
John Rafferty,,,13,14
Total,397,377,36,14
,Senator In The General Assembly 7th District,Attorney General,,15
,Vincent Hughes,Josh Shapiro,John Rafferty,15
Vincent Hughes,11,457,14,15
Josh Shapiro,,3,0,15
John Rafferty,,,10,15
Total,482,460,24,15
,Senator In The General Assembly 7th District,Attorney General,,16
,Vincent Hughes,Josh Shapiro,John Rafferty,16
Vincent Hughes,8,543,11,16
Josh Shapiro,,9,0,16
John Rafferty,,,13,16
Total,562,552,24,16
,Senator In The General Assembly 7th District,Attorney General,,17
,Vincent Hughes,Josh Shapiro,John Rafferty,17
Vincent Hughes,8,449,8,17
Josh Shapiro,,6,0,17
John Rafferty,,,4,17
Total,465,455,12,17
,Senator In The General Assembly 7th District,Attorney General,,18
,Vincent Hughes,Josh Shapiro,John Rafferty,18
Vincent Hughes,8,410,10,18
Josh Shapiro,,7,0,18
John Rafferty,,,5,18
Total,428,417,15,18
,Senator In The General Assembly 7th District,Attorney General,,19
,Vincent Hughes,Josh Shapiro,John Rafferty,19
Vincent Hughes,6,427,11,19
Josh Shapiro,,5,0,19
John Rafferty,,,8,19
Total,444,432,19,19
,Senator In The General Assembly 7th District,Attorney General,,20
,Vincent Hughes,Josh Shapiro,John Rafferty,20
Vincent Hughes,7,362,11,20
Josh Shapiro,,3,0,20
John Rafferty,,,22,20
Total,380,365,33,20
,Senator In The General Assembly 7th District,Attorney General,,21
,Vincent Hughes,Josh Shapiro,John Rafferty,21
Vincent Hughes,23,379,5,21
Josh Shapiro,,5,0,21
John Rafferty,,,2,21
Total,407,384,7,21
,Attorney General,,Senator In The General Assembly 7th District,22
,Josh Shapiro,John Rafferty,Vincent Hughes,22
Josh Shapiro,5,0,457,22
John Rafferty,,0,1,22
Vincent Hughes,,,3,22
Total,462,1,461,22
,Senator In The General Assembly 7th District,Attorney General,,23
,Vincent Hughes,Josh Shapiro,John Rafferty,23
Vincent Hughes,4,444,4,23
Josh Shapiro,,1,0,23
John Rafferty,,,3,23
Total,452,445,7,23
,Senator In The General Assembly 7th District,Attorney General,,24
,Vincent Hughes,Josh Shapiro,John Rafferty,24
Vincent Hughes,16,637,6,24
Josh Shapiro,,8,0,24
John Rafferty,,,4,24
Total,659,645,10,24
,Senator In The General Assembly 7th District,Attorney General,,25
,Vincent Hughes,Josh Shapiro,John Rafferty,25
Vincent Hughes,7,518,5,25
Josh Shapiro,,2,0,25
John Rafferty,,,4,25
Total,530,520,9,25
,Senator In The General Assembly 7th District,Attorney General,,26
,Vincent Hughes,Josh Shapiro,John Rafferty,26
Vincent Hughes,9,503,3,26
Josh Shapiro,,7,0,26
John Rafferty,,,3,26
Total,515,510,6,26
,Senator In The General Assembly 7th District,Attorney General,,27
