col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Representative In Congress 1st District,,State Treasurer,,,,All
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Robert A Brady,110,0,"7,402",89,51,18,All
Deborah Williams,,15,129,"1,039",32,22,All
Joe Torsella,,,57,0,0,0,All
Otto Voit,,,,11,0,0,All
Kristin Combs,,,,,11,0,All
James Babb,,,,,,9,All
Total,"7,670","1,237","7,588","1,139",94,49,All
,Representative In Congress 1st District,,State Treasurer,,,,1
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,1
Robert A Brady,10,0,343,1,3,2,1
Deborah Williams,,0,2,41,2,0,1
Joe Torsella,,,11,0,0,0,1
Otto Voit,,,,0,0,0,1
Kristin Combs,,,,,1,0,1
James Babb,,,,,,0,1
Total,359,45,356,42,6,2,1
,State Treasurer,,,,Representative In Congress 1st District,,2
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Robert A Brady,Deborah Williams,2
Joe Torsella,4,0,0,0,361,6,2
Otto Voit,,0,0,0,1,29,2
James Babb,,,0,0,2,0,2
Kristin Combs,,,,0,1,0,2
Robert A Brady,,,,,0,0,2
Deborah Williams,,,,,,1,2
Total,371,30,2,1,365,36,2
,Representative In Congress 1st District,,State Treasurer,,,,3
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,3
Robert A Brady,6,0,218,5,3,1,3
Deborah Williams,,2,6,36,0,0,3
Joe Torsella,,,3,0,0,0,3
Otto Voit,,,,0,0,0,3
Kristin Combs,,,,,0,0,3
James Babb,,,,,,0,3
Total,233,44,227,41,3,1,3
,Representative In Congress 1st District,,State Treasurer,,,,4
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,4
Robert A Brady,9,0,387,3,6,1,4
Deborah Williams,,0,4,25,3,1,4
Joe Torsella,,,2,0,0,0,4
Otto Voit,,,,0,0,0,4
Kristin Combs,,,,,1,0,4
James Babb,,,,,,2,4
Total,406,33,393,28,10,4,4
,Representative In Congress 1st District,,State Treasurer,,,,5
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,James Babb,Kristin Combs,5
Robert A Brady,6,0,251,1,0,0,5
Deborah Williams,,0,2,37,1,1,5
Joe Torsella,,,1,0,0,0,5
Otto Voit,,,,0,0,0,5
James Babb,,,,,1,0,5
Kristin Combs,,,,,,0,5
Total,258,41,254,38,2,1,5
,Representative In Congress 1st District,,State Treasurer,,,,6
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
Robert A Brady,3,0,379,4,3,1,6
Deborah Williams,,0,7,41,2,0,6
Joe Torsella,,,2,0,0,0,6
Otto Voit,,,,0,0,0,6
Kristin Combs,,,,,1,0,6
James Babb,,,,,,1,6
Total,390,50,388,45,6,2,6
,Representative In Congress 1st District,,State Treasurer,,,,7
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
Robert A Brady,3,0,370,2,3,0,7
Deborah Williams,,1,7,29,0,0,7
Joe Torsella,,,0,0,0,0,7
Otto Voit,,,,0,0,0,7
Kristin Combs,,,,,1,0,7
James Babb,,,,,,0,7
Total,378,37,377,31,4,0,7
,Representative In Congress 1st District,,State Treasurer,,,,8
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,8
Robert A Brady,6,0,384,5,4,0,8
Deborah Williams,,1,2,27,0,1,8
Joe Torsella,,,2,0,0,0,8
Otto Voit,,,,0,0,0,8
Kristin Combs,,,,,0,0,8
James Babb,,,,,,0,8
Total,399,31,388,32,4,1,8
,Representative In Congress 1st District,,State Treasurer,,,,9
,Robert A Brady,Deborah Williams,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
Robert A Brady,4,0,291,0,2,0,9
Deborah Williams,,2,3,21,1,1,9
Joe Torsella,,,1,0,0,0,9
