col_1,col_2,col_3,division
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,All
,Brendan F Boyle,Sharif Street,All
Brendan F Boyle,152,"9,827",All
Sharif Street,,80,All
Total,"9,979","9,907",All
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,1
,Brendan F Boyle,Sharif Street,1
Brendan F Boyle,9,472,1
Sharif Street,,6,1
Total,481,478,1
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,2
,Brendan F Boyle,Sharif Street,2
Brendan F Boyle,6,340,2
Sharif Street,,2,2
Total,346,342,2
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,3
,Sharif Street,Brendan F Boyle,3
Sharif Street,5,319,3
Brendan F Boyle,,3,3
Total,324,322,3
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,4
,Brendan F Boyle,Sharif Street,4
Brendan F Boyle,4,334,4
Sharif Street,,1,4
Total,338,335,4
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,5
,Brendan F Boyle,Sharif Street,5
Brendan F Boyle,4,463,5
Sharif Street,,4,5
Total,467,467,5
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,6
,Sharif Street,Brendan F Boyle,6
Sharif Street,9,278,6
Brendan F Boyle,,5,6
Total,287,283,6
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,7
,Sharif Street,Brendan F Boyle,7
Sharif Street,4,339,7
Brendan F Boyle,,3,7
Total,343,342,7
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,8
,Sharif Street,Brendan F Boyle,8
Sharif Street,3,414,8
Brendan F Boyle,,1,8
Total,417,415,8
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,9
,Brendan F Boyle,Sharif Street,9
Brendan F Boyle,6,306,9
Sharif Street,,2,9
Total,312,308,9
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,10
,Brendan F Boyle,Sharif Street,10
Brendan F Boyle,10,340,10
Sharif Street,,1,10
Total,350,341,10
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,11
,Brendan F Boyle,Sharif Street,11
Brendan F Boyle,7,443,11
Sharif Street,,2,11
Total,450,445,11
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,12
,Brendan F Boyle,Sharif Street,12
Brendan F Boyle,5,340,12
Sharif Street,,3,12
Total,345,343,12
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,13
,Brendan F Boyle,Sharif Street,13
Brendan F Boyle,8,615,13
Sharif Street,,3,13
Total,623,618,13
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,14
,Brendan F Boyle,Sharif Street,14
Brendan F Boyle,8,417,14
Sharif Street,,3,14
Total,425,420,14
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,15
,Sharif Street,Brendan F Boyle,15
Sharif Street,4,693,15
Brendan F Boyle,,3,15
Total,697,696,15
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,16
,Brendan F Boyle,Sharif Street,16
Brendan F Boyle,10,384,16
Sharif Street,,0,16
Total,394,384,16
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,17
,Brendan F Boyle,Sharif Street,17
Brendan F Boyle,9,356,17
Sharif Street,,4,17
Total,365,360,17
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,18
,Brendan F Boyle,Sharif Street,18
Brendan F Boyle,18,413,18
Sharif Street,,7,18
Total,431,420,18
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,19
,Brendan F Boyle,Sharif Street,19
Brendan F Boyle,4,429,19
Sharif Street,,1,19
Total,433,430,19
,Senator In The General Assembly 3rd District,Representative In Congress 13th District,20
,Sharif Street,Brendan F Boyle,20
Sharif Street,3,488,20
Brendan F Boyle,,2,20
Total,491,490,20
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,21
,Brendan F Boyle,Sharif Street,21
Brendan F Boyle,7,262,21
Sharif Street,,4,21
Total,269,266,21
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,22
,Brendan F Boyle,Sharif Street,22
Brendan F Boyle,5,414,22
Sharif Street,,2,22
Total,419,416,22
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,23
,Brendan F Boyle,Sharif Street,23
Brendan F Boyle,6,227,23
Sharif Street,,2,23
Total,233,229,23
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,24
,Brendan F Boyle,Sharif Street,24
Brendan F Boyle,5,425,24
Sharif Street,,2,24
Total,430,427,24
,Representative In Congress 13th District,Senator In The General Assembly 3rd District,25
,Brendan F Boyle,Sharif Street,25
Brendan F Boyle,4,316,25
Sharif Street,,3,25
Total,320,319,25
