col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,President And Vice President Of The United States,,,,,State Treasurer,,,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Hillary Clinton,"31,522",0,0,0,0,"516,570","10,478","6,204","1,651",All
Donald J Trump,,"10,696",0,0,0,"18,271","75,709",910,853,All
Gary Johnson,,,523,0,0,"1,985","2,204",263,"1,883",All
Jill Stein,,,,417,0,"2,289",444,"3,226",142,All
Darrell L Castle,,,,,181,372,356,71,64,All
Joe Torsella,,,,,,"5,597",0,0,0,All
Otto Voit,,,,,,,"2,078",0,0,All
Kristin Combs,,,,,,,,261,0,All
James Babb,,,,,,,,,114,All
Total,"566,425","106,439","6,858","6,518","1,044","545,084","91,269","10,935","4,707",All
