col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,,Representative In Congress 1st District,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Robert A Brady,Deborah Williams,All
Hillary Clinton,"9,702",0,0,0,0,"164,523","5,319",All
Donald J Trump,,"3,784",0,0,0,"9,434","28,411",All
Gary Johnson,,,324,0,0,999,"1,206",All
Jill Stein,,,,366,0,"1,525",348,All
Darrell L Castle,,,,,64,159,161,All
Robert A Brady,,,,,,"1,917",0,All
Deborah Williams,,,,,,,793,All
Total,"179,544","41,629","2,529","2,239",384,"178,557","36,238",All
