col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 198th District,Auditor General,,,,All
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Rosita C Youngblood,199,"8,499",127,67,25,All
Eugene A Depasquale,,142,0,0,0,All
John Brown,,,87,0,0,All
John J Sweeney,,,,16,0,All
Roy A Minet,,,,,7,All
Total,"8,917","8,641",214,83,32,All
,Representative In The General Assembly 198th District,Auditor General,,,,1
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,1
Rosita C Youngblood,15,379,2,5,3,1
Eugene A Depasquale,,2,0,0,0,1
John Brown,,,3,0,0,1
John J Sweeney,,,,0,0,1
Roy A Minet,,,,,0,1
Total,404,381,5,5,3,1
,Representative In The General Assembly 198th District,Auditor General,,,,2
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,2
Rosita C Youngblood,9,289,5,3,1,2
Eugene A Depasquale,,5,0,0,0,2
John Brown,,,2,0,0,2
John J Sweeney,,,,2,0,2
Roy A Minet,,,,,0,2
Total,307,294,7,5,1,2
,Representative In The General Assembly 198th District,Auditor General,,,,3
,Rosita C Youngblood,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,3
Rosita C Youngblood,10,293,9,2,2,3
Eugene A Depasquale,,9,0,0,0,3
John Brown,,,2,0,0,3
Roy A Minet,,,,1,0,3
John J Sweeney,,,,,0,3
Total,316,302,11,3,2,3
,Representative In The General Assembly 198th District,Auditor General,,,,4
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,4
Rosita C Youngblood,3,393,8,7,4,4
Eugene A Depasquale,,11,0,0,0,4
John Brown,,,13,0,0,4
John J Sweeney,,,,4,0,4
Roy A Minet,,,,,0,4
Total,415,404,21,11,4,4
,Representative In The General Assembly 198th District,Auditor General,,,,5
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,5
Rosita C Youngblood,6,369,11,14,2,5
Eugene A Depasquale,,6,0,0,0,5
John Brown,,,8,0,0,5
John J Sweeney,,,,0,0,5
Roy A Minet,,,,,0,5
Total,402,375,19,14,2,5
,Representative In The General Assembly 198th District,Auditor General,,,,6
,Rosita C Youngblood,Eugene A Depasquale,Roy A Minet,John Brown,John J Sweeney,6
Rosita C Youngblood,13,383,1,0,0,6
Eugene A Depasquale,,5,0,0,0,6
Roy A Minet,,,2,0,0,6
John Brown,,,,2,0,6
John J Sweeney,,,,,0,6
Total,397,388,3,2,0,6
,Representative In The General Assembly 198th District,Auditor General,,,,7
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,7
Rosita C Youngblood,6,299,3,0,0,7
Eugene A Depasquale,,6,0,0,0,7
John Brown,,,5,0,0,7
John J Sweeney,,,,0,0,7
Roy A Minet,,,,,0,7
Total,308,305,8,0,0,7
,Representative In The General Assembly 198th District,Auditor General,,,,8
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,8
Rosita C Youngblood,11,306,3,0,0,8
Eugene A Depasquale,,1,0,0,0,8
John Brown,,,0,0,0,8
John J Sweeney,,,,1,0,8
Roy A Minet,,,,,0,8
Total,320,307,3,1,0,8
,Representative In The General Assembly 198th District,Auditor General,,,,9
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,9
Rosita C Youngblood,6,317,4,0,0,9
Eugene A Depasquale,,5,0,0,0,9
John Brown,,,2,0,0,9
John J Sweeney,,,,0,0,9
Roy A Minet,,,,,0,9
Total,327,322,6,0,0,9
,Representative In The General Assembly 198th District,Auditor General,,,,10
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,10
Rosita C Youngblood,6,283,3,1,0,10
Eugene A Depasquale,,7,0,0,0,10
John Brown,,,2,0,0,10
John J Sweeney,,,,1,0,10
Roy A Minet,,,,,1,10
Total,293,290,5,2,1,10
,Representative In The General Assembly 198th District,Auditor General,,,,11
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,11
Rosita C Youngblood,6,337,5,2,1,11
Eugene A Depasquale,,1,0,0,0,11
John Brown,,,5,0,0,11
John J Sweeney,,,,0,0,11
Roy A Minet,,,,,0,11
Total,351,338,10,2,1,11
,Representative In The General Assembly 198th District,Auditor General,,,,12
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,12
Rosita C Youngblood,8,313,5,2,1,12
Eugene A Depasquale,,6,0,0,0,12
John Brown,,,5,0,0,12
John J Sweeney,,,,0,0,12
Roy A Minet,,,,,0,12
Total,329,319,10,2,1,12
,Representative In The General Assembly 198th District,Auditor General,,,,13
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,13
Rosita C Youngblood,5,329,7,3,1,13
Eugene A Depasquale,,2,0,0,0,13
John Brown,,,4,0,0,13
John J Sweeney,,,,1,0,13
Roy A Minet,,,,,1,13
Total,345,331,11,4,2,13
,Representative In The General Assembly 198th District,Auditor General,,,,14
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,14
Rosita C Youngblood,6,390,4,3,1,14
Eugene A Depasquale,,3,0,0,0,14
John Brown,,,2,0,0,14
John J Sweeney,,,,0,0,14
Roy A Minet,,,,,0,14
Total,404,393,6,3,1,14
,Representative In The General Assembly 198th District,Auditor General,,,,15
,Rosita C Youngblood,Eugene A Depasquale,John J Sweeney,John Brown,Roy A Minet,15
Rosita C Youngblood,6,294,5,4,0,15
Eugene A Depasquale,,3,0,0,0,15
John J Sweeney,,,3,0,0,15
John Brown,,,,0,0,15
Roy A Minet,,,,,0,15
Total,309,297,8,4,0,15
,Representative In The General Assembly 198th District,Auditor General,,,,16
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,16
Rosita C Youngblood,9,310,2,3,1,16
Eugene A Depasquale,,9,0,0,0,16
John Brown,,,2,0,0,16
John J Sweeney,,,,1,0,16
Roy A Minet,,,,,1,16
Total,325,319,4,4,2,16
,Representative In The General Assembly 198th District,Auditor General,,,,17
,Rosita C Youngblood,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,17
Rosita C Youngblood,4,358,7,4,1,17
Eugene A Depasquale,,11,0,0,0,17
John Brown,,,0,0,0,17
John J Sweeney,,,,0,0,17
Roy A Minet,,,,,0,17
Total,374,369,7,4,1,17
,Representative In The General Assembly 198th District,Auditor General,,,,18
,Rosita C Youngblood,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,18
Rosita C Youngblood,14,423,3,1,0,18
Eugene A Depasquale,,7,0,0,0,18
John Brown,,,6,0,0,18
Roy A Minet,,,,0,0,18
John J Sweeney,,,,,0,18
Total,441,430,9,1,0,18
,Representative In The General Assembly 198th District,Auditor General,,,,19
