col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 1st District,State Treasurer,,,,All
,Lawrence M Farnese Jr,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Lawrence M Farnese Jr,5,360,37,13,9,All
Joe Torsella,,12,0,0,0,All
Otto Voit,,,85,0,0,All
Kristin Combs,,,,1,0,All
James Babb,,,,,4,All
Total,424,372,122,14,13,All
,Senator In The General Assembly 1st District,State Treasurer,,,,7
,Lawrence M Farnese Jr,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
Lawrence M Farnese Jr,5,360,37,13,9,7
Joe Torsella,,12,0,0,0,7
Otto Voit,,,85,0,0,7
Kristin Combs,,,,1,0,7
James Babb,,,,,4,7
Total,424,372,122,14,13,7
