col_1,col_2,col_3,division
,Representative In Congress 13th District,Representative In The General Assembly 179th District,All
,Brendan F Boyle,Jason T Dawkins,All
Brendan F Boyle,38,"1,675",All
Jason T Dawkins,,13,All
Total,"1,713","1,688",All
,Representative In Congress 13th District,Representative In The General Assembly 179th District,15
,Brendan F Boyle,Jason T Dawkins,15
Brendan F Boyle,3,281,15
Jason T Dawkins,,3,15
Total,284,284,15
,Representative In Congress 13th District,Representative In The General Assembly 179th District,23
,Brendan F Boyle,Jason T Dawkins,23
Brendan F Boyle,14,316,23
Jason T Dawkins,,4,23
Total,330,320,23
,Representative In The General Assembly 179th District,Representative In Congress 13th District,24
,Jason T Dawkins,Brendan F Boyle,24
Jason T Dawkins,3,252,24
Brendan F Boyle,,2,24
Total,255,254,24
,Representative In Congress 13th District,Representative In The General Assembly 179th District,26
,Brendan F Boyle,Jason T Dawkins,26
Brendan F Boyle,6,324,26
Jason T Dawkins,,0,26
Total,330,324,26
,Representative In Congress 13th District,Representative In The General Assembly 179th District,29
,Brendan F Boyle,Jason T Dawkins,29
Brendan F Boyle,7,249,29
Jason T Dawkins,,1,29
Total,256,250,29
,Representative In Congress 13th District,Representative In The General Assembly 179th District,30
,Brendan F Boyle,Jason T Dawkins,30
Brendan F Boyle,6,253,30
Jason T Dawkins,,2,30
Total,259,255,30
