col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,,Representative In Congress 1st District,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Robert A Brady,Deborah Williams,All
Hillary Clinton,397,0,0,0,0,"7,199",115,All
Donald J Trump,,104,0,0,0,298,"1,051",All
Gary Johnson,,,11,0,0,34,31,All
Jill Stein,,,,10,0,54,9,All
Darrell L Castle,,,,,3,10,9,All
Robert A Brady,,,,,,75,0,All
Deborah Williams,,,,,,,22,All
Total,"7,711","1,453",76,73,22,"7,670","1,237",All
,President And Vice President Of The United States,,,,,Representative In Congress 1st District,,1
,Hillary Clinton,Donald J Trump,Jill Stein,Darrell L Castle,Gary Johnson,Robert A Brady,Deborah Williams,1
Hillary Clinton,36,0,0,0,0,349,7,1
Donald J Trump,,6,0,0,0,6,38,1
Jill Stein,,,1,0,0,2,0,1
Darrell L Castle,,,,0,0,0,0,1
Gary Johnson,,,,,0,0,0,1
Robert A Brady,,,,,,2,0,1
Deborah Williams,,,,,,,0,1
Total,392,50,3,0,0,359,45,1
,President And Vice President Of The United States,,,,,Representative In Congress 1st District,,2
,Hillary Clinton,Donald J Trump,Gary Johnson,Darrell L Castle,Jill Stein,Robert A Brady,Deborah Williams,2
Hillary Clinton,21,0,0,0,0,355,9,2
Donald J Trump,,3,0,0,0,3,25,2
Gary Johnson,,,2,0,0,1,0,2
Darrell L Castle,,,,0,0,1,1,2
Jill Stein,,,,,0,2,0,2
Robert A Brady,,,,,,3,0,2
Deborah Williams,,,,,,,1,2
Total,385,31,3,2,2,365,36,2
,President And Vice President Of The United States,,,,,Representative In Congress 1st District,,3
,Hillary Clinton,Donald J Trump,Darrell L Castle,Jill Stein,Gary Johnson,Robert A Brady,Deborah Williams,3
Hillary Clinton,19,0,0,0,0,217,3,3
Donald J Trump,,6,0,0,0,10,39,3
Darrell L Castle,,,0,0,0,2,0,3
Jill Stein,,,,0,0,2,0,3
Gary Johnson,,,,,0,0,1,3
Robert A Brady,,,,,,2,0,3
Deborah Williams,,,,,,,1,3
