col_1,col_2,division
,Representative In The General Assembly 173rd District,All
,Mike Driscoll,All
Mike Driscoll,"1,756",All
Total,"1,756",All
,Representative In The General Assembly 173rd District,4
,Mike Driscoll,4
Mike Driscoll,312,4
Total,312,4
,Representative In The General Assembly 173rd District,5
,Mike Driscoll,5
Mike Driscoll,501,5
Total,501,5
,Representative In The General Assembly 173rd District,7
,Mike Driscoll,7
Mike Driscoll,369,7
Total,369,7
,Representative In The General Assembly 173rd District,26
,Mike Driscoll,26
Mike Driscoll,340,26
Total,340,26
,Representative In The General Assembly 173rd District,28
,Mike Driscoll,28
Mike Driscoll,234,28
Total,234,28
