col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Senator In The General Assembly 5th District,,State Treasurer,,,,All
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
John Sabatina,205,0,"5,547",309,87,32,All
Ross Feinberg,,60,210,"2,366",21,37,All
Joe Torsella,,,60,0,0,0,All
Otto Voit,,,,42,0,0,All
Kristin Combs,,,,,18,0,All
James Babb,,,,,,10,All
Total,"6,180","2,694","5,817","2,717",126,79,All
,Senator In The General Assembly 5th District,,State Treasurer,,,,1
,John Sabatina,Ross Feinberg,Otto Voit,Joe Torsella,Kristin Combs,James Babb,1
John Sabatina,15,0,29,240,4,1,1
Ross Feinberg,,1,235,16,1,3,1
Otto Voit,,,1,0,0,0,1
Joe Torsella,,,,6,0,0,1
Kristin Combs,,,,,1,0,1
James Babb,,,,,,0,1
Total,289,256,265,262,6,4,1
,Senator In The General Assembly 5th District,,State Treasurer,,,,2
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,2
John Sabatina,14,0,259,21,0,2,2
Ross Feinberg,,3,12,176,3,1,2
Joe Torsella,,,6,0,0,0,2
Otto Voit,,,,2,0,0,2
James Babb,,,,,2,0,2
Kristin Combs,,,,,,1,2
Total,296,195,277,199,5,4,2
,Senator In The General Assembly 5th District,,State Treasurer,,,,3
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,3
John Sabatina,6,0,216,5,0,1,3
Ross Feinberg,,1,6,70,1,0,3
Joe Torsella,,,1,0,0,0,3
Otto Voit,,,,1,0,0,3
James Babb,,,,,0,0,3
Kristin Combs,,,,,,0,3
Total,228,78,223,76,1,1,3
,Senator In The General Assembly 5th District,,State Treasurer,,,,4
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,4
John Sabatina,16,0,351,15,1,2,4
Ross Feinberg,,7,20,132,3,1,4
Joe Torsella,,,4,0,0,0,4
Otto Voit,,,,2,0,0,4
James Babb,,,,,0,0,4
Kristin Combs,,,,,,0,4
Total,385,163,375,149,4,3,4
,Senator In The General Assembly 5th District,,State Treasurer,,,,5
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,5
John Sabatina,4,0,186,10,7,3,5
Ross Feinberg,,3,2,70,0,2,5
Joe Torsella,,,1,0,0,0,5
Otto Voit,,,,0,0,0,5
Kristin Combs,,,,,0,0,5
James Babb,,,,,,0,5
Total,210,77,189,80,7,5,5
,Senator In The General Assembly 5th District,,State Treasurer,,,,6
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
John Sabatina,1,0,154,7,5,0,6
Ross Feinberg,,0,4,32,0,0,6
Joe Torsella,,,0,0,0,0,6
Otto Voit,,,,1,0,0,6
Kristin Combs,,,,,0,0,6
James Babb,,,,,,0,6
Total,167,36,158,40,5,0,6
,Senator In The General Assembly 5th District,,State Treasurer,,,,7
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
John Sabatina,24,0,309,54,8,0,7
Ross Feinberg,,5,18,238,2,1,7
Joe Torsella,,,4,0,0,0,7
Otto Voit,,,,5,0,0,7
Kristin Combs,,,,,1,0,7
James Babb,,,,,,3,7
Total,395,264,331,297,11,4,7
,State Treasurer,,,,Senator In The General Assembly 5th District,,8
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,John Sabatina,Ross Feinberg,8
Joe Torsella,3,0,0,0,196,10,8
Otto Voit,,1,0,0,5,96,8
Kristin Combs,,,1,0,2,2,8
James Babb,,,,0,0,2,8
John Sabatina,,,,,4,0,8
Ross Feinberg,,,,,,3,8
Total,209,102,5,2,207,113,8
,Senator In The General Assembly 5th District,,State Treasurer,,,,9
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,9
John Sabatina,8,0,286,13,2,1,9
Ross Feinberg,,2,15,131,0,1,9
Joe Torsella,,,4,0,0,0,9
Otto Voit,,,,3,0,0,9
Kristin Combs,,,,,1,0,9
James Babb,,,,,,0,9
Total,310,149,305,147,3,2,9
,Senator In The General Assembly 5th District,,State Treasurer,,,,10
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,10
John Sabatina,14,0,302,24,1,3,10
Ross Feinberg,,4,16,213,5,3,10
Joe Torsella,,,3,0,0,0,10
Otto Voit,,,,5,0,0,10
James Babb,,,,,0,0,10
Kristin Combs,,,,,,0,10
Total,344,241,321,242,6,6,10
,Senator In The General Assembly 5th District,,State Treasurer,,,,11
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,11
John Sabatina,3,0,284,13,7,5,11
Ross Feinberg,,2,7,84,3,4,11
Joe Torsella,,,4,0,0,0,11
Otto Voit,,,,1,0,0,11
Kristin Combs,,,,,1,0,11
James Babb,,,,,,0,11
Total,312,100,295,98,11,9,11
,Senator In The General Assembly 5th District,,State Treasurer,,,,12
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,12
John Sabatina,2,0,143,4,0,1,12
Ross Feinberg,,1,3,17,1,0,12
Joe Torsella,,,0,0,0,0,12
Otto Voit,,,,5,0,0,12
James Babb,,,,,1,0,12
Kristin Combs,,,,,,0,12
Total,150,22,146,26,2,1,12
,Senator In The General Assembly 5th District,,State Treasurer,,,,13
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,13
John Sabatina,1,0,105,6,1,1,13
Ross Feinberg,,0,6,30,0,0,13
Joe Torsella,,,1,0,0,0,13
Otto Voit,,,,1,0,0,13
James Babb,,,,,0,0,13
Kristin Combs,,,,,,0,13
Total,114,36,112,37,1,1,13
,Senator In The General Assembly 5th District,,State Treasurer,,,,14
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,14
John Sabatina,7,0,197,3,1,1,14
Ross Feinberg,,0,2,25,1,0,14
Joe Torsella,,,1,0,0,0,14
Otto Voit,,,,0,0,0,14
James Babb,,,,,0,0,14
Kristin Combs,,,,,,1,14
Total,209,28,200,28,2,2,14
,Senator In The General Assembly 5th District,,State Treasurer,,,,15
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,15
John Sabatina,4,0,233,7,5,2,15
Ross Feinberg,,0,3,27,2,2,15
Joe Torsella,,,2,0,0,0,15
Otto Voit,,,,1,0,0,15
Kristin Combs,,,,,2,0,15
James Babb,,,,,,0,15
Total,251,34,238,35,9,4,15
,Senator In The General Assembly 5th District,,State Treasurer,,,,16
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,James Babb,Kristin Combs,16
John Sabatina,6,0,193,6,2,3,16
Ross Feinberg,,1,5,69,1,0,16
Joe Torsella,,,0,0,0,0,16
Otto Voit,,,,0,0,0,16
James Babb,,,,,0,0,16
Kristin Combs,,,,,,0,16
Total,210,76,198,75,3,3,16
,Senator In The General Assembly 5th District,,State Treasurer,,,,17
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,17
John Sabatina,11,0,325,4,7,2,17
Ross Feinberg,,9,10,69,0,1,17
Joe Torsella,,,5,0,0,0,17
Otto Voit,,,,0,0,0,17
Kristin Combs,,,,,2,0,17
James Babb,,,,,,3,17
Total,349,89,340,73,9,6,17
,Senator In The General Assembly 5th District,,State Treasurer,,,,18
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,18
John Sabatina,4,0,285,2,2,0,18
Ross Feinberg,,0,2,51,0,1,18
Joe Torsella,,,1,0,0,0,18
Otto Voit,,,,1,0,0,18
Kristin Combs,,,,,1,0,18
James Babb,,,,,,0,18
Total,293,54,288,54,3,1,18
,Senator In The General Assembly 5th District,,State Treasurer,,,,19
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,19
John Sabatina,5,0,203,11,3,1,19
Ross Feinberg,,2,8,97,2,0,19
Joe Torsella,,,1,0,0,0,19
Otto Voit,,,,1,0,0,19
Kristin Combs,,,,,0,0,19
James Babb,,,,,,0,19
Total,223,109,212,109,5,1,19
,Senator In The General Assembly 5th District,,State Treasurer,,,,20
,John Sabatina,Ross Feinberg,Joe Torsella,Otto Voit,Kristin Combs,James Babb,20
John Sabatina,34,0,498,35,9,2,20
Ross Feinberg,,10,21,201,2,1,20
