col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,United States Senator,,,Auditor General,,,,All
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Katie Mcginty,"16,219",0,0,"509,070","10,375","7,851","1,206",All
Pat Toomey,,"7,470",0,"15,406","88,781","1,555",908,All
Edward T Clifford Iii,,,291,"2,184",968,"1,683","2,525",All
Eugene A Depasquale,,,,"5,417",0,0,0,All
John Brown,,,,,"1,269",0,0,All
John J Sweeney,,,,,,819,0,All
Roy A Minet,,,,,,,55,All
Total,"544,721","114,120","7,651","532,077","101,393","11,908","4,694",All
