col_1,col_2,col_3,col_4,col_5,division
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,All
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,All
Dwight Evans,63,0,"3,109",81,All
James A Jones,,11,66,451,All
Pam Delissio,,,34,0,All
Bill Pounds,,,,14,All
Total,"3,253",528,"3,209",546,All
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,1
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,1
Dwight Evans,4,0,287,0,1
James A Jones,,0,0,3,1
Pam Delissio,,,2,0,1
Bill Pounds,,,,0,1
Total,291,3,289,3,1
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,7
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,7
Dwight Evans,11,0,418,3,7
James A Jones,,0,0,5,7
Pam Delissio,,,3,0,7
Bill Pounds,,,,0,7
Total,432,5,421,8,7
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,8
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,8
Dwight Evans,17,0,356,1,8
James A Jones,,0,1,2,8
Pam Delissio,,,1,0,8
Bill Pounds,,,,0,8
Total,374,3,358,3,8
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,12
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,12
Dwight Evans,5,0,306,18,12
James A Jones,,0,7,54,12
Pam Delissio,,,4,0,12
Bill Pounds,,,,0,12
Total,329,61,317,72,12
,Representative In The General Assembly 194th District,,Representative In Congress 2nd District,,13
,Pam Delissio,Bill Pounds,Dwight Evans,James A Jones,13
Pam Delissio,4,0,328,11,13
Bill Pounds,,2,9,76,13
Dwight Evans,,,5,0,13
James A Jones,,,,2,13
Total,343,87,342,89,13
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,14
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,14
Dwight Evans,3,0,312,17,14
James A Jones,,2,5,65,14
Pam Delissio,,,3,0,14
Bill Pounds,,,,2,14
Total,332,72,320,84,14
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,15
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,15
Dwight Evans,5,0,365,11,15
James A Jones,,2,9,57,15
Pam Delissio,,,5,0,15
Bill Pounds,,,,1,15
Total,381,68,379,69,15
,Representative In Congress 2nd District,,Representative In The General Assembly 194th District,,16
,Dwight Evans,James A Jones,Pam Delissio,Bill Pounds,16
Dwight Evans,7,0,285,15,16
James A Jones,,3,17,86,16
Pam Delissio,,,3,0,16
Bill Pounds,,,,1,16
Total,307,106,305,102,16
,Representative In The General Assembly 194th District,,Representative In Congress 2nd District,,19
,Pam Delissio,Bill Pounds,Dwight Evans,James A Jones,19
Pam Delissio,2,0,243,3,19
Bill Pounds,,0,1,21,19
Dwight Evans,,,3,0,19
James A Jones,,,,0,19
Total,248,22,247,24,19
,Representative In The General Assembly 194th District,,Representative In Congress 2nd District,,20
,Pam Delissio,Bill Pounds,Dwight Evans,James A Jones,20
Pam Delissio,7,0,209,13,20
Bill Pounds,,8,6,82,20
Dwight Evans,,,3,0,20
James A Jones,,,,2,20
Total,229,96,218,97,20
