col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District,Attorney General,,All
,Brendan F Boyle,Josh Shapiro,John Rafferty,All
Brendan F Boyle,70,"9,722",187,All
Josh Shapiro,,118,0,All
John Rafferty,,,427,All
Total,"9,979","9,840",614,All
,Representative In Congress 13th District,Attorney General,,1
,Brendan F Boyle,Josh Shapiro,John Rafferty,1
Brendan F Boyle,4,464,13,1
Josh Shapiro,,8,0,1
John Rafferty,,,29,1
Total,481,472,42,1
,Representative In Congress 13th District,Attorney General,,2
,Brendan F Boyle,Josh Shapiro,John Rafferty,2
Brendan F Boyle,3,331,12,2
Josh Shapiro,,4,0,2
John Rafferty,,,14,2
Total,346,335,26,2
,Representative In Congress 13th District,Attorney General,,3
,Brendan F Boyle,Josh Shapiro,John Rafferty,3
Brendan F Boyle,1,310,11,3
Josh Shapiro,,8,0,3
John Rafferty,,,10,3
Total,322,318,21,3
,Representative In Congress 13th District,Attorney General,,4
,Brendan F Boyle,Josh Shapiro,John Rafferty,4
Brendan F Boyle,7,326,5,4
Josh Shapiro,,5,0,4
John Rafferty,,,8,4
Total,338,331,13,4
,Representative In Congress 13th District,Attorney General,,5
,Brendan F Boyle,Josh Shapiro,John Rafferty,5
Brendan F Boyle,4,455,8,5
Josh Shapiro,,6,0,5
John Rafferty,,,8,5
Total,467,461,16,5
,Representative In Congress 13th District,Attorney General,,6
,Brendan F Boyle,Josh Shapiro,John Rafferty,6
Brendan F Boyle,3,272,8,6
Josh Shapiro,,11,0,6
John Rafferty,,,14,6
Total,283,283,22,6
,Attorney General,,Representative In Congress 13th District,7
,Josh Shapiro,John Rafferty,Brendan F Boyle,7
Josh Shapiro,8,0,341,7
John Rafferty,,14,1,7
Brendan F Boyle,,,0,7
Total,349,15,342,7
,Representative In Congress 13th District,Attorney General,,8
,Brendan F Boyle,Josh Shapiro,John Rafferty,8
Brendan F Boyle,2,404,9,8
Josh Shapiro,,4,0,8
John Rafferty,,,24,8
Total,415,408,33,8
,Representative In Congress 13th District,Attorney General,,9
,Brendan F Boyle,Josh Shapiro,John Rafferty,9
Brendan F Boyle,1,304,7,9
Josh Shapiro,,3,0,9
John Rafferty,,,13,9
Total,312,307,20,9
,Representative In Congress 13th District,Attorney General,,10
,Brendan F Boyle,Josh Shapiro,John Rafferty,10
Brendan F Boyle,1,341,8,10
Josh Shapiro,,2,0,10
John Rafferty,,,22,10
Total,350,343,30,10
,Representative In Congress 13th District,Attorney General,,11
,Brendan F Boyle,Josh Shapiro,John Rafferty,11
Brendan F Boyle,1,444,5,11
Josh Shapiro,,2,0,11
John Rafferty,,,17,11
Total,450,446,22,11
,Representative In Congress 13th District,Attorney General,,12
,Brendan F Boyle,Josh Shapiro,John Rafferty,12
Brendan F Boyle,4,335,6,12
Josh Shapiro,,4,0,12
John Rafferty,,,3,12
Total,345,339,9,12
,Representative In Congress 13th District,Attorney General,,13
,Brendan F Boyle,Josh Shapiro,John Rafferty,13
Brendan F Boyle,4,613,6,13
Josh Shapiro,,3,0,13
John Rafferty,,,17,13
Total,623,616,23,13
,Representative In Congress 13th District,Attorney General,,14
,Brendan F Boyle,Josh Shapiro,John Rafferty,14
Brendan F Boyle,4,416,5,14
Josh Shapiro,,2,0,14
