col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 202nd District,Attorney General,,All
,Jared Solomon,Josh Shapiro,John Rafferty,All
Jared Solomon,42,"3,511",192,All
Josh Shapiro,,87,0,All
John Rafferty,,,336,All
Total,"3,745","3,598",528,All
,Representative In The General Assembly 202nd District,Attorney General,,2
,Jared Solomon,Josh Shapiro,John Rafferty,2
Jared Solomon,1,344,16,2
Josh Shapiro,,7,0,2
John Rafferty,,,20,2
Total,361,351,36,2
,Representative In The General Assembly 202nd District,Attorney General,,3
,Jared Solomon,Josh Shapiro,John Rafferty,3
Jared Solomon,5,283,12,3
Josh Shapiro,,5,0,3
John Rafferty,,,13,3
Total,300,288,25,3
,Representative In The General Assembly 202nd District,Attorney General,,4
,Jared Solomon,Josh Shapiro,John Rafferty,4
Jared Solomon,1,291,10,4
Josh Shapiro,,5,0,4
John Rafferty,,,24,4
Total,302,296,34,4
,Representative In The General Assembly 202nd District,Attorney General,,5
,Jared Solomon,Josh Shapiro,John Rafferty,5
Jared Solomon,4,248,17,5
Josh Shapiro,,7,0,5
John Rafferty,,,27,5
Total,269,255,44,5
,Representative In The General Assembly 202nd District,Attorney General,,6
,Jared Solomon,Josh Shapiro,John Rafferty,6
Jared Solomon,7,249,9,6
Josh Shapiro,,14,0,6
John Rafferty,,,19,6
Total,265,263,28,6
,Representative In The General Assembly 202nd District,Attorney General,,7
,Jared Solomon,Josh Shapiro,John Rafferty,7
Jared Solomon,4,224,23,7
Josh Shapiro,,4,0,7
John Rafferty,,,26,7
Total,251,228,49,7
,Representative In The General Assembly 202nd District,Attorney General,,8
,Jared Solomon,Josh Shapiro,John Rafferty,8
Jared Solomon,6,205,9,8
Josh Shapiro,,5,0,8
John Rafferty,,,34,8
Total,220,210,43,8
,Representative In The General Assembly 202nd District,Attorney General,,9
,Jared Solomon,Josh Shapiro,John Rafferty,9
Jared Solomon,3,305,19,9
Josh Shapiro,,11,0,9
John Rafferty,,,25,9
Total,327,316,44,9
,Representative In The General Assembly 202nd District,Attorney General,,11
,Jared Solomon,Josh Shapiro,John Rafferty,11
Jared Solomon,1,206,3,11
Josh Shapiro,,0,0,11
John Rafferty,,,22,11
Total,210,206,25,11
,Representative In The General Assembly 202nd District,Attorney General,,12
,Jared Solomon,Josh Shapiro,John Rafferty,12
Jared Solomon,0,269,17,12
Josh Shapiro,,5,0,12
John Rafferty,,,16,12
Total,286,274,33,12
,Representative In The General Assembly 202nd District,Attorney General,,13
,Jared Solomon,Josh Shapiro,John Rafferty,13
Jared Solomon,3,223,16,13
Josh Shapiro,,6,0,13
John Rafferty,,,28,13
Total,242,229,44,13
,Representative In The General Assembly 202nd District,Attorney General,,16
,Jared Solomon,Josh Shapiro,John Rafferty,16
Jared Solomon,3,195,14,16
Josh Shapiro,,5,0,16
John Rafferty,,,36,16
Total,212,200,50,16
,Representative In The General Assembly 202nd District,Attorney General,,17
,Jared Solomon,Josh Shapiro,John Rafferty,17
Jared Solomon,1,227,13,17
Josh Shapiro,,6,0,17
John Rafferty,,,17,17
Total,241,233,30,17
,Representative In The General Assembly 202nd District,Attorney General,,18
,Jared Solomon,Josh Shapiro,John Rafferty,18
Jared Solomon,3,242,14,18
Josh Shapiro,,7,0,18
John Rafferty,,,29,18
Total,259,249,43,18
