col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Auditor General,,,,Special Election Representative In Congress 2nd District,,All
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,All
Eugene A Depasquale,"2,016",0,0,0,"10,149",65,All
John Brown,,219,0,0,118,550,All
John J Sweeney,,,81,0,197,23,All
Roy A Minet,,,,30,46,27,All
Dwight Evans,,,,,384,0,All
James Jones,,,,,,20,All
Total,"12,230",887,301,103,"10,894",685,All
,Auditor General,,,,Special Election Representative In Congress 2nd District,,1
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,1
Eugene A Depasquale,64,0,0,0,251,1,1
John Brown,,10,0,0,3,10,1
John J Sweeney,,,1,0,5,1,1
Roy A Minet,,,,1,1,0,1
Dwight Evans,,,,,7,0,1
James Jones,,,,,,1,1
Total,316,23,7,2,267,13,1
,Auditor General,,,,Special Election Representative In Congress 2nd District,,2
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,2
Eugene A Depasquale,60,0,0,0,221,1,2
John Brown,,5,0,0,0,19,2
John J Sweeney,,,1,0,8,1,2
Roy A Minet,,,,3,3,3,2
Dwight Evans,,,,,14,0,2
James Jones,,,,,,0,2
Total,282,24,10,9,246,24,2
,Auditor General,,,,Special Election Representative In Congress 2nd District,,3
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,3
Eugene A Depasquale,25,0,0,0,271,2,3
John Brown,,4,0,0,4,10,3
John J Sweeney,,,0,0,5,0,3
Roy A Minet,,,,0,2,2,3
Dwight Evans,,,,,6,0,3
James Jones,,,,,,0,3
Total,298,18,5,4,288,14,3
,Auditor General,,,,Special Election Representative In Congress 2nd District,,4
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,4
Eugene A Depasquale,31,0,0,0,190,0,4
John Brown,,2,0,0,1,4,4
John J Sweeney,,,1,0,3,0,4
Roy A Minet,,,,0,1,1,4
Dwight Evans,,,,,5,0,4
James Jones,,,,,,0,4
Total,221,7,4,2,200,5,4
,Auditor General,,,,Special Election Representative In Congress 2nd District,,5
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,5
Eugene A Depasquale,41,0,0,0,288,3,5
John Brown,,5,0,0,6,14,5
John J Sweeney,,,0,0,3,1,5
Roy A Minet,,,,0,2,1,5
Dwight Evans,,,,,6,0,5
James Jones,,,,,,1,5
Total,332,25,4,3,305,20,5
,Auditor General,,,,Special Election Representative In Congress 2nd District,,6
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,6
Eugene A Depasquale,54,0,0,0,306,0,6
John Brown,,6,0,0,4,13,6
John J Sweeney,,,1,0,6,0,6
Roy A Minet,,,,3,0,0,6
Dwight Evans,,,,,9,0,6
James Jones,,,,,,0,6
Total,360,23,7,3,325,13,6
,Auditor General,,,,Special Election Representative In Congress 2nd District,,7
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,7
Eugene A Depasquale,49,0,0,0,255,5,7
John Brown,,6,0,0,5,17,7
John J Sweeney,,,5,0,6,0,7
Roy A Minet,,,,1,3,1,7
Dwight Evans,,,,,12,0,7
James Jones,,,,,,1,7
Total,309,28,11,5,281,24,7
,Auditor General,,,,Special Election Representative In Congress 2nd District,,8
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,8
Eugene A Depasquale,40,0,0,0,252,3,8
John Brown,,2,0,0,3,9,8
John J Sweeney,,,1,0,6,0,8
Roy A Minet,,,,0,2,0,8
Dwight Evans,,,,,6,0,8
James Jones,,,,,,0,8
Total,295,14,7,2,269,12,8
,Auditor General,,,,Special Election Representative In Congress 2nd District,,9
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,9
Eugene A Depasquale,48,0,0,0,280,2,9
John Brown,,8,0,0,3,7,9
John J Sweeney,,,2,0,7,0,9
Roy A Minet,,,,0,1,0,9
Dwight Evans,,,,,6,0,9
James Jones,,,,,,0,9
Total,330,18,9,1,297,9,9
,Special Election Representative In Congress 2nd District,,Auditor General,,,,10
,Dwight Evans,James Jones,Eugene A Depasquale,John J Sweeney,John Brown,Roy A Minet,10
Dwight Evans,36,0,258,17,4,2,10
James Jones,,1,2,0,3,1,10
Eugene A Depasquale,,,34,0,0,0,10
John J Sweeney,,,,1,0,0,10
John Brown,,,,,2,0,10
Roy A Minet,,,,,,0,10
Total,317,7,294,18,9,3,10
,Auditor General,,,,Special Election Representative In Congress 2nd District,,11
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,11
Eugene A Depasquale,40,0,0,0,274,2,11
John Brown,,3,0,0,0,6,11
John J Sweeney,,,0,0,4,0,11
Roy A Minet,,,,1,1,0,11
Dwight Evans,,,,,6,0,11
James Jones,,,,,,1,11
Total,316,9,4,2,285,9,11
,Auditor General,,,,Special Election Representative In Congress 2nd District,,12
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,12
Eugene A Depasquale,71,0,0,0,145,1,12
John Brown,,3,0,0,0,5,12
John J Sweeney,,,2,0,5,1,12
Roy A Minet,,,,0,0,0,12
Dwight Evans,,,,,9,0,12
James Jones,,,,,,1,12
Total,217,8,8,0,159,8,12
,Auditor General,,,,Special Election Representative In Congress 2nd District,,13
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,13
Eugene A Depasquale,48,0,0,0,301,0,13
John Brown,,2,0,0,5,4,13
John J Sweeney,,,4,0,5,0,13
Roy A Minet,,,,0,0,0,13
Dwight Evans,,,,,6,0,13
James Jones,,,,,,1,13
Total,349,11,9,0,317,5,13
,Auditor General,,,,Special Election Representative In Congress 2nd District,,14
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,14
Eugene A Depasquale,37,0,0,0,178,1,14
John Brown,,14,0,0,7,38,14
John J Sweeney,,,0,0,5,0,14
Roy A Minet,,,,2,0,0,14
Dwight Evans,,,,,9,0,14
James Jones,,,,,,0,14
Total,216,59,5,2,199,39,14
,Auditor General,,,,Special Election Representative In Congress 2nd District,,15
,Eugene A Depasquale,John J Sweeney,John Brown,Roy A Minet,Dwight Evans,James Jones,15
Eugene A Depasquale,53,0,0,0,242,2,15
John J Sweeney,,3,0,0,5,0,15
John Brown,,,3,0,2,2,15
Roy A Minet,,,,0,0,0,15
Dwight Evans,,,,,29,0,15
James Jones,,,,,,0,15
Total,297,8,7,0,278,4,15
,Auditor General,,,,Special Election Representative In Congress 2nd District,,16
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,16
Eugene A Depasquale,38,0,0,0,277,0,16
John Brown,,3,0,0,1,4,16
John J Sweeney,,,1,0,2,1,16
Roy A Minet,,,,0,1,0,16
Dwight Evans,,,,,11,0,16
James Jones,,,,,,1,16
Total,315,8,4,1,292,6,16
,Auditor General,,,,Special Election Representative In Congress 2nd District,,17
,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,Dwight Evans,James Jones,17
Eugene A Depasquale,45,0,0,0,209,0,17
John Brown,,2,0,0,2,6,17
Roy A Minet,,,1,0,0,2,17
John J Sweeney,,,,0,1,0,17
Dwight Evans,,,,,5,0,17
James Jones,,,,,,0,17
Total,254,10,3,1,217,8,17
,Auditor General,,,,Special Election Representative In Congress 2nd District,,18
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,18
Eugene A Depasquale,48,0,0,0,211,1,18
John Brown,,2,0,0,3,4,18
John J Sweeney,,,1,0,2,0,18
Roy A Minet,,,,0,1,0,18
Dwight Evans,,,,,10,0,18
James Jones,,,,,,0,18
Total,260,9,3,1,227,5,18
,Auditor General,,,,Special Election Representative In Congress 2nd District,,19
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,19
Eugene A Depasquale,61,0,0,0,304,2,19
John Brown,,2,0,0,3,2,19
John J Sweeney,,,2,0,1,0,19
Roy A Minet,,,,2,1,0,19
Dwight Evans,,,,,5,0,19
James Jones,,,,,,0,19
Total,367,7,3,3,314,4,19
,Auditor General,,,,Special Election Representative In Congress 2nd District,,20
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,20
Eugene A Depasquale,23,0,0,0,244,1,20
John Brown,,5,0,0,1,12,20
John J Sweeney,,,1,0,2,0,20
Roy A Minet,,,,1,1,0,20
Dwight Evans,,,,,4,0,20
James Jones,,,,,,0,20
Total,268,18,3,2,252,13,20
,Auditor General,,,,Special Election Representative In Congress 2nd District,,21
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,21
Eugene A Depasquale,41,0,0,0,224,0,21
John Brown,,3,0,0,2,2,21
John J Sweeney,,,4,0,0,0,21
Roy A Minet,,,,1,0,0,21
Dwight Evans,,,,,11,0,21
James Jones,,,,,,0,21
Total,265,7,4,1,237,2,21
,Auditor General,,,,Special Election Representative In Congress 2nd District,,22
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,22
Eugene A Depasquale,35,0,0,0,226,2,22
John Brown,,3,0,0,0,1,22
John J Sweeney,,,1,0,2,0,22
Roy A Minet,,,,0,0,0,22
Dwight Evans,,,,,4,0,22
James Jones,,,,,,0,22
Total,263,4,3,0,232,3,22
,Auditor General,,,,Special Election Representative In Congress 2nd District,,23
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,23
Eugene A Depasquale,53,0,0,0,205,1,23
John Brown,,5,0,0,1,5,23
John J Sweeney,,,6,0,2,0,23
Roy A Minet,,,,1,1,0,23
Dwight Evans,,,,,10,0,23
James Jones,,,,,,0,23
Total,259,11,8,2,219,6,23
,Auditor General,,,,Special Election Representative In Congress 2nd District,,24
,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,Dwight Evans,James Jones,24
Eugene A Depasquale,37,0,0,0,202,1,24
John Brown,,3,0,0,1,12,24
Roy A Minet,,,0,0,2,2,24
John J Sweeney,,,,1,0,0,24
Dwight Evans,,,,,6,0,24
James Jones,,,,,,1,24
Total,240,16,4,1,211,16,24
,Auditor General,,,,Special Election Representative In Congress 2nd District,,25
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,25
Eugene A Depasquale,53,0,0,0,198,1,25
John Brown,,10,0,0,2,22,25
John J Sweeney,,,1,0,0,0,25
Roy A Minet,,,,0,0,1,25
Dwight Evans,,,,,11,0,25
James Jones,,,,,,0,25
Total,252,34,1,1,211,24,25
,Auditor General,,,,Special Election Representative In Congress 2nd District,,26
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,26
Eugene A Depasquale,28,0,0,0,191,1,26
John Brown,,11,0,0,5,18,26
John J Sweeney,,,3,0,0,1,26
Roy A Minet,,,,0,1,0,26
Dwight Evans,,,,,6,0,26
James Jones,,,,,,1,26
Total,220,34,4,1,203,21,26
,Auditor General,,,,Special Election Representative In Congress 2nd District,,27
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,27
Eugene A Depasquale,53,0,0,0,202,2,27
John Brown,,15,0,0,6,42,27
John J Sweeney,,,1,0,2,5,27
Roy A Minet,,,,0,1,0,27
Dwight Evans,,,,,5,0,27
James Jones,,,,,,0,27
Total,257,63,8,1,216,49,27
,Auditor General,,,,Special Election Representative In Congress 2nd District,,28
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,28
Eugene A Depasquale,71,0,0,0,265,0,28
John Brown,,2,0,0,3,8,28
John J Sweeney,,,0,0,2,0,28
Roy A Minet,,,,1,1,0,28
Dwight Evans,,,,,19,0,28
James Jones,,,,,,1,28
Total,336,13,2,2,290,9,28
,Auditor General,,,,Special Election Representative In Congress 2nd District,,29
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,29
Eugene A Depasquale,51,0,0,0,191,2,29
John Brown,,10,0,0,3,39,29
John J Sweeney,,,2,0,6,1,29
Roy A Minet,,,,2,1,2,29
Dwight Evans,,,,,4,0,29
James Jones,,,,,,0,29
Total,244,52,9,5,205,44,29
,Auditor General,,,,Special Election Representative In Congress 2nd District,,30
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,30
Eugene A Depasquale,45,0,0,0,158,1,30
John Brown,,6,0,0,2,10,30
John J Sweeney,,,2,0,0,2,30
Roy A Minet,,,,0,1,1,30
Dwight Evans,,,,,11,0,30
James Jones,,,,,,0,30
Total,204,18,4,2,172,14,30
,Auditor General,,,,Special Election Representative In Congress 2nd District,,31
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,31
Eugene A Depasquale,45,0,0,0,268,2,31
John Brown,,2,0,0,6,13,31
John J Sweeney,,,4,0,3,1,31
Roy A Minet,,,,0,2,1,31
Dwight Evans,,,,,14,0,31
James Jones,,,,,,2,31
Total,315,21,8,3,293,19,31
,Auditor General,,,,Special Election Representative In Congress 2nd District,,32
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,32
Eugene A Depasquale,56,0,0,0,280,0,32
John Brown,,1,0,0,1,2,32
John J Sweeney,,,2,0,1,1,32
Roy A Minet,,,,0,0,0,32
Dwight Evans,,,,,10,0,32
James Jones,,,,,,0,32
Total,336,4,4,0,292,3,32
,Auditor General,,,,Special Election Representative In Congress 2nd District,,33
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,33
Eugene A Depasquale,60,0,0,0,242,2,33
John Brown,,11,0,0,4,22,33
John J Sweeney,,,3,0,2,0,33
Roy A Minet,,,,1,0,0,33
Dwight Evans,,,,,8,0,33
James Jones,,,,,,0,33
Total,304,37,5,1,256,24,33
,Auditor General,,,,Special Election Representative In Congress 2nd District,,34
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,34
Eugene A Depasquale,46,0,0,0,253,1,34
John Brown,,8,0,0,3,28,34
John J Sweeney,,,6,0,7,0,34
Roy A Minet,,,,0,1,2,34
Dwight Evans,,,,,4,0,34
James Jones,,,,,,0,34
Total,300,39,13,3,268,31,34
,Auditor General,,,,Special Election Representative In Congress 2nd District,,35
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,35
Eugene A Depasquale,66,0,0,0,343,1,35
John Brown,,8,0,0,4,20,35
John J Sweeney,,,6,0,9,3,35
Roy A Minet,,,,1,2,0,35
Dwight Evans,,,,,10,0,35
James Jones,,,,,,1,35
Total,410,32,18,3,368,25,35
,Auditor General,,,,Special Election Representative In Congress 2nd District,,36
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,36
Eugene A Depasquale,70,0,0,0,331,4,36
John Brown,,3,0,0,4,28,36
John J Sweeney,,,1,0,16,2,36
Roy A Minet,,,,0,1,3,36
Dwight Evans,,,,,7,0,36
James Jones,,,,,,0,36
Total,405,35,19,4,359,37,36
,Auditor General,,,,Special Election Representative In Congress 2nd District,,37
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,Dwight Evans,James Jones,37
Eugene A Depasquale,64,0,0,0,327,3,37
