col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 1st District,,United States Senator,,,All
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,All
Robert A Brady,111,0,"6,026",485,72,All
Deborah Williams,,15,178,"1,189",40,All
Katie Mcginty,,,168,0,0,All
Pat Toomey,,,,89,0,All
Edward T Clifford Iii,,,,,19,All
Total,"6,694","1,422","6,372","1,763",131,All
,Representative In Congress 1st District,,United States Senator,,,1
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,1
Robert A Brady,5,0,261,19,1,1
Deborah Williams,,0,13,54,0,1
Katie Mcginty,,,3,0,0,1
Pat Toomey,,,,3,0,1
Edward T Clifford Iii,,,,,1,1
Total,286,67,277,76,2,1
,Representative In Congress 1st District,,United States Senator,,,2
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,2
Robert A Brady,6,0,323,15,7,2
Deborah Williams,,0,12,79,1,2
Katie Mcginty,,,5,0,0,2
Pat Toomey,,,,1,0,2
Edward T Clifford Iii,,,,,1,2
Total,351,92,340,95,9,2
,Representative In Congress 1st District,,United States Senator,,,3
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,3
Robert A Brady,10,0,321,30,8,3
Deborah Williams,,1,10,103,4,3
Katie Mcginty,,,6,0,0,3
Pat Toomey,,,,5,0,3
Edward T Clifford Iii,,,,,2,3
Total,369,118,337,138,14,3
,Representative In Congress 1st District,,United States Senator,,,4
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,4
Robert A Brady,8,0,288,29,3,4
Deborah Williams,,0,7,97,7,4
Katie Mcginty,,,8,0,0,4
Pat Toomey,,,,8,0,4
Edward T Clifford Iii,,,,,0,4
Total,328,111,303,134,10,4
,Representative In Congress 1st District,,United States Senator,,,5
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,5
Robert A Brady,3,0,175,10,2,5
Deborah Williams,,0,4,27,0,5
Katie Mcginty,,,7,0,0,5
Pat Toomey,,,,1,0,5
Edward T Clifford Iii,,,,,0,5
Total,190,31,186,38,2,5
,Representative In Congress 1st District,,United States Senator,,,6
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,6
Robert A Brady,5,0,252,12,3,6
Deborah Williams,,0,3,24,1,6
Katie Mcginty,,,8,0,0,6
Pat Toomey,,,,1,0,6
Edward T Clifford Iii,,,,,2,6
Total,272,28,263,37,6,6
,Representative In Congress 1st District,,United States Senator,,,7
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,7
Robert A Brady,3,0,209,6,3,7
Deborah Williams,,0,5,18,0,7
Katie Mcginty,,,6,0,0,7
Pat Toomey,,,,0,0,7
Edward T Clifford Iii,,,,,0,7
Total,221,23,220,24,3,7
,Representative In Congress 1st District,,United States Senator,,,8
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,8
Robert A Brady,3,0,262,16,5,8
Deborah Williams,,0,5,40,0,8
Katie Mcginty,,,8,0,0,8
Pat Toomey,,,,4,0,8
Edward T Clifford Iii,,,,,1,8
Total,286,45,275,60,6,8
,Representative In Congress 1st District,,United States Senator,,,9
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,9
Robert A Brady,3,0,273,21,1,9
Deborah Williams,,1,5,56,1,9
Katie Mcginty,,,17,0,0,9
Pat Toomey,,,,7,0,9
Edward T Clifford Iii,,,,,0,9
Total,298,63,295,84,2,9
,United States Senator,,,Representative In Congress 1st District,,10
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Robert A Brady,Deborah Williams,10
Katie Mcginty,9,0,0,319,10,10
Pat Toomey,,2,0,11,53,10
Edward T Clifford Iii,,,1,3,1,10
Robert A Brady,,,,3,0,10
Deborah Williams,,,,,2,10
Total,338,66,5,336,66,10
,Representative In Congress 1st District,,United States Senator,,,11
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,11
Robert A Brady,2,0,393,22,3,11
Deborah Williams,,2,14,70,2,11
Katie Mcginty,,,6,0,0,11
Pat Toomey,,,,8,0,11
Edward T Clifford Iii,,,,,0,11
Total,420,88,413,100,5,11
,United States Senator,,,Representative In Congress 1st District,,12
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Robert A Brady,Deborah Williams,12
Katie Mcginty,9,0,0,247,5,12
Pat Toomey,,0,0,8,29,12
Edward T Clifford Iii,,,1,0,3,12
Robert A Brady,,,,3,0,12
Deborah Williams,,,,,1,12
Total,261,37,4,258,38,12
,United States Senator,,,Representative In Congress 1st District,,13
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Robert A Brady,Deborah Williams,13
Katie Mcginty,12,0,0,301,7,13
Pat Toomey,,2,0,8,38,13
Edward T Clifford Iii,,,0,2,2,13
Robert A Brady,,,,4,0,13
Deborah Williams,,,,,1,13
Total,320,48,4,315,48,13
,Representative In Congress 1st District,,United States Senator,,,14
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,14
Robert A Brady,4,0,343,13,5,14
Deborah Williams,,1,6,36,1,14
Katie Mcginty,,,6,0,0,14
Pat Toomey,,,,6,0,14
Edward T Clifford Iii,,,,,1,14
Total,365,44,355,55,7,14
,Representative In Congress 1st District,,United States Senator,,,15
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,15
Robert A Brady,7,0,433,34,3,15
Deborah Williams,,0,16,64,4,15
Katie Mcginty,,,11,0,0,15
Pat Toomey,,,,4,0,15
Edward T Clifford Iii,,,,,1,15
Total,477,84,460,102,8,15
,United States Senator,,,Representative In Congress 1st District,,16
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Robert A Brady,Deborah Williams,16
Katie Mcginty,10,0,0,254,7,16
Pat Toomey,,2,0,7,32,16
Edward T Clifford Iii,,,1,3,1,16
Robert A Brady,,,,1,0,16
Deborah Williams,,,,,0,16
Total,271,41,5,265,40,16
,Representative In Congress 1st District,,United States Senator,,,17
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,17
Robert A Brady,8,0,291,47,3,17
Deborah Williams,,1,8,64,2,17
Katie Mcginty,,,4,0,0,17
Pat Toomey,,,,5,0,17
Edward T Clifford Iii,,,,,2,17
Total,349,75,303,116,7,17
,Representative In Congress 1st District,,United States Senator,,,18
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,18
Robert A Brady,11,0,271,55,3,18
Deborah Williams,,1,12,84,3,18
Katie Mcginty,,,13,0,0,18
Pat Toomey,,,,7,0,18
Edward T Clifford Iii,,,,,3,18
Total,340,100,296,146,9,18
,Representative In Congress 1st District,,United States Senator,,,19
,Robert A Brady,Deborah Williams,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,19
Robert A Brady,7,0,227,51,4,19
Deborah Williams,,2,9,75,5,19
Katie Mcginty,,,7,0,0,19
Pat Toomey,,,,4,0,19
