col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,Attorney General,,State Treasurer,,,,All
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Josh Shapiro,168,0,"16,633",64,74,25,All
John Rafferty,,31,135,765,19,7,All
Joe Torsella,,,111,0,0,0,All
Otto Voit,,,,5,0,0,All
Kristin Combs,,,,,20,0,All
James Babb,,,,,,19,All
Total,"16,964",957,"16,879",834,113,51,All
,Attorney General,,State Treasurer,,,,1
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,James Babb,Kristin Combs,1
Josh Shapiro,3,0,229,4,0,0,1
John Rafferty,,1,1,25,0,0,1
Joe Torsella,,,1,0,0,0,1
Otto Voit,,,,0,0,0,1
James Babb,,,,,2,0,1
Kristin Combs,,,,,,0,1
Total,236,27,231,29,2,0,1
,State Treasurer,,,,Attorney General,,2
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Josh Shapiro,John Rafferty,2
Joe Torsella,2,0,0,0,319,2,2
Otto Voit,,1,0,0,0,4,2
Kristin Combs,,,0,0,2,0,2
James Babb,,,,1,0,0,2
Josh Shapiro,,,,,1,0,2
John Rafferty,,,,,,0,2
Total,323,5,2,1,322,6,2
,Attorney General,,State Treasurer,,,,3
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,James Babb,Kristin Combs,3
Josh Shapiro,4,0,493,0,2,2,3
John Rafferty,,0,2,5,0,0,3
Joe Torsella,,,3,0,0,0,3
Otto Voit,,,,0,0,0,3
James Babb,,,,,0,0,3
Kristin Combs,,,,,,0,3
Total,501,7,498,5,2,2,3
,State Treasurer,,,,Attorney General,,4
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Josh Shapiro,John Rafferty,4
Joe Torsella,1,0,0,0,412,4,4
Otto Voit,,0,0,0,0,3,4
James Babb,,,1,0,0,0,4
Kristin Combs,,,,0,0,1,4
Josh Shapiro,,,,,1,0,4
John Rafferty,,,,,,0,4
Total,417,3,1,1,413,8,4
,State Treasurer,,,,Attorney General,,5
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Josh Shapiro,John Rafferty,5
Joe Torsella,3,0,0,0,455,0,5
Otto Voit,,0,0,0,0,6,5
Kristin Combs,,,0,0,1,0,5
James Babb,,,,0,0,0,5
Josh Shapiro,,,,,2,0,5
John Rafferty,,,,,,1,5
Total,458,6,1,0,458,7,5
,State Treasurer,,,,Attorney General,,6
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Josh Shapiro,John Rafferty,6
Joe Torsella,4,0,0,0,283,1,6
Otto Voit,,0,0,0,2,10,6
Kristin Combs,,,0,0,1,0,6
James Babb,,,,0,0,0,6
Josh Shapiro,,,,,0,0,6
John Rafferty,,,,,,2,6
Total,288,12,1,0,286,13,6
,Attorney General,,State Treasurer,,,,7
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
Josh Shapiro,14,0,394,1,1,0,7
John Rafferty,,0,2,7,0,0,7
Joe Torsella,,,3,0,0,0,7
Otto Voit,,,,1,0,0,7
Kristin Combs,,,,,1,0,7
James Babb,,,,,,0,7
Total,410,9,399,9,2,0,7
,Attorney General,,State Treasurer,,,,8
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,James Babb,Kristin Combs,8
Josh Shapiro,6,0,254,1,0,0,8
John Rafferty,,1,2,7,0,0,8
Joe Torsella,,,4,0,0,0,8
Otto Voit,,,,0,0,0,8
James Babb,,,,,1,0,8
Kristin Combs,,,,,,0,8
Total,261,10,260,8,1,0,8
,State Treasurer,,,,Attorney General,,9
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Josh Shapiro,John Rafferty,9
Joe Torsella,4,0,0,0,356,2,9
Otto Voit,,0,0,0,2,6,9
James Babb,,,0,0,2,0,9
Kristin Combs,,,,1,0,0,9
Josh Shapiro,,,,,2,0,9
John Rafferty,,,,,,0,9
Total,362,8,2,1,362,8,9
,Attorney General,,State Treasurer,,,,10
,Josh Shapiro,John Rafferty,Joe Torsella,Otto Voit,Kristin Combs,James Babb,10
Josh Shapiro,1,0,235,3,2,0,10
John Rafferty,,0,3,12,1,0,10
Joe Torsella,,,1,0,0,0,10
Otto Voit,,,,0,0,0,10
Kristin Combs,,,,,1,0,10
James Babb,,,,,,1,10
Total,241,16,239,15,4,1,10
,Attorney General,,State Treasurer,,,,11
