col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,President And Vice President Of The United States,,,,,Representative In The General Assembly 194th District,,All
,Hillary Clinton,Donald J Trump,Gary Johnson,Jill Stein,Darrell L Castle,Pam Delissio,Bill Pounds,All
Hillary Clinton,701,0,0,0,0,"16,398","1,607",All
Donald J Trump,,377,0,0,0,886,"5,454",All
Gary Johnson,,,76,0,0,195,424,All
Jill Stein,,,,44,0,205,73,All
Darrell L Castle,,,,,6,17,30,All
Pam Delissio,,,,,,177,0,All
Bill Pounds,,,,,,,213,All
Total,"18,706","6,717",695,322,53,"17,878","7,801",All
