col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In Congress 2nd District,,United States Senator,,,All
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,All
Dwight Evans,143,0,"9,290",133,56,All
James A Jones,,4,76,222,18,All
Katie Mcginty,,,139,0,0,All
Pat Toomey,,,,11,0,All
Edward T Clifford Iii,,,,,9,All
Total,"9,622",320,"9,505",366,83,All
,Representative In Congress 2nd District,,United States Senator,,,1
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,1
Dwight Evans,8,0,337,6,0,1
James A Jones,,0,3,4,1,1
Katie Mcginty,,,3,0,0,1
Pat Toomey,,,,0,0,1
Edward T Clifford Iii,,,,,0,1
Total,351,8,343,10,1,1
,Representative In Congress 2nd District,,United States Senator,,,2
,Dwight Evans,James A Jones,Katie Mcginty,Edward T Clifford Iii,Pat Toomey,2
Dwight Evans,3,0,417,2,3,2
James A Jones,,0,2,1,0,2
Katie Mcginty,,,2,0,0,2
Edward T Clifford Iii,,,,0,0,2
Pat Toomey,,,,,0,2
Total,425,3,421,3,3,2
,Representative In Congress 2nd District,,United States Senator,,,3
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,3
Dwight Evans,6,0,376,7,3,3
James A Jones,,0,1,2,0,3
Katie Mcginty,,,7,0,0,3
Pat Toomey,,,,0,0,3
Edward T Clifford Iii,,,,,0,3
Total,392,3,384,9,3,3
,Representative In Congress 2nd District,,United States Senator,,,4
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,4
Dwight Evans,11,0,523,9,0,4
James A Jones,,0,4,9,0,4
Katie Mcginty,,,5,0,0,4
Pat Toomey,,,,2,0,4
Edward T Clifford Iii,,,,,1,4
Total,543,13,532,20,1,4
,Representative In Congress 2nd District,,United States Senator,,,5
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,5
Dwight Evans,6,0,495,7,4,5
James A Jones,,1,1,8,0,5
Katie Mcginty,,,4,0,0,5
Pat Toomey,,,,0,0,5
Edward T Clifford Iii,,,,,1,5
Total,512,10,500,15,5,5
,Representative In Congress 2nd District,,United States Senator,,,6
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,6
Dwight Evans,3,0,314,2,2,6
James A Jones,,0,1,1,0,6
Katie Mcginty,,,5,0,0,6
Pat Toomey,,,,0,0,6
Edward T Clifford Iii,,,,,0,6
Total,321,2,320,3,2,6
,Representative In Congress 2nd District,,United States Senator,,,7
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,7
Dwight Evans,7,0,326,5,3,7
James A Jones,,0,1,5,1,7
Katie Mcginty,,,6,0,0,7
Pat Toomey,,,,0,0,7
Edward T Clifford Iii,,,,,0,7
Total,341,7,333,10,4,7
,Representative In Congress 2nd District,,United States Senator,,,8
,Dwight Evans,James A Jones,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,8
Dwight Evans,9,0,338,8,1,8
James A Jones,,0,3,5,1,8
Katie Mcginty,,,5,0,0,8
Pat Toomey,,,,0,0,8
Edward T Clifford Iii,,,,,1,8
Total,356,9,346,13,3,8
,United States Senator,,,Representative In Congress 2nd District,,9
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Dwight Evans,James A Jones,9
Katie Mcginty,5,0,0,312,1,9
Pat Toomey,,1,0,0,2,9
Edward T Clifford Iii,,,0,1,0,9
Dwight Evans,,,,3,0,9
James A Jones,,,,,0,9
