col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 3rd District,State Treasurer,,,,All
,Sharif Street,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Sharif Street,118,"7,727",72,31,15,All
Joe Torsella,,106,0,0,0,All
Otto Voit,,,168,0,0,All
Kristin Combs,,,,16,0,All
James Babb,,,,,4,All
Total,"7,963","7,833",240,47,19,All
,Senator In The General Assembly 3rd District,State Treasurer,,,,1
,Sharif Street,Joe Torsella,Otto Voit,Kristin Combs,James Babb,1
Sharif Street,5,230,3,3,0,1
Joe Torsella,,4,0,0,0,1
Otto Voit,,,6,0,0,1
Kristin Combs,,,,1,0,1
James Babb,,,,,0,1
Total,241,234,9,4,0,1
,Senator In The General Assembly 3rd District,State Treasurer,,,,2
,Sharif Street,Joe Torsella,Otto Voit,James Babb,Kristin Combs,2
Sharif Street,10,483,3,1,2,2
Joe Torsella,,7,0,0,0,2
Otto Voit,,,6,0,0,2
James Babb,,,,1,0,2
Kristin Combs,,,,,0,2
Total,499,490,9,2,2,2
,State Treasurer,,,,Senator In The General Assembly 3rd District,3
,Joe Torsella,Otto Voit,James Babb,Kristin Combs,Sharif Street,3
Joe Torsella,7,0,0,0,378,3
Otto Voit,,13,0,0,3,3
James Babb,,,0,0,1,3
Kristin Combs,,,,0,1,3
Sharif Street,,,,,1,3
Total,385,16,1,1,384,3
,Senator In The General Assembly 3rd District,State Treasurer,,,,4
,Sharif Street,Joe Torsella,Otto Voit,Kristin Combs,James Babb,4
Sharif Street,10,573,5,2,0,4
Joe Torsella,,12,0,0,0,4
Otto Voit,,,9,0,0,4
Kristin Combs,,,,0,0,4
James Babb,,,,,0,4
Total,590,585,14,2,0,4
,State Treasurer,,,,Senator In The General Assembly 3rd District,5
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Sharif Street,5
Joe Torsella,8,0,0,0,362,5
Otto Voit,,3,0,0,2,5
Kristin Combs,,,0,0,1,5
James Babb,,,,0,0,5
Sharif Street,,,,,2,5
Total,370,5,1,0,367,5
,Senator In The General Assembly 3rd District,State Treasurer,,,,6
,Sharif Street,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
Sharif Street,3,341,2,3,0,6
Joe Torsella,,7,0,0,0,6
Otto Voit,,,11,0,0,6
Kristin Combs,,,,0,0,6
James Babb,,,,,0,6
Total,349,348,13,3,0,6
,Senator In The General Assembly 3rd District,State Treasurer,,,,7
,Sharif Street,Joe Torsella,Otto Voit,James Babb,Kristin Combs,7
Sharif Street,7,443,2,0,0,7
Joe Torsella,,3,0,0,0,7
Otto Voit,,,6,0,0,7
James Babb,,,,0,0,7
Kristin Combs,,,,,0,7
Total,452,446,8,0,0,7
,Senator In The General Assembly 3rd District,State Treasurer,,,,8
,Sharif Street,Joe Torsella,Otto Voit,Kristin Combs,James Babb,8
Sharif Street,2,315,3,1,1,8
Joe Torsella,,6,0,0,0,8
Otto Voit,,,8,0,0,8
Kristin Combs,,,,1,0,8
James Babb,,,,,0,8
Total,322,321,11,2,1,8
