col_1,col_2,col_3,col_4,col_5,division
,Auditor General,,,,All
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Eugene A Depasquale,"4,260",0,0,0,All
John Brown,,210,0,0,All
John J Sweeney,,,84,0,All
Roy A Minet,,,,37,All
Total,"4,260",210,84,37,All
,Auditor General,,,,1
,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,1
Eugene A Depasquale,214,0,0,0,1
John Brown,,24,0,0,1
Roy A Minet,,,4,0,1
John J Sweeney,,,,3,1
Total,214,24,4,3,1
,Auditor General,,,,2
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,2
Eugene A Depasquale,150,0,0,0,2
John Brown,,2,0,0,2
John J Sweeney,,,0,0,2
Roy A Minet,,,,0,2
Total,150,2,0,0,2
,Auditor General,,,,3
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,3
Eugene A Depasquale,400,0,0,0,3
John Brown,,31,0,0,3
John J Sweeney,,,18,0,3
Roy A Minet,,,,9,3
Total,400,31,18,9,3
,Auditor General,,,,4
,Eugene A Depasquale,John Brown,Roy A Minet,John J Sweeney,4
Eugene A Depasquale,155,0,0,0,4
John Brown,,8,0,0,4
Roy A Minet,,,1,0,4
John J Sweeney,,,,0,4
Total,155,8,1,0,4
,Auditor General,,,,5
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,5
Eugene A Depasquale,164,0,0,0,5
John Brown,,3,0,0,5
John J Sweeney,,,0,0,5
Roy A Minet,,,,0,5
Total,164,3,0,0,5
,Auditor General,,,,6
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,6
Eugene A Depasquale,164,0,0,0,6
John Brown,,3,0,0,6
John J Sweeney,,,1,0,6
Roy A Minet,,,,0,6
Total,164,3,1,0,6
,Auditor General,,,,7
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,7
Eugene A Depasquale,17,0,0,0,7
John Brown,,1,0,0,7
John J Sweeney,,,0,0,7
Roy A Minet,,,,0,7
Total,17,1,0,0,7
,Auditor General,,,,8
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,8
Eugene A Depasquale,184,0,0,0,8
John Brown,,4,0,0,8
John J Sweeney,,,3,0,8
Roy A Minet,,,,0,8
Total,184,4,3,0,8
,Auditor General,,,,9
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,9
Eugene A Depasquale,170,0,0,0,9
John Brown,,4,0,0,9
John J Sweeney,,,1,0,9
Roy A Minet,,,,0,9
Total,170,4,1,0,9
,Auditor General,,,,10
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,10
Eugene A Depasquale,533,0,0,0,10
John Brown,,44,0,0,10
John J Sweeney,,,20,0,10
Roy A Minet,,,,9,10
Total,533,44,20,9,10
,Auditor General,,,,11
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,11
Eugene A Depasquale,286,0,0,0,11
John Brown,,25,0,0,11
John J Sweeney,,,8,0,11
Roy A Minet,,,,5,11
Total,286,25,8,5,11
,Auditor General,,,,12
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,12
Eugene A Depasquale,317,0,0,0,12
John Brown,,17,0,0,12
John J Sweeney,,,7,0,12
Roy A Minet,,,,3,12
Total,317,17,7,3,12
,Auditor General,,,,13
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,13
Eugene A Depasquale,325,0,0,0,13
John Brown,,9,0,0,13
John J Sweeney,,,4,0,13
Roy A Minet,,,,1,13
Total,325,9,4,1,13
,Auditor General,,,,14
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,14
Eugene A Depasquale,180,0,0,0,14
John Brown,,8,0,0,14
John J Sweeney,,,3,0,14
Roy A Minet,,,,0,14
Total,180,8,3,0,14
,Auditor General,,,,15
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,15
Eugene A Depasquale,247,0,0,0,15
John Brown,,8,0,0,15
John J Sweeney,,,2,0,15
Roy A Minet,,,,2,15
Total,247,8,2,2,15
,Auditor General,,,,16
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,16
Eugene A Depasquale,283,0,0,0,16
John Brown,,4,0,0,16
John J Sweeney,,,1,0,16
Roy A Minet,,,,0,16
Total,283,4,1,0,16
,Auditor General,,,,17
,Eugene A Depasquale,John J Sweeney,John Brown,Roy A Minet,17
Eugene A Depasquale,207,0,0,0,17
John J Sweeney,,9,0,0,17
John Brown,,,7,0,17
Roy A Minet,,,,1,17
Total,207,9,7,1,17
,Auditor General,,,,18
,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,18
Eugene A Depasquale,264,0,0,0,18
John Brown,,8,0,0,18
John J Sweeney,,,4,0,18
Roy A Minet,,,,2,18
Total,264,8,4,2,18
