col_1,col_2,col_3,col_4,division
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,All
,Dwight Evans,James A Jones,Sharif Street,All
Dwight Evans,232,0,"10,431",All
James A Jones,,187,98,All
Sharif Street,,,77,All
Total,"10,663",285,"10,606",All
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,1
,Sharif Street,Dwight Evans,James A Jones,1
Sharif Street,1,366,3,1
Dwight Evans,,2,0,1
James A Jones,,,8,1
Total,370,368,11,1
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,2
,Dwight Evans,James A Jones,Sharif Street,2
Dwight Evans,14,0,689,2
James A Jones,,21,5,2
Sharif Street,,,2,2
Total,703,26,696,2
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,3
,Dwight Evans,James A Jones,Sharif Street,3
Dwight Evans,19,0,629,3
James A Jones,,16,7,3
Sharif Street,,,2,3
Total,648,23,638,3
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,4
,Dwight Evans,James A Jones,Sharif Street,4
Dwight Evans,6,0,371,4
James A Jones,,5,0,4
Sharif Street,,,0,4
Total,377,5,371,4
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,5
,Dwight Evans,James A Jones,Sharif Street,5
Dwight Evans,11,0,456,5
James A Jones,,7,1,5
Sharif Street,,,1,5
Total,467,8,458,5
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,6
,Dwight Evans,James A Jones,Sharif Street,6
Dwight Evans,18,0,394,6
James A Jones,,5,2,6
Sharif Street,,,3,6
Total,412,7,399,6
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,7
,Sharif Street,Dwight Evans,James A Jones,7
Sharif Street,10,487,4,7
Dwight Evans,,8,0,7
James A Jones,,,5,7
Total,501,495,9,7
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,8
,Dwight Evans,James A Jones,Sharif Street,8
Dwight Evans,14,0,484,8
James A Jones,,11,7,8
Sharif Street,,,5,8
Total,498,18,496,8
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,9
,Sharif Street,Dwight Evans,James A Jones,9
Sharif Street,8,617,7,9
Dwight Evans,,10,0,9
James A Jones,,,24,9
Total,632,627,31,9
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,10
,Dwight Evans,James A Jones,Sharif Street,10
Dwight Evans,10,0,394,10
James A Jones,,4,6,10
Sharif Street,,,3,10
Total,404,10,403,10
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,11
,Sharif Street,Dwight Evans,James A Jones,11
Sharif Street,4,375,8,11
Dwight Evans,,10,0,11
James A Jones,,,6,11
Total,387,385,14,11
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,12
,Dwight Evans,James A Jones,Sharif Street,12
Dwight Evans,8,0,447,12
James A Jones,,3,3,12
Sharif Street,,,4,12
Total,455,6,454,12
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,13
,Sharif Street,Dwight Evans,James A Jones,13
Sharif Street,3,264,5,13
Dwight Evans,,4,0,13
James A Jones,,,4,13
Total,272,268,9,13
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,14
,Sharif Street,Dwight Evans,James A Jones,14
Sharif Street,5,564,5,14
Dwight Evans,,8,0,14
James A Jones,,,5,14
Total,574,572,10,14
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,15
,Dwight Evans,James A Jones,Sharif Street,15
Dwight Evans,10,0,423,15
James A Jones,,2,0,15
Sharif Street,,,0,15
Total,433,2,423,15
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,16
,Dwight Evans,James A Jones,Sharif Street,16
Dwight Evans,7,0,418,16
James A Jones,,12,2,16
Sharif Street,,,2,16
Total,425,14,422,16
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,17
,Dwight Evans,James A Jones,Sharif Street,17
Dwight Evans,4,0,482,17
James A Jones,,5,2,17
Sharif Street,,,1,17
Total,486,7,485,17
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,18
,Dwight Evans,James A Jones,Sharif Street,18
Dwight Evans,14,0,454,18
James A Jones,,12,11,18
Sharif Street,,,1,18
Total,468,23,466,18
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,19
,Dwight Evans,James A Jones,Sharif Street,19
Dwight Evans,10,0,456,19
James A Jones,,3,1,19
Sharif Street,,,5,19
Total,466,4,462,19
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,20
,Dwight Evans,James A Jones,Sharif Street,20
Dwight Evans,18,0,495,20
James A Jones,,1,4,20
Sharif Street,,,4,20
Total,513,5,503,20
,Senator In The General Assembly 3rd District,Representative In Congress 2nd District,,21
,Sharif Street,Dwight Evans,James A Jones,21
Sharif Street,7,553,12,21
Dwight Evans,,18,0,21
James A Jones,,,23,21
Total,572,571,35,21
,Representative In Congress 2nd District,,Senator In The General Assembly 3rd District,22
,Dwight Evans,James A Jones,Sharif Street,22
Dwight Evans,9,0,613,22
James A Jones,,5,3,22
Sharif Street,,,6,22
Total,622,8,622,22
