col_1,col_2,col_3,col_4,col_5,division
,Attorney General,,Special Election Representative In Congress 2nd District,,All
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,All
Josh Shapiro,"1,461",0,"6,883",153,All
John Rafferty,,242,136,862,All
Dwight Evans,,,117,0,All
James Jones,,,,11,All
Total,"8,497","1,240","7,136","1,026",All
,Attorney General,,Special Election Representative In Congress 2nd District,,1
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,1
Josh Shapiro,122,0,538,10,1
John Rafferty,,20,12,65,1
Dwight Evans,,,24,0,1
James Jones,,,,1,1
Total,670,97,574,76,1
,Attorney General,,Special Election Representative In Congress 2nd District,,2
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,2
Josh Shapiro,96,0,284,4,2
John Rafferty,,8,8,46,2
Dwight Evans,,,8,0,2
James Jones,,,,2,2
Total,384,62,300,52,2
,Attorney General,,Special Election Representative In Congress 2nd District,,3
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,3
Josh Shapiro,78,0,319,8,3
John Rafferty,,11,4,51,3
Dwight Evans,,,3,0,3
James Jones,,,,0,3
Total,405,66,326,59,3
,Attorney General,,Special Election Representative In Congress 2nd District,,4
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,4
Josh Shapiro,41,0,206,4,4
John Rafferty,,7,7,19,4
Dwight Evans,,,6,0,4
James Jones,,,,1,4
Total,251,33,219,24,4
,Attorney General,,Special Election Representative In Congress 2nd District,,5
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,5
Josh Shapiro,48,0,325,4,5
John Rafferty,,13,5,41,5
Dwight Evans,,,11,0,5
James Jones,,,,1,5
Total,377,59,341,46,5
,Attorney General,,Special Election Representative In Congress 2nd District,,6
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,6
Josh Shapiro,91,0,419,6,6
John Rafferty,,9,12,46,6
Dwight Evans,,,5,0,6
James Jones,,,,1,6
Total,516,67,436,53,6
,Attorney General,,Special Election Representative In Congress 2nd District,,7
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,7
Josh Shapiro,113,0,631,12,7
John Rafferty,,14,11,69,7
Dwight Evans,,,5,0,7
James Jones,,,,0,7
Total,756,94,647,81,7
,Attorney General,,Special Election Representative In Congress 2nd District,,8
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,8
Josh Shapiro,77,0,403,10,8
John Rafferty,,11,5,54,8
Dwight Evans,,,1,0,8
James Jones,,,,1,8
Total,490,70,409,65,8
,Attorney General,,Special Election Representative In Congress 2nd District,,9
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,9
Josh Shapiro,82,0,461,9,9
John Rafferty,,14,11,56,9
Dwight Evans,,,5,0,9
James Jones,,,,0,9
Total,552,81,477,65,9
,Attorney General,,Special Election Representative In Congress 2nd District,,10
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,10
Josh Shapiro,73,0,290,8,10
John Rafferty,,7,5,42,10
Dwight Evans,,,6,0,10
James Jones,,,,1,10
Total,371,54,301,51,10
,Attorney General,,Special Election Representative In Congress 2nd District,,11
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,11
Josh Shapiro,61,0,349,11,11
John Rafferty,,8,6,47,11
Dwight Evans,,,5,0,11
James Jones,,,,0,11
Total,421,61,360,58,11
,Attorney General,,Special Election Representative In Congress 2nd District,,12
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,12
Josh Shapiro,76,0,325,12,12
John Rafferty,,16,8,33,12
Dwight Evans,,,6,0,12
James Jones,,,,0,12
Total,413,57,339,45,12
,Attorney General,,Special Election Representative In Congress 2nd District,,13
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,13
Josh Shapiro,98,0,422,6,13
John Rafferty,,9,5,35,13
Dwight Evans,,,11,0,13
James Jones,,,,0,13
Total,526,49,438,41,13
,Attorney General,,Special Election Representative In Congress 2nd District,,14
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,14
Josh Shapiro,47,0,348,7,14
John Rafferty,,5,2,34,14
Dwight Evans,,,4,0,14
James Jones,,,,1,14
Total,402,41,354,42,14
,Attorney General,,Special Election Representative In Congress 2nd District,,15
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,15
Josh Shapiro,87,0,431,10,15
John Rafferty,,15,4,24,15
Dwight Evans,,,3,0,15
James Jones,,,,0,15
Total,528,43,438,34,15
,Attorney General,,Special Election Representative In Congress 2nd District,,16
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,16
Josh Shapiro,100,0,419,15,16
John Rafferty,,24,14,72,16
Dwight Evans,,,3,0,16
James Jones,,,,2,16
Total,534,110,436,89,16
,Attorney General,,Special Election Representative In Congress 2nd District,,17
,Josh Shapiro,John Rafferty,Dwight Evans,James Jones,17
Josh Shapiro,171,0,713,17,17
John Rafferty,,51,17,128,17
Dwight Evans,,,11,0,17
James Jones,,,,0,17
Total,901,196,741,145,17
