col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,United States Senator,,,State Treasurer,,,,All
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Otto Voit,Kristin Combs,James Babb,All
Katie Mcginty,231,0,0,"8,890",62,133,11,All
Pat Toomey,,23,0,75,209,10,6,All
Edward T Clifford Iii,,,3,29,2,25,29,All
Joe Torsella,,,,110,0,0,0,All
Otto Voit,,,,,9,0,0,All
Kristin Combs,,,,,,13,0,All
James Babb,,,,,,,2,All
Total,"9,327",323,88,"9,104",282,181,48,All
,United States Senator,,,State Treasurer,,,,1
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Kristin Combs,James Babb,Otto Voit,1
Katie Mcginty,11,0,0,404,5,1,1,1
Pat Toomey,,3,0,1,0,0,1,1
Edward T Clifford Iii,,,0,1,0,2,0,1
Joe Torsella,,,,2,0,0,0,1
Kristin Combs,,,,,0,0,0,1
James Babb,,,,,,0,0,1
Otto Voit,,,,,,,1,1
Total,422,5,3,408,5,3,3,1
,State Treasurer,,,,United States Senator,,,2
,Joe Torsella,Kristin Combs,James Babb,Otto Voit,Katie Mcginty,Edward T Clifford Iii,Pat Toomey,2
Joe Torsella,6,0,0,0,363,1,0,2
Kristin Combs,,0,0,0,1,1,0,2
James Babb,,,0,0,0,1,0,2
Otto Voit,,,,0,0,0,1,2
Katie Mcginty,,,,,5,0,0,2
Edward T Clifford Iii,,,,,,0,0,2
Pat Toomey,,,,,,,0,2
Total,370,2,1,1,369,3,1,2
,United States Senator,,,State Treasurer,,,,3
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Kristin Combs,Otto Voit,James Babb,3
Katie Mcginty,10,0,0,282,3,0,0,3
Pat Toomey,,0,0,1,0,1,0,3
Edward T Clifford Iii,,,0,1,0,0,0,3
Joe Torsella,,,,4,0,0,0,3
Kristin Combs,,,,,0,0,0,3
Otto Voit,,,,,,0,0,3
James Babb,,,,,,,0,3
Total,295,2,1,288,3,1,0,3
,United States Senator,,,State Treasurer,,,,4
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Otto Voit,James Babb,Kristin Combs,4
Katie Mcginty,5,0,0,276,4,0,0,4
Pat Toomey,,0,0,1,3,0,0,4
Edward T Clifford Iii,,,0,0,0,1,0,4
Joe Torsella,,,,3,0,0,0,4
Otto Voit,,,,,0,0,0,4
James Babb,,,,,,0,0,4
Kristin Combs,,,,,,,0,4
Total,285,4,1,280,7,1,0,4
,State Treasurer,,,,United States Senator,,,5
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,5
Joe Torsella,11,0,0,0,503,5,3,5
Otto Voit,,0,0,0,0,19,0,5
Kristin Combs,,,1,0,3,0,0,5
James Babb,,,,0,0,1,0,5
Katie Mcginty,,,,,12,0,0,5
Pat Toomey,,,,,,2,0,5
Edward T Clifford Iii,,,,,,,1,5
Total,522,19,4,1,518,27,4,5
,United States Senator,,,State Treasurer,,,,6
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Otto Voit,Kristin Combs,James Babb,6
Katie Mcginty,4,0,0,283,1,3,0,6
Pat Toomey,,3,0,2,20,0,0,6
Edward T Clifford Iii,,,0,0,0,3,0,6
Joe Torsella,,,,1,0,0,0,6
Otto Voit,,,,,0,0,0,6
Kristin Combs,,,,,,1,0,6
James Babb,,,,,,,0,6
Total,291,25,3,286,21,7,0,6
,United States Senator,,,State Treasurer,,,,7
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Otto Voit,Kristin Combs,James Babb,7
Katie Mcginty,19,0,0,386,6,6,2,7
Pat Toomey,,0,0,4,7,1,0,7
Edward T Clifford Iii,,,0,0,0,2,1,7
Joe Torsella,,,,7,0,0,0,7
Otto Voit,,,,,6,0,0,7
Kristin Combs,,,,,,0,0,7
James Babb,,,,,,,0,7
Total,419,12,3,397,19,9,3,7
,State Treasurer,,,,United States Senator,,,8
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,8
Joe Torsella,11,0,0,0,395,5,2,8
Otto Voit,,0,0,0,4,13,0,8
Kristin Combs,,,0,0,4,0,0,8
James Babb,,,,0,0,0,3,8
Katie Mcginty,,,,,8,0,0,8
Pat Toomey,,,,,,1,0,8
Edward T Clifford Iii,,,,,,,0,8
Total,413,17,4,3,411,19,5,8
,United States Senator,,,State Treasurer,,,,9
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Kristin Combs,Otto Voit,James Babb,9
Katie Mcginty,13,0,0,329,5,2,1,9
Pat Toomey,,2,0,2,0,6,1,9
Edward T Clifford Iii,,,0,0,3,0,3,9
Joe Torsella,,,,3,0,0,0,9
Kristin Combs,,,,,0,0,0,9
Otto Voit,,,,,,0,0,9
James Babb,,,,,,,0,9
Total,350,11,6,334,8,8,5,9
,United States Senator,,,State Treasurer,,,,10
,Katie Mcginty,Pat Toomey,Edward T Clifford Iii,Joe Torsella,Otto Voit,Kristin Combs,James Babb,10
Katie Mcginty,5,0,0,391,2,4,1,10
Pat Toomey,,0,0,1,5,0,0,10
Edward T Clifford Iii,,,0,0,0,1,0,10
Joe Torsella,,,,4,0,0,0,10
