col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 1st District,Special Election Representative In Congress 2nd District,,All
,Lawrence M Farnese Jr,Dwight Evans,James Jones,All
Lawrence M Farnese Jr,101,463,15,All
Dwight Evans,,13,0,All
James Jones,,,15,All
Total,579,476,30,All
,Senator In The General Assembly 1st District,Special Election Representative In Congress 2nd District,,10
,Lawrence M Farnese Jr,Dwight Evans,James Jones,10
Lawrence M Farnese Jr,101,463,15,10
Dwight Evans,,13,0,10
James Jones,,,15,10
Total,579,476,30,10
