col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,division
,State Treasurer,,,,Auditor General,,,,All
,Joe Torsella,Otto Voit,Kristin Combs,James Babb,Eugene A Depasquale,John Brown,John J Sweeney,Roy A Minet,All
Joe Torsella,"6,541",0,0,0,"520,938","14,167","2,859",579,All
Otto Voit,,"1,055",0,0,"4,504","84,837",574,299,All
Kristin Combs,,,179,0,"2,142",564,"7,648",402,All
James Babb,,,,66,458,315,494,"3,374",All
Eugene A Depasquale,,,,,"4,035",0,0,0,All
John Brown,,,,,,"1,510",0,0,All
John J Sweeney,,,,,,,333,0,All
Roy A Minet,,,,,,,,40,All
Total,"545,084","91,269","10,935","4,707","532,077","101,393","11,908","4,694",All
