col_1,col_2,col_3,division
,Special Election Representative In Congress 2nd District,,All
,Dwight Evans,James Jones,All
Dwight Evans,"9,655",0,All
James Jones,,586,All
Total,"9,655",586,All
,Special Election Representative In Congress 2nd District,,1
,Dwight Evans,James Jones,1
Dwight Evans,248,0,1
James Jones,,3,1
Total,248,3,1
,Special Election Representative In Congress 2nd District,,2
,Dwight Evans,James Jones,2
Dwight Evans,302,0,2
James Jones,,32,2
Total,302,32,2
,Special Election Representative In Congress 2nd District,,3
,Dwight Evans,James Jones,3
Dwight Evans,77,0,3
James Jones,,18,3
Total,77,18,3
,Special Election Representative In Congress 2nd District,,4
,Dwight Evans,James Jones,4
Dwight Evans,176,0,4
James Jones,,9,4
Total,176,9,4
,Special Election Representative In Congress 2nd District,,5
,Dwight Evans,James Jones,5
Dwight Evans,381,0,5
James Jones,,134,5
Total,381,134,5
,Special Election Representative In Congress 2nd District,,6
,Dwight Evans,James Jones,6
Dwight Evans,313,0,6
James Jones,,13,6
Total,313,13,6
,Special Election Representative In Congress 2nd District,,7
,Dwight Evans,James Jones,7
Dwight Evans,316,0,7
James Jones,,33,7
Total,316,33,7
,Special Election Representative In Congress 2nd District,,8
,Dwight Evans,James Jones,8
Dwight Evans,360,0,8
James Jones,,20,8
Total,360,20,8
,Special Election Representative In Congress 2nd District,,9
,Dwight Evans,James Jones,9
Dwight Evans,380,0,9
James Jones,,26,9
Total,380,26,9
,Special Election Representative In Congress 2nd District,,10
,Dwight Evans,James Jones,10
Dwight Evans,329,0,10
James Jones,,18,10
Total,329,18,10
,Special Election Representative In Congress 2nd District,,11
,Dwight Evans,James Jones,11
Dwight Evans,349,0,11
James Jones,,24,11
Total,349,24,11
,Special Election Representative In Congress 2nd District,,12
,Dwight Evans,James Jones,12
Dwight Evans,395,0,12
James Jones,,43,12
Total,395,43,12
,Special Election Representative In Congress 2nd District,,13
,Dwight Evans,James Jones,13
Dwight Evans,404,0,13
James Jones,,16,13
Total,404,16,13
,Special Election Representative In Congress 2nd District,,14
,Dwight Evans,James Jones,14
Dwight Evans,307,0,14
James Jones,,37,14
Total,307,37,14
,Special Election Representative In Congress 2nd District,,15
,Dwight Evans,James Jones,15
Dwight Evans,382,0,15
James Jones,,19,15
Total,382,19,15
,Special Election Representative In Congress 2nd District,,16
,Dwight Evans,James Jones,16
Dwight Evans,472,0,16
James Jones,,22,16
Total,472,22,16
,Special Election Representative In Congress 2nd District,,17
,Dwight Evans,James Jones,17
Dwight Evans,388,0,17
James Jones,,12,17
Total,388,12,17
,Special Election Representative In Congress 2nd District,,18
,Dwight Evans,James Jones,18
Dwight Evans,375,0,18
James Jones,,6,18
Total,375,6,18
,Special Election Representative In Congress 2nd District,,19
,Dwight Evans,James Jones,19
Dwight Evans,364,0,19
James Jones,,12,19
Total,364,12,19
,Special Election Representative In Congress 2nd District,,20
,Dwight Evans,James Jones,20
Dwight Evans,296,0,20
James Jones,,21,20
Total,296,21,20
,Special Election Representative In Congress 2nd District,,21
,Dwight Evans,James Jones,21
Dwight Evans,351,0,21
James Jones,,4,21
Total,351,4,21
,Special Election Representative In Congress 2nd District,,22
,Dwight Evans,James Jones,22
Dwight Evans,391,0,22
James Jones,,1,22
Total,391,1,22
,Special Election Representative In Congress 2nd District,,23
,Dwight Evans,James Jones,23
Dwight Evans,374,0,23
James Jones,,5,23
Total,374,5,23
,Special Election Representative In Congress 2nd District,,24
,Dwight Evans,James Jones,24
Dwight Evans,555,0,24
James Jones,,9,24
Total,555,9,24
,Special Election Representative In Congress 2nd District,,25
,Dwight Evans,James Jones,25
Dwight Evans,353,0,25
James Jones,,6,25
Total,353,6,25
,Special Election Representative In Congress 2nd District,,26
,Dwight Evans,James Jones,26
Dwight Evans,429,0,26
James Jones,,6,26
Total,429,6,26
,Special Election Representative In Congress 2nd District,,27
,Dwight Evans,James Jones,27
Dwight Evans,373,0,27
James Jones,,4,27
Total,373,4,27
,Special Election Representative In Congress 2nd District,,28
,Dwight Evans,James Jones,28
Dwight Evans,215,0,28
James Jones,,33,28
Total,215,33,28
