col_1,col_2,col_3,col_4,division
,Representative In Congress 13th District,Representative In The General Assembly 177th District,,All
,Brendan F Boyle,John J Taylor,Joe Hohenstein,All
Brendan F Boyle,9,115,150,All
John J Taylor,,103,0,All
Joe Hohenstein,,,6,All
Total,274,218,156,All
,Representative In Congress 13th District,Representative In The General Assembly 177th District,,24
,Brendan F Boyle,John J Taylor,Joe Hohenstein,24
Brendan F Boyle,9,115,150,24
John J Taylor,,103,0,24
Joe Hohenstein,,,6,24
Total,274,218,156,24
