col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,All
,Mike Driscoll,Robert A Brady,Deborah Williams,All
Mike Driscoll,80,"3,860",513,All
Robert A Brady,,87,0,All
Deborah Williams,,,660,All
Total,"4,453","3,947","1,173",All
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,4
,Mike Driscoll,Robert A Brady,Deborah Williams,4
Mike Driscoll,7,241,32,4
Robert A Brady,,7,0,4
Deborah Williams,,,34,4
Total,280,248,66,4
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,6
,Mike Driscoll,Robert A Brady,Deborah Williams,6
Mike Driscoll,6,242,27,6
Robert A Brady,,4,0,6
Deborah Williams,,,46,6
Total,275,246,73,6
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,8
,Mike Driscoll,Robert A Brady,Deborah Williams,8
Mike Driscoll,3,260,24,8
Robert A Brady,,2,0,8
Deborah Williams,,,36,8
Total,287,262,60,8
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,9
,Mike Driscoll,Robert A Brady,Deborah Williams,9
Mike Driscoll,0,234,25,9
Robert A Brady,,6,0,9
Deborah Williams,,,39,9
Total,259,240,64,9
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,10
,Mike Driscoll,Robert A Brady,Deborah Williams,10
Mike Driscoll,5,267,24,10
Robert A Brady,,6,0,10
Deborah Williams,,,45,10
Total,296,273,69,10
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,11
,Mike Driscoll,Robert A Brady,Deborah Williams,11
Mike Driscoll,2,188,24,11
Robert A Brady,,5,0,11
Deborah Williams,,,28,11
Total,214,193,52,11
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,12
,Mike Driscoll,Robert A Brady,Deborah Williams,12
Mike Driscoll,4,210,26,12
Robert A Brady,,4,0,12
Deborah Williams,,,31,12
Total,240,214,57,12
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,13
,Mike Driscoll,Robert A Brady,Deborah Williams,13
Mike Driscoll,4,118,19,13
Robert A Brady,,1,0,13
Deborah Williams,,,21,13
Total,141,119,40,13
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,14
,Mike Driscoll,Robert A Brady,Deborah Williams,14
Mike Driscoll,7,217,29,14
Robert A Brady,,6,0,14
Deborah Williams,,,32,14
Total,253,223,61,14
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,15
,Mike Driscoll,Robert A Brady,Deborah Williams,15
Mike Driscoll,2,248,38,15
Robert A Brady,,9,0,15
Deborah Williams,,,37,15
Total,288,257,75,15
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,16
,Mike Driscoll,Robert A Brady,Deborah Williams,16
Mike Driscoll,7,161,23,16
Robert A Brady,,4,0,16
Deborah Williams,,,28,16
Total,191,165,51,16
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,17
,Mike Driscoll,Robert A Brady,Deborah Williams,17
Mike Driscoll,2,172,33,17
Robert A Brady,,2,0,17
Deborah Williams,,,47,17
Total,207,174,80,17
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,18
,Mike Driscoll,Robert A Brady,Deborah Williams,18
Mike Driscoll,4,188,27,18
Robert A Brady,,3,0,18
Deborah Williams,,,39,18
Total,219,191,66,18
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,20
,Mike Driscoll,Robert A Brady,Deborah Williams,20
Mike Driscoll,7,215,30,20
Robert A Brady,,5,0,20
Deborah Williams,,,30,20
Total,252,220,60,20
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,21
,Mike Driscoll,Robert A Brady,Deborah Williams,21
Mike Driscoll,3,209,30,21
Robert A Brady,,5,0,21
Deborah Williams,,,48,21
Total,242,214,78,21
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,22
,Mike Driscoll,Robert A Brady,Deborah Williams,22
Mike Driscoll,5,233,33,22
Robert A Brady,,4,0,22
Deborah Williams,,,37,22
Total,271,237,70,22
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,25
,Mike Driscoll,Robert A Brady,Deborah Williams,25
Mike Driscoll,8,260,45,25
Robert A Brady,,8,0,25
Deborah Williams,,,53,25
Total,313,268,98,25
,Representative In The General Assembly 173rd District,Representative In Congress 1st District,,26
,Mike Driscoll,Robert A Brady,Deborah Williams,26
Mike Driscoll,4,197,24,26
Robert A Brady,,6,0,26
Deborah Williams,,,29,26
Total,225,203,53,26
