col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 174th District,Representative In Congress 1st District,,All
,Ed Neilson,Robert A Brady,Deborah Williams,All
Ed Neilson,12,249,69,All
Robert A Brady,,6,0,All
Deborah Williams,,,112,All
Total,330,255,181,All
,Representative In The General Assembly 174th District,Representative In Congress 1st District,,18
,Ed Neilson,Robert A Brady,Deborah Williams,18
Ed Neilson,12,249,69,18
Robert A Brady,,6,0,18
Deborah Williams,,,112,18
Total,330,255,181,18
