col_1,col_2,col_3,col_4,col_5,col_6,col_7,division
,United States Senator,,,,Representative In The General Assembly 181st District,,All
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Malcolm Kenyatta,Milton Street,All
Bob Casey Jr,18,0,0,0,"1,339",21,All
Lou Barletta,,10,0,0,11,80,All
Neal Gale,,,1,0,12,3,All
Dale R Kerns Jr,,,,2,3,7,All
Malcolm Kenyatta,,,,,3,0,All
Milton Street,,,,,,0,All
Total,"1,378",101,16,12,"1,368",111,All
,United States Senator,,,,Representative In The General Assembly 181st District,,15
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Malcolm Kenyatta,Milton Street,15
Bob Casey Jr,4,0,0,0,392,5,15
Lou Barletta,,2,0,0,3,20,15
Dale R Kerns Jr,,,0,0,2,1,15
Neal Gale,,,,0,0,1,15
Malcolm Kenyatta,,,,,1,0,15
Milton Street,,,,,,0,15
Total,401,25,3,1,398,27,15
,United States Senator,,,,Representative In The General Assembly 181st District,,20
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Malcolm Kenyatta,Milton Street,20
Bob Casey Jr,5,0,0,0,305,4,20
Lou Barletta,,3,0,0,4,20,20
Dale R Kerns Jr,,,1,0,0,2,20
Neal Gale,,,,0,3,0,20
Malcolm Kenyatta,,,,,0,0,20
Milton Street,,,,,,0,20
Total,314,27,3,3,312,26,20
,United States Senator,,,,Representative In The General Assembly 181st District,,23
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Malcolm Kenyatta,Milton Street,23
Bob Casey Jr,9,0,0,0,642,12,23
Lou Barletta,,5,0,0,4,40,23
Neal Gale,,,1,0,9,2,23
Dale R Kerns Jr,,,,1,1,4,23
Malcolm Kenyatta,,,,,2,0,23
Milton Street,,,,,,0,23
Total,663,49,12,6,658,58,23
