col_1,col_2,col_3,division
,Representative In The General Assembly 177th District,,All
,Joe Hohenstein,Patty Pat Kozlowski,All
Joe Hohenstein,"1,849",0,All
Patty Pat Kozlowski,,"1,416",All
Total,"1,849","1,416",All
,Representative In The General Assembly 177th District,,1
,Patty Pat Kozlowski,Joe Hohenstein,1
Patty Pat Kozlowski,131,0,1
Joe Hohenstein,,127,1
Total,131,127,1
,Representative In The General Assembly 177th District,,2
,Joe Hohenstein,Patty Pat Kozlowski,2
Joe Hohenstein,132,0,2
Patty Pat Kozlowski,,42,2
Total,132,42,2
,Representative In The General Assembly 177th District,,3
,Joe Hohenstein,Patty Pat Kozlowski,3
Joe Hohenstein,163,0,3
Patty Pat Kozlowski,,160,3
Total,163,160,3
,Representative In The General Assembly 177th District,,4
,Joe Hohenstein,Patty Pat Kozlowski,4
Joe Hohenstein,145,0,4
Patty Pat Kozlowski,,120,4
Total,145,120,4
,Representative In The General Assembly 177th District,,5
,Joe Hohenstein,Patty Pat Kozlowski,5
Joe Hohenstein,172,0,5
Patty Pat Kozlowski,,145,5
Total,172,145,5
,Representative In The General Assembly 177th District,,6
,Joe Hohenstein,Patty Pat Kozlowski,6
Joe Hohenstein,132,0,6
Patty Pat Kozlowski,,107,6
Total,132,107,6
,Representative In The General Assembly 177th District,,7
,Patty Pat Kozlowski,Joe Hohenstein,7
Patty Pat Kozlowski,148,0,7
Joe Hohenstein,,130,7
Total,148,130,7
,Representative In The General Assembly 177th District,,8
,Joe Hohenstein,Patty Pat Kozlowski,8
Joe Hohenstein,135,0,8
Patty Pat Kozlowski,,109,8
Total,135,109,8
,Representative In The General Assembly 177th District,,10
,Joe Hohenstein,Patty Pat Kozlowski,10
Joe Hohenstein,121,0,10
Patty Pat Kozlowski,,99,10
Total,121,99,10
,Representative In The General Assembly 177th District,,11
,Joe Hohenstein,Patty Pat Kozlowski,11
Joe Hohenstein,161,0,11
Patty Pat Kozlowski,,77,11
Total,161,77,11
,Representative In The General Assembly 177th District,,12
,Joe Hohenstein,Patty Pat Kozlowski,12
Joe Hohenstein,139,0,12
Patty Pat Kozlowski,,115,12
Total,139,115,12
,Representative In The General Assembly 177th District,,22
,Joe Hohenstein,Patty Pat Kozlowski,22
Joe Hohenstein,117,0,22
Patty Pat Kozlowski,,96,22
Total,117,96,22
,Representative In The General Assembly 177th District,,23
,Joe Hohenstein,Patty Pat Kozlowski,23
Joe Hohenstein,175,0,23
Patty Pat Kozlowski,,67,23
Total,175,67,23
