col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,United States Senator,,,,Representative In The General Assembly 194th District,,,All
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Pamela Delissio,Sean Stevens,Matt Baltsar,All
Bob Casey Jr,157,0,0,0,"17,144",466,375,All
Lou Barletta,,49,0,0,423,"3,906",117,All
Dale R Kerns Jr,,,5,0,55,52,158,All
Neal Gale,,,,7,159,19,39,All
Pamela Delissio,,,,,44,0,0,All
Sean Stevens,,,,,,7,0,All
Matt Baltsar,,,,,,,3,All
Total,"18,142","4,495",270,224,"17,825","4,450",692,All
