col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,All
,Christine M Tartaglione,Brendan F Boyle,David Torres,All
Christine M Tartaglione,36,"5,022",290,All
Brendan F Boyle,,114,0,All
David Torres,,,594,All
Total,"5,348","5,136",884,All
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,1
,Christine M Tartaglione,Brendan F Boyle,David Torres,1
Christine M Tartaglione,1,407,16,1
Brendan F Boyle,,7,0,1
David Torres,,,16,1
Total,424,414,32,1
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,2
,Christine M Tartaglione,Brendan F Boyle,David Torres,2
Christine M Tartaglione,0,113,6,2
Brendan F Boyle,,0,0,2
David Torres,,,11,2
Total,119,113,17,2
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,3
,Christine M Tartaglione,Brendan F Boyle,David Torres,3
Christine M Tartaglione,1,358,19,3
Brendan F Boyle,,6,0,3
David Torres,,,28,3
Total,378,364,47,3
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,4
,Christine M Tartaglione,Brendan F Boyle,David Torres,4
Christine M Tartaglione,1,344,29,4
Brendan F Boyle,,6,0,4
David Torres,,,65,4
Total,374,350,94,4
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,5
,Christine M Tartaglione,Brendan F Boyle,David Torres,5
Christine M Tartaglione,2,262,22,5
Brendan F Boyle,,6,0,5
David Torres,,,32,5
Total,286,268,54,5
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,6
,Christine M Tartaglione,Brendan F Boyle,David Torres,6
Christine M Tartaglione,2,266,12,6
Brendan F Boyle,,10,0,6
David Torres,,,33,6
Total,280,276,45,6
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,8
,Christine M Tartaglione,Brendan F Boyle,David Torres,8
Christine M Tartaglione,0,369,14,8
Brendan F Boyle,,6,0,8
David Torres,,,34,8
Total,383,375,48,8
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,9
,Christine M Tartaglione,Brendan F Boyle,David Torres,9
Christine M Tartaglione,1,342,12,9
Brendan F Boyle,,2,0,9
David Torres,,,16,9
Total,355,344,28,9
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,10
,Christine M Tartaglione,Brendan F Boyle,David Torres,10
Christine M Tartaglione,1,221,21,10
Brendan F Boyle,,1,0,10
David Torres,,,15,10
Total,243,222,36,10
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,11
,Christine M Tartaglione,Brendan F Boyle,David Torres,11
Christine M Tartaglione,2,320,11,11
Brendan F Boyle,,6,0,11
David Torres,,,29,11
Total,333,326,40,11
,Representative In Congress 2nd District,,Senator In The General Assembly 2nd District,12
,Brendan F Boyle,David Torres,Christine M Tartaglione,12
Brendan F Boyle,7,0,218,12
David Torres,,21,5,12
Christine M Tartaglione,,,1,12
Total,225,26,224,12
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,13
,Christine M Tartaglione,Brendan F Boyle,David Torres,13
Christine M Tartaglione,2,253,14,13
Brendan F Boyle,,12,0,13
David Torres,,,33,13
Total,269,265,47,13
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,14
,Christine M Tartaglione,Brendan F Boyle,David Torres,14
Christine M Tartaglione,1,258,27,14
Brendan F Boyle,,6,0,14
David Torres,,,45,14
Total,286,264,72,14
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,15
,Christine M Tartaglione,Brendan F Boyle,David Torres,15
Christine M Tartaglione,5,323,15,15
Brendan F Boyle,,8,0,15
David Torres,,,37,15
Total,343,331,52,15
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,16
,Christine M Tartaglione,Brendan F Boyle,David Torres,16
Christine M Tartaglione,7,310,24,16
Brendan F Boyle,,9,0,16
David Torres,,,66,16
Total,341,319,90,16
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,17
,Christine M Tartaglione,Brendan F Boyle,David Torres,17
Christine M Tartaglione,3,201,20,17
Brendan F Boyle,,11,0,17
David Torres,,,50,17
Total,224,212,70,17
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,18
,Christine M Tartaglione,Brendan F Boyle,David Torres,18
Christine M Tartaglione,2,223,14,18
Brendan F Boyle,,4,0,18
David Torres,,,29,18
Total,239,227,43,18
,Senator In The General Assembly 2nd District,Representative In Congress 2nd District,,19
,Christine M Tartaglione,Brendan F Boyle,David Torres,19
Christine M Tartaglione,4,234,9,19
Brendan F Boyle,,7,0,19
David Torres,,,34,19
Total,247,241,43,19
