col_1,col_2,col_3,col_4,col_5,col_6,division
,Senator In The General Assembly 2nd District,United States Senator,,,,All
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,All
Christine M Tartaglione,29,"4,253",127,16,19,All
Bob Casey Jr,,132,0,0,0,All
Lou Barletta,,,377,0,0,All
Neal Gale,,,,7,0,All
Dale R Kerns Jr,,,,,2,All
Total,"4,444","4,385",504,23,21,All
,Senator In The General Assembly 2nd District,United States Senator,,,,1
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,1
Christine M Tartaglione,3,210,9,1,0,1
Bob Casey Jr,,9,0,0,0,1
Lou Barletta,,,29,0,0,1
Neal Gale,,,,1,0,1
Dale R Kerns Jr,,,,,0,1
Total,223,219,38,2,0,1
,United States Senator,,,,Senator In The General Assembly 2nd District,2
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Christine M Tartaglione,2
Bob Casey Jr,8,0,0,0,195,2
Lou Barletta,,24,0,0,7,2
Neal Gale,,,1,0,0,2
Dale R Kerns Jr,,,,0,0,2
Christine M Tartaglione,,,,,0,2
Total,203,31,1,0,202,2
,Senator In The General Assembly 2nd District,United States Senator,,,,3
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,3
Christine M Tartaglione,3,187,10,0,0,3
Bob Casey Jr,,6,0,0,0,3
Lou Barletta,,,24,0,0,3
Dale R Kerns Jr,,,,0,0,3
Neal Gale,,,,,0,3
Total,200,193,34,0,0,3
,Senator In The General Assembly 2nd District,United States Senator,,,,4
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,4
Christine M Tartaglione,0,183,15,0,0,4
Bob Casey Jr,,8,0,0,0,4
Lou Barletta,,,16,0,0,4
Dale R Kerns Jr,,,,0,0,4
Neal Gale,,,,,0,4
Total,198,191,31,0,0,4
,Senator In The General Assembly 2nd District,United States Senator,,,,5
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,5
Christine M Tartaglione,2,198,6,1,0,5
Bob Casey Jr,,5,0,0,0,5
Lou Barletta,,,12,0,0,5
Dale R Kerns Jr,,,,0,0,5
Neal Gale,,,,,0,5
Total,207,203,18,1,0,5
,United States Senator,,,,Senator In The General Assembly 2nd District,6
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Christine M Tartaglione,6
Bob Casey Jr,7,0,0,0,197,6
Lou Barletta,,22,0,0,4,6
Dale R Kerns Jr,,,1,0,2,6
Neal Gale,,,,0,0,6
Christine M Tartaglione,,,,,0,6
Total,204,26,3,0,203,6
,Senator In The General Assembly 2nd District,United States Senator,,,,7
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,7
Christine M Tartaglione,1,258,6,1,0,7
Bob Casey Jr,,7,0,0,0,7
Lou Barletta,,,16,0,0,7
Dale R Kerns Jr,,,,0,0,7
Neal Gale,,,,,0,7
Total,266,265,22,1,0,7
,Senator In The General Assembly 2nd District,United States Senator,,,,8
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,8
Christine M Tartaglione,1,243,6,1,0,8
Bob Casey Jr,,2,0,0,0,8
Lou Barletta,,,9,0,0,8
Dale R Kerns Jr,,,,0,0,8
Neal Gale,,,,,0,8
Total,251,245,15,1,0,8
,Senator In The General Assembly 2nd District,United States Senator,,,,9
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,9
Christine M Tartaglione,0,217,9,2,0,9
Bob Casey Jr,,7,0,0,0,9
Lou Barletta,,,25,0,0,9
Neal Gale,,,,1,0,9
Dale R Kerns Jr,,,,,0,9
Total,228,224,34,3,0,9
,United States Senator,,,,Senator In The General Assembly 2nd District,10
,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,Christine M Tartaglione,10
Bob Casey Jr,6,0,0,0,184,10
Lou Barletta,,25,0,0,5,10
Neal Gale,,,1,0,0,10
Dale R Kerns Jr,,,,0,0,10
Christine M Tartaglione,,,,,1,10
Total,190,30,1,0,190,10
,Senator In The General Assembly 2nd District,United States Senator,,,,11
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,11
Christine M Tartaglione,1,247,6,2,2,11
Bob Casey Jr,,3,0,0,0,11
Lou Barletta,,,23,0,0,11
Neal Gale,,,,1,0,11
Dale R Kerns Jr,,,,,0,11
Total,258,250,29,3,2,11
,Senator In The General Assembly 2nd District,United States Senator,,,,12
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,12
Christine M Tartaglione,4,298,12,4,1,12
Bob Casey Jr,,4,0,0,0,12
Lou Barletta,,,21,0,0,12
Dale R Kerns Jr,,,,0,0,12
Neal Gale,,,,,0,12
Total,319,302,33,4,1,12
,Senator In The General Assembly 2nd District,United States Senator,,,,13
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Neal Gale,Dale R Kerns Jr,13
Christine M Tartaglione,0,209,4,2,1,13
Bob Casey Jr,,4,0,0,0,13
Lou Barletta,,,20,0,0,13
Neal Gale,,,,0,0,13
Dale R Kerns Jr,,,,,0,13
Total,216,213,24,2,1,13
,Senator In The General Assembly 2nd District,United States Senator,,,,14
,Christine M Tartaglione,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,14
Christine M Tartaglione,2,188,3,2,1,14
Bob Casey Jr,,4,0,0,0,14
Lou Barletta,,,24,0,0,14
Dale R Kerns Jr,,,,0,0,14
Neal Gale,,,,,0,14
Total,196,192,27,2,1,14
,United States Senator,,,,Senator In The General Assembly 2nd District,15
,Bob Casey Jr,Lou Barletta,Dale R Kerns Jr,Neal Gale,Christine M Tartaglione,15
Bob Casey Jr,9,0,0,0,177,15
Lou Barletta,,13,0,0,1,15
Dale R Kerns Jr,,,0,0,1,15
Neal Gale,,,,0,1,15
